am_sid,probability,loiczid
Fis-22832,0.95,77381.0
Fis-22832,0.95,76662.0
Fis-22832,0.95,76661.0
Fis-22832,0.68,75947.0
Fis-22832,0.73,75946.0
Fis-22832,0.99,75945.0
Fis-22832,0.52,75944.0
Fis-22832,0.86,75943.0
Fis-22832,0.89,75223.0
Fis-22832,0.93,75942.0
Fis-22832,0.97,75941.0
Fis-22832,0.97,75222.0
Fis-22832,0.97,75221.0
Fis-22832,0.93,74503.0
Fis-22832,0.51,73783.0
Fis-22832,0.93,74502.0
Fis-22832,1,74501.0
Fis-22832,0.83,73782.0
Fis-22832,0.89,73781.0
Fis-22832,0.37,72343.0
Fis-22832,0.83,73062.0
Fis-22832,0.92,73061.0
Fis-22832,0.87,72342.0
Fis-22832,1,72341.0
Fis-22832,0.88,86020.0
Fis-22832,0.94,86019.0
Fis-22832,0.73,85300.0
Fis-22832,0.94,85299.0
Fis-22832,0.91,86018.0
Fis-22832,0.91,86017.0
Fis-22832,0.91,85298.0
Fis-22832,0.91,85297.0
Fis-22832,0.9,86016.0
Fis-22832,0.9,86015.0
Fis-22832,0.9,85296.0
Fis-22832,0.9,85295.0
Fis-22832,0.89,86014.0
Fis-22832,0.89,86013.0
Fis-22832,0.89,85294.0
Fis-22832,0.89,85293.0
Fis-22832,0.88,86012.0
Fis-22832,0.88,86011.0
Fis-22832,0.88,85292.0
Fis-22832,0.88,85291.0
Fis-22832,0.75,84580.0
Fis-22832,0.93,84579.0
Fis-22832,0.93,83860.0
Fis-22832,0.93,83859.0
Fis-22832,0.91,84578.0
Fis-22832,0.91,84577.0
Fis-22832,0.91,83858.0
Fis-22832,0.91,83857.0
Fis-22832,0.9,84576.0
Fis-22832,0.9,84575.0
Fis-22832,0.9,83856.0
Fis-22832,0.9,83855.0
Fis-22832,0.89,84574.0
Fis-22832,0.89,84573.0
Fis-22832,0.89,83854.0
Fis-22832,0.89,83853.0
Fis-22832,0.87,84572.0
Fis-22832,0.87,84571.0
Fis-22832,0.87,83852.0
Fis-22832,0.87,83851.0
Fis-22832,0.9,83140.0
Fis-22832,0.9,83139.0
Fis-22832,0.9,82420.0
Fis-22832,0.9,82419.0
Fis-22832,0.9,83138.0
Fis-22832,0.9,83137.0
Fis-22832,0.9,82418.0
Fis-22832,0.9,82417.0
Fis-22832,0.89,83136.0
Fis-22832,0.89,83135.0
Fis-22832,0.89,82416.0
Fis-22832,0.89,82415.0
Fis-22832,0.89,83134.0
Fis-22832,0.89,83133.0
Fis-22832,0.89,82414.0
Fis-22832,0.89,82413.0
Fis-22832,0.88,83132.0
Fis-22832,0.88,83131.0
Fis-22832,0.88,82412.0
Fis-22832,0.88,82411.0
Fis-22832,0.9,81700.0
Fis-22832,0.9,81699.0
Fis-22832,0.9,80980.0
Fis-22832,0.9,80979.0
Fis-22832,0.9,81698.0
Fis-22832,0.9,81697.0
Fis-22832,0.9,80978.0
Fis-22832,0.9,80977.0
Fis-22832,0.9,81696.0
Fis-22832,0.9,81695.0
Fis-22832,0.9,80976.0
Fis-22832,0.9,80975.0
Fis-22832,0.89,81694.0
Fis-22832,0.89,81693.0
Fis-22832,0.89,80974.0
Fis-22832,0.89,80973.0
Fis-22832,0.89,81692.0
Fis-22832,0.89,81691.0
Fis-22832,0.89,80972.0
Fis-22832,0.89,80971.0
Fis-22832,0.91,80260.0
Fis-22832,0.91,80259.0
Fis-22832,0.91,79540.0
Fis-22832,0.91,79539.0
Fis-22832,0.91,80258.0
Fis-22832,0.91,80257.0
Fis-22832,0.91,79538.0
Fis-22832,0.91,79537.0
Fis-22832,0.91,80256.0
Fis-22832,0.91,80255.0
Fis-22832,0.91,79536.0
Fis-22832,0.91,79535.0
Fis-22832,0.91,80254.0
Fis-22832,0.91,80253.0
Fis-22832,0.91,79534.0
Fis-22832,0.91,79533.0
Fis-22832,0.9,80252.0
Fis-22832,0.9,80251.0
Fis-22832,0.9,79532.0
Fis-22832,0.9,79531.0
Fis-22832,0.86,86010.0
Fis-22832,0.86,86009.0
Fis-22832,0.86,85290.0
Fis-22832,0.86,85289.0
Fis-22832,0.84,86008.0
Fis-22832,0.84,86007.0
Fis-22832,0.84,85288.0
Fis-22832,0.84,85287.0
Fis-22832,0.84,86006.0
Fis-22832,0.84,86005.0
Fis-22832,0.84,85286.0
Fis-22832,0.84,85285.0
Fis-22832,0.83,86004.0
Fis-22832,0.83,86003.0
Fis-22832,0.83,85284.0
Fis-22832,0.83,85283.0
Fis-22832,0.83,86002.0
Fis-22832,0.83,86001.0
Fis-22832,0.83,85282.0
Fis-22832,0.83,85281.0
Fis-22832,0.86,84570.0
Fis-22832,0.86,84569.0
Fis-22832,0.86,83850.0
Fis-22832,0.86,83849.0
Fis-22832,0.85,84568.0
Fis-22832,0.85,84567.0
Fis-22832,0.85,83848.0
Fis-22832,0.85,83847.0
Fis-22832,0.85,84566.0
Fis-22832,0.85,84565.0
Fis-22832,0.85,83846.0
Fis-22832,0.85,83845.0
Fis-22832,0.84,84564.0
Fis-22832,0.84,84563.0
Fis-22832,0.84,83844.0
Fis-22832,0.84,83843.0
Fis-22832,0.84,84562.0
Fis-22832,0.84,84561.0
Fis-22832,0.84,83842.0
Fis-22832,0.84,83841.0
Fis-22832,0.87,83130.0
Fis-22832,0.87,83129.0
Fis-22832,0.87,82410.0
Fis-22832,0.87,82409.0
Fis-22832,0.87,83128.0
Fis-22832,0.87,83127.0
Fis-22832,0.87,82408.0
Fis-22832,0.87,82407.0
Fis-22832,0.87,83126.0
Fis-22832,0.87,83125.0
Fis-22832,0.87,82406.0
Fis-22832,0.87,82405.0
Fis-22832,0.86,83124.0
Fis-22832,0.86,83123.0
Fis-22832,0.86,82404.0
Fis-22832,0.86,82403.0
Fis-22832,0.86,83122.0
Fis-22832,0.86,83121.0
Fis-22832,0.86,82402.0
Fis-22832,0.86,82401.0
Fis-22832,0.89,81690.0
Fis-22832,0.89,81689.0
Fis-22832,0.89,80970.0
Fis-22832,0.89,80969.0
Fis-22832,0.88,81688.0
Fis-22832,0.88,81687.0
Fis-22832,0.88,80968.0
Fis-22832,0.88,80967.0
Fis-22832,0.88,81686.0
Fis-22832,0.88,81685.0
Fis-22832,0.88,80966.0
Fis-22832,0.88,80965.0
Fis-22832,0.88,81684.0
Fis-22832,0.88,81683.0
Fis-22832,0.88,80964.0
Fis-22832,0.88,80963.0
Fis-22832,0.88,81682.0
Fis-22832,0.88,81681.0
Fis-22832,0.88,80962.0
Fis-22832,0.88,80961.0
Fis-22832,0.9,80250.0
Fis-22832,0.9,80249.0
Fis-22832,0.9,79530.0
Fis-22832,0.9,79529.0
Fis-22832,0.9,80248.0
Fis-22832,0.9,80247.0
Fis-22832,0.9,79528.0
Fis-22832,0.9,79527.0
Fis-22832,0.9,80246.0
Fis-22832,0.9,80245.0
Fis-22832,0.9,79526.0
Fis-22832,0.9,79525.0
Fis-22832,0.9,80244.0
Fis-22832,0.9,80243.0
Fis-22832,0.9,79524.0
Fis-22832,0.9,79523.0
Fis-22832,0.9,80242.0
Fis-22832,0.9,80241.0
Fis-22832,0.9,79522.0
Fis-22832,0.9,79521.0
Fis-22832,0.93,78820.0
Fis-22832,0.93,78819.0
Fis-22832,0.93,78100.0
Fis-22832,0.93,78099.0
Fis-22832,0.93,78818.0
Fis-22832,0.93,78817.0
Fis-22832,0.93,78098.0
Fis-22832,0.93,78097.0
Fis-22832,0.93,78816.0
Fis-22832,0.93,78815.0
Fis-22832,0.93,78096.0
Fis-22832,0.93,78095.0
Fis-22832,0.92,78814.0
Fis-22832,0.92,78813.0
Fis-22832,0.92,78094.0
Fis-22832,0.92,78093.0
Fis-22832,0.93,78812.0
Fis-22832,0.93,78811.0
Fis-22832,0.93,78092.0
Fis-22832,0.93,78091.0
Fis-22832,0.95,77380.0
Fis-22832,0.95,77379.0
Fis-22832,0.95,76660.0
Fis-22832,0.95,76659.0
Fis-22832,0.95,77378.0
Fis-22832,0.95,77377.0
Fis-22832,0.95,76658.0
Fis-22832,0.95,76657.0
Fis-22832,0.95,77376.0
Fis-22832,0.95,77375.0
Fis-22832,0.95,76656.0
Fis-22832,0.95,76655.0
Fis-22832,0.95,77374.0
Fis-22832,0.95,77373.0
Fis-22832,0.95,76654.0
Fis-22832,0.95,76653.0
Fis-22832,0.95,77372.0
Fis-22832,0.95,77371.0
Fis-22832,0.95,76652.0
Fis-22832,0.95,76651.0
Fis-22832,0.98,75940.0
Fis-22832,0.98,75939.0
Fis-22832,0.98,75220.0
Fis-22832,0.98,75219.0
Fis-22832,0.98,75938.0
Fis-22832,0.98,75937.0
Fis-22832,0.98,75218.0
Fis-22832,0.98,75217.0
Fis-22832,0.97,75936.0
Fis-22832,0.97,75935.0
Fis-22832,0.97,75216.0
Fis-22832,0.97,75215.0
Fis-22832,0.97,75934.0
Fis-22832,0.97,75933.0
Fis-22832,0.97,75214.0
Fis-22832,0.97,75213.0
Fis-22832,0.97,75932.0
Fis-22832,0.97,75931.0
Fis-22832,0.97,75212.0
Fis-22832,0.97,75211.0
Fis-22832,1,74500.0
Fis-22832,1,74499.0
Fis-22832,1,73780.0
Fis-22832,1,73779.0
Fis-22832,1,74498.0
Fis-22832,1,74497.0
Fis-22832,1,73778.0
Fis-22832,1,73777.0
Fis-22832,1,74496.0
Fis-22832,1,74495.0
Fis-22832,1,73776.0
Fis-22832,1,73775.0
Fis-22832,1,74494.0
Fis-22832,1,74493.0
Fis-22832,1,73774.0
Fis-22832,1,73773.0
Fis-22832,1,74492.0
Fis-22832,1,74491.0
Fis-22832,1,73772.0
Fis-22832,1,73771.0
Fis-22832,1,73060.0
Fis-22832,1,73059.0
Fis-22832,1,72340.0
Fis-22832,1,72339.0
Fis-22832,1,73058.0
Fis-22832,1,73057.0
Fis-22832,1,72338.0
Fis-22832,1,72337.0
Fis-22832,1,73056.0
Fis-22832,1,73055.0
Fis-22832,1,72336.0
Fis-22832,1,72335.0
Fis-22832,1,73054.0
Fis-22832,1,73053.0
Fis-22832,1,72334.0
Fis-22832,1,72333.0
Fis-22832,1,73052.0
Fis-22832,1,73051.0
Fis-22832,1,72332.0
Fis-22832,1,72331.0
Fis-22832,0.93,78810.0
Fis-22832,0.93,78809.0
Fis-22832,0.93,78090.0
Fis-22832,0.93,78089.0
Fis-22832,0.93,78808.0
Fis-22832,0.93,78807.0
Fis-22832,0.93,78088.0
Fis-22832,0.93,78087.0
Fis-22832,0.93,78806.0
Fis-22832,0.93,78805.0
Fis-22832,0.93,78086.0
Fis-22832,0.93,78085.0
Fis-22832,0.93,78804.0
Fis-22832,0.93,78803.0
Fis-22832,0.93,78084.0
Fis-22832,0.93,78083.0
Fis-22832,0.93,78802.0
Fis-22832,0.93,78801.0
Fis-22832,0.93,78082.0
Fis-22832,0.93,78081.0
Fis-22832,0.95,77370.0
Fis-22832,0.95,77369.0
Fis-22832,0.95,76650.0
Fis-22832,0.95,76649.0
Fis-22832,0.95,77368.0
Fis-22832,0.95,77367.0
Fis-22832,0.95,76648.0
Fis-22832,0.95,76647.0
Fis-22832,0.95,77366.0
Fis-22832,0.95,77365.0
Fis-22832,0.95,76646.0
Fis-22832,0.95,76645.0
Fis-22832,0.95,77364.0
Fis-22832,0.95,77363.0
Fis-22832,0.95,76644.0
Fis-22832,0.95,76643.0
Fis-22832,0.95,77362.0
Fis-22832,0.95,77361.0
Fis-22832,0.95,76642.0
Fis-22832,0.95,76641.0
Fis-22832,0.97,75930.0
Fis-22832,0.97,75929.0
Fis-22832,0.97,75210.0
Fis-22832,0.97,75209.0
Fis-22832,0.97,75928.0
Fis-22832,0.97,75927.0
Fis-22832,0.97,75208.0
Fis-22832,0.97,75207.0
Fis-22832,0.97,75926.0
Fis-22832,0.97,75925.0
Fis-22832,0.97,75206.0
Fis-22832,0.97,75205.0
Fis-22832,0.97,75924.0
Fis-22832,0.97,75923.0
Fis-22832,0.97,75204.0
Fis-22832,0.97,75203.0
Fis-22832,0.97,75922.0
Fis-22832,0.97,75921.0
Fis-22832,0.97,75202.0
Fis-22832,0.97,75201.0
Fis-22832,0.99,74490.0
Fis-22832,0.99,74489.0
Fis-22832,0.99,73770.0
Fis-22832,0.99,73769.0
Fis-22832,0.99,74488.0
Fis-22832,0.99,74487.0
Fis-22832,0.99,73768.0
Fis-22832,0.99,73767.0
Fis-22832,0.99,74486.0
Fis-22832,0.99,74485.0
Fis-22832,0.99,73766.0
Fis-22832,0.99,73765.0
Fis-22832,0.99,74484.0
Fis-22832,0.99,74483.0
Fis-22832,0.99,73764.0
Fis-22832,0.99,73763.0
Fis-22832,0.99,74482.0
Fis-22832,0.99,74481.0
Fis-22832,0.99,73762.0
Fis-22832,0.99,73761.0
Fis-22832,1,73050.0
Fis-22832,1,73049.0
Fis-22832,1,72330.0
Fis-22832,1,72329.0
Fis-22832,1,73048.0
Fis-22832,1,73047.0
Fis-22832,1,72328.0
Fis-22832,1,72327.0
Fis-22832,1,73046.0
Fis-22832,1,73045.0
Fis-22832,1,72326.0
Fis-22832,1,72325.0
Fis-22832,1,73044.0
Fis-22832,1,73043.0
Fis-22832,1,72324.0
Fis-22832,1,72323.0
Fis-22832,1,73042.0
Fis-22832,1,73041.0
Fis-22832,1,72322.0
Fis-22832,1,72321.0
Fis-22832,0.82,86e3
Fis-22832,0.82,85999.0
Fis-22832,0.82,85280.0
Fis-22832,0.82,85279.0
Fis-22832,0.82,85998.0
Fis-22832,0.82,85997.0
Fis-22832,0.82,85278.0
Fis-22832,0.82,85277.0
Fis-22832,0.82,85996.0
Fis-22832,0.82,85995.0
Fis-22832,0.82,85276.0
Fis-22832,0.82,85275.0
Fis-22832,0.82,85994.0
Fis-22832,0.82,85993.0
Fis-22832,0.82,85274.0
Fis-22832,0.82,85273.0
Fis-22832,0.82,85992.0
Fis-22832,0.82,85991.0
Fis-22832,0.82,85272.0
Fis-22832,0.82,85271.0
Fis-22832,0.84,84560.0
Fis-22832,0.84,84559.0
Fis-22832,0.84,83840.0
Fis-22832,0.84,83839.0
Fis-22832,0.84,84558.0
Fis-22832,0.84,84557.0
Fis-22832,0.84,83838.0
Fis-22832,0.84,83837.0
Fis-22832,0.84,84556.0
Fis-22832,0.84,84555.0
Fis-22832,0.84,83836.0
Fis-22832,0.84,83835.0
Fis-22832,0.84,84554.0
Fis-22832,0.84,84553.0
Fis-22832,0.84,83834.0
Fis-22832,0.84,83833.0
Fis-22832,0.84,84552.0
Fis-22832,0.84,84551.0
Fis-22832,0.84,83832.0
Fis-22832,0.84,83831.0
Fis-22832,0.86,83120.0
Fis-22832,0.86,83119.0
Fis-22832,0.86,82400.0
Fis-22832,0.86,82399.0
Fis-22832,0.86,83118.0
Fis-22832,0.86,83117.0
Fis-22832,0.86,82398.0
Fis-22832,0.86,82397.0
Fis-22832,0.86,83116.0
Fis-22832,0.86,83115.0
Fis-22832,0.86,82396.0
Fis-22832,0.86,82395.0
Fis-22832,0.86,83114.0
Fis-22832,0.86,83113.0
Fis-22832,0.86,82394.0
Fis-22832,0.86,82393.0
Fis-22832,0.86,83112.0
Fis-22832,0.86,83111.0
Fis-22832,0.86,82392.0
Fis-22832,0.86,82391.0
Fis-22832,0.88,81680.0
Fis-22832,0.88,81679.0
Fis-22832,0.88,80960.0
Fis-22832,0.88,80959.0
Fis-22832,0.88,81678.0
Fis-22832,0.88,81677.0
Fis-22832,0.88,80958.0
Fis-22832,0.88,80957.0
Fis-22832,0.88,81676.0
Fis-22832,0.88,81675.0
Fis-22832,0.88,80956.0
Fis-22832,0.88,80955.0
Fis-22832,0.88,81674.0
Fis-22832,0.88,81673.0
Fis-22832,0.88,80954.0
Fis-22832,0.88,80953.0
Fis-22832,0.88,81672.0
Fis-22832,0.88,81671.0
Fis-22832,0.88,80952.0
Fis-22832,0.88,80951.0
Fis-22832,0.9,80240.0
Fis-22832,0.9,80239.0
Fis-22832,0.9,79520.0
Fis-22832,0.9,79519.0
Fis-22832,0.9,80238.0
Fis-22832,0.9,80237.0
Fis-22832,0.9,79518.0
Fis-22832,0.9,79517.0
Fis-22832,0.9,80236.0
Fis-22832,0.9,80235.0
Fis-22832,0.9,79516.0
Fis-22832,0.9,79515.0
Fis-22832,0.9,80234.0
Fis-22832,0.9,80233.0
Fis-22832,0.9,79514.0
Fis-22832,0.9,79513.0
Fis-22832,0.91,80232.0
Fis-22832,0.91,80231.0
Fis-22832,0.91,79512.0
Fis-22832,0.91,79511.0
Fis-22832,0.82,85990.0
Fis-22832,0.82,85989.0
Fis-22832,0.82,85270.0
Fis-22832,0.82,85269.0
Fis-22832,0.82,85988.0
Fis-22832,0.82,85987.0
Fis-22832,0.82,85268.0
Fis-22832,0.82,85267.0
Fis-22832,0.82,85986.0
Fis-22832,0.82,85985.0
Fis-22832,0.82,85266.0
Fis-22832,0.82,85265.0
Fis-22832,0.82,85984.0
Fis-22832,0.82,85983.0
Fis-22832,0.82,85264.0
Fis-22832,0.82,85263.0
Fis-22832,0.82,85982.0
Fis-22832,0.82,85981.0
Fis-22832,0.82,85262.0
Fis-22832,0.82,85261.0
Fis-22832,0.84,84550.0
Fis-22832,0.84,84549.0
Fis-22832,0.84,83830.0
Fis-22832,0.84,83829.0
Fis-22832,0.84,84548.0
Fis-22832,0.84,84547.0
Fis-22832,0.84,83828.0
Fis-22832,0.84,83827.0
Fis-22832,0.84,84546.0
Fis-22832,0.84,84545.0
Fis-22832,0.84,83826.0
Fis-22832,0.84,83825.0
Fis-22832,0.85,84544.0
Fis-22832,0.85,84543.0
Fis-22832,0.85,83824.0
Fis-22832,0.85,83823.0
Fis-22832,0.85,84542.0
Fis-22832,0.85,84541.0
Fis-22832,0.85,83822.0
Fis-22832,0.85,83821.0
Fis-22832,0.86,83110.0
Fis-22832,0.86,83109.0
Fis-22832,0.86,82390.0
Fis-22832,0.86,82389.0
Fis-22832,0.87,83108.0
Fis-22832,0.87,83107.0
Fis-22832,0.87,82388.0
Fis-22832,0.87,82387.0
Fis-22832,0.87,83106.0
Fis-22832,0.87,83105.0
Fis-22832,0.87,82386.0
Fis-22832,0.87,82385.0
Fis-22832,0.87,83104.0
Fis-22832,0.87,83103.0
Fis-22832,0.87,82384.0
Fis-22832,0.87,82383.0
Fis-22832,0.87,83102.0
Fis-22832,0.87,83101.0
Fis-22832,0.87,82382.0
Fis-22832,0.87,82381.0
Fis-22832,0.89,81670.0
Fis-22832,0.89,81669.0
Fis-22832,0.89,80950.0
Fis-22832,0.89,80949.0
Fis-22832,0.89,81668.0
Fis-22832,0.89,81667.0
Fis-22832,0.89,80948.0
Fis-22832,0.89,80947.0
Fis-22832,0.89,81666.0
Fis-22832,0.89,81665.0
Fis-22832,0.89,80946.0
Fis-22832,0.89,80945.0
Fis-22832,0.89,81664.0
Fis-22832,0.89,81663.0
Fis-22832,0.89,80944.0
Fis-22832,0.89,80943.0
Fis-22832,0.9,81662.0
Fis-22832,0.9,81661.0
Fis-22832,0.9,80942.0
Fis-22832,0.9,80941.0
Fis-22832,0.91,80230.0
Fis-22832,0.91,80229.0
Fis-22832,0.91,79510.0
Fis-22832,0.91,79509.0
Fis-22832,0.91,80228.0
Fis-22832,0.91,80227.0
Fis-22832,0.91,79508.0
Fis-22832,0.91,79507.0
Fis-22832,0.91,80226.0
Fis-22832,0.91,80225.0
Fis-22832,0.91,79506.0
Fis-22832,0.91,79505.0
Fis-22832,0.92,80224.0
Fis-22832,0.92,80223.0
Fis-22832,0.92,79504.0
Fis-22832,0.92,79503.0
Fis-22832,0.92,80222.0
Fis-22832,0.92,80221.0
Fis-22832,0.92,79502.0
Fis-22832,0.92,79501.0
Fis-22832,0.93,78800.0
Fis-22832,0.93,78799.0
Fis-22832,0.93,78080.0
Fis-22832,0.93,78079.0
Fis-22832,0.93,78798.0
Fis-22832,0.93,78797.0
Fis-22832,0.93,78078.0
Fis-22832,0.93,78077.0
Fis-22832,0.93,78796.0
Fis-22832,0.93,78795.0
Fis-22832,0.93,78076.0
Fis-22832,0.93,78075.0
Fis-22832,0.93,78794.0
Fis-22832,0.93,78793.0
Fis-22832,0.93,78074.0
Fis-22832,0.93,78073.0
Fis-22832,0.93,78792.0
Fis-22832,0.93,78791.0
Fis-22832,0.93,78072.0
Fis-22832,0.93,78071.0
Fis-22832,0.95,77360.0
Fis-22832,0.95,77359.0
Fis-22832,0.95,76640.0
Fis-22832,0.95,76639.0
Fis-22832,0.95,77358.0
Fis-22832,0.95,77357.0
Fis-22832,0.95,76638.0
Fis-22832,0.95,76637.0
Fis-22832,0.95,77356.0
Fis-22832,0.95,77355.0
Fis-22832,0.95,76636.0
Fis-22832,0.95,76635.0
Fis-22832,0.95,77354.0
Fis-22832,0.95,77353.0
Fis-22832,0.95,76634.0
Fis-22832,0.95,76633.0
Fis-22832,0.95,77352.0
Fis-22832,0.95,77351.0
Fis-22832,0.95,76632.0
Fis-22832,0.95,76631.0
Fis-22832,0.97,75920.0
Fis-22832,0.97,75919.0
Fis-22832,0.97,75200.0
Fis-22832,0.97,75199.0
Fis-22832,0.97,75918.0
Fis-22832,0.97,75917.0
Fis-22832,0.97,75198.0
Fis-22832,0.97,75197.0
Fis-22832,0.97,75916.0
Fis-22832,0.97,75915.0
Fis-22832,0.97,75196.0
Fis-22832,0.97,75195.0
Fis-22832,0.97,75914.0
Fis-22832,0.97,75913.0
Fis-22832,0.97,75194.0
Fis-22832,0.97,75193.0
Fis-22832,0.98,75912.0
Fis-22832,0.98,75911.0
Fis-22832,0.98,75192.0
Fis-22832,0.98,75191.0
Fis-22832,0.99,74480.0
Fis-22832,0.99,74479.0
Fis-22832,0.99,73760.0
Fis-22832,0.99,73759.0
Fis-22832,0.99,74478.0
Fis-22832,0.99,74477.0
Fis-22832,0.99,73758.0
Fis-22832,0.99,73757.0
Fis-22832,0.99,74476.0
Fis-22832,0.99,74475.0
Fis-22832,0.99,73756.0
Fis-22832,0.99,73755.0
Fis-22832,0.99,74474.0
Fis-22832,0.99,74473.0
Fis-22832,0.99,73754.0
Fis-22832,0.99,73753.0
Fis-22832,0.99,74472.0
Fis-22832,0.99,74471.0
Fis-22832,0.99,73752.0
Fis-22832,0.99,73751.0
Fis-22832,1,73040.0
Fis-22832,1,73039.0
Fis-22832,1,72320.0
Fis-22832,1,72319.0
Fis-22832,1,73038.0
Fis-22832,1,73037.0
Fis-22832,1,72318.0
Fis-22832,1,72317.0
Fis-22832,1,73036.0
Fis-22832,1,73035.0
Fis-22832,1,72316.0
Fis-22832,1,72315.0
Fis-22832,1,73034.0
Fis-22832,1,73033.0
Fis-22832,1,72314.0
Fis-22832,1,72313.0
Fis-22832,1,73032.0
Fis-22832,1,73031.0
Fis-22832,1,72312.0
Fis-22832,1,72311.0
Fis-22832,0.93,78790.0
Fis-22832,0.93,78789.0
Fis-22832,0.94,78070.0
Fis-22832,0.93,78069.0
Fis-22832,0.94,78788.0
Fis-22832,0.94,78787.0
Fis-22832,0.94,78068.0
Fis-22832,0.94,78067.0
Fis-22832,0.94,78786.0
Fis-22832,0.94,78785.0
Fis-22832,0.94,78066.0
Fis-22832,0.94,78065.0
Fis-22832,0.94,78784.0
Fis-22832,0.94,78783.0
Fis-22832,0.94,78064.0
Fis-22832,0.94,78063.0
Fis-22832,0.94,78782.0
Fis-22832,0.94,78781.0
Fis-22832,0.94,78062.0
Fis-22832,0.94,78061.0
Fis-22832,0.96,77350.0
Fis-22832,0.96,77349.0
Fis-22832,0.96,76630.0
Fis-22832,0.96,76629.0
Fis-22832,0.96,77348.0
Fis-22832,0.96,77347.0
Fis-22832,0.96,76628.0
Fis-22832,0.96,76627.0
Fis-22832,0.96,77346.0
Fis-22832,0.96,77345.0
Fis-22832,0.96,76626.0
Fis-22832,0.96,76625.0
Fis-22832,0.97,77344.0
Fis-22832,0.97,77343.0
Fis-22832,0.97,76624.0
Fis-22832,0.97,76623.0
Fis-22832,0.97,77342.0
Fis-22832,0.97,77341.0
Fis-22832,0.97,76622.0
Fis-22832,0.97,76621.0
Fis-22832,0.98,75910.0
Fis-22832,0.99,75909.0
Fis-22832,1,75190.0
Fis-22832,1,75189.0
Fis-22832,0.99,75908.0
Fis-22832,0.99,75907.0
Fis-22832,0.99,75188.0
Fis-22832,0.99,75187.0
Fis-22832,0.99,75906.0
Fis-22832,0.99,75905.0
Fis-22832,0.99,75186.0
Fis-22832,0.99,75185.0
Fis-22832,0.99,75904.0
Fis-22832,0.99,75903.0
Fis-22832,0.99,75184.0
Fis-22832,0.99,75183.0
Fis-22832,0.99,75902.0
Fis-22832,0.99,75901.0
Fis-22832,0.99,75182.0
Fis-22832,0.99,75181.0
Fis-22832,1,74470.0
Fis-22832,1,74469.0
Fis-22832,1,73750.0
Fis-22832,1,73749.0
Fis-22832,1,74468.0
Fis-22832,1,74467.0
Fis-22832,1,73748.0
Fis-22832,1,73747.0
Fis-22832,1,74466.0
Fis-22832,1,74465.0
Fis-22832,1,73746.0
Fis-22832,1,73745.0
Fis-22832,1,74464.0
Fis-22832,1,74463.0
Fis-22832,1,73744.0
Fis-22832,1,73743.0
Fis-22832,1,74462.0
Fis-22832,1,74461.0
Fis-22832,1,73742.0
Fis-22832,1,73741.0
Fis-22832,1,73030.0
Fis-22832,1,73029.0
Fis-22832,1,72310.0
Fis-22832,1,72309.0
Fis-22832,1,73028.0
Fis-22832,1,73027.0
Fis-22832,1,72308.0
Fis-22832,1,72307.0
Fis-22832,1,73026.0
Fis-22832,1,73025.0
Fis-22832,1,72306.0
Fis-22832,1,72305.0
Fis-22832,1,73024.0
Fis-22832,1,73023.0
Fis-22832,1,72304.0
Fis-22832,1,72303.0
Fis-22832,1,73022.0
Fis-22832,1,73021.0
Fis-22832,1,72302.0
Fis-22832,1,72301.0
Fis-22832,0.82,85980.0
Fis-22832,0.82,85979.0
Fis-22832,0.82,85260.0
Fis-22832,0.82,85259.0
Fis-22832,0.81,85978.0
Fis-22832,0.81,85977.0
Fis-22832,0.81,85258.0
Fis-22832,0.81,85257.0
Fis-22832,0.81,85976.0
Fis-22832,0.81,85975.0
Fis-22832,0.81,85256.0
Fis-22832,0.81,85255.0
Fis-22832,0.81,85974.0
Fis-22832,0.81,85973.0
Fis-22832,0.81,85254.0
Fis-22832,0.81,85253.0
Fis-22832,0.81,85972.0
Fis-22832,0.81,85971.0
Fis-22832,0.81,85252.0
Fis-22832,0.81,85251.0
Fis-22832,0.84,84540.0
Fis-22832,0.84,84539.0
Fis-22832,0.84,83820.0
Fis-22832,0.84,83819.0
Fis-22832,0.84,84538.0
Fis-22832,0.84,84537.0
Fis-22832,0.84,83818.0
Fis-22832,0.84,83817.0
Fis-22832,0.84,84536.0
Fis-22832,0.84,84535.0
Fis-22832,0.84,83816.0
Fis-22832,0.84,83815.0
Fis-22832,0.84,84534.0
Fis-22832,0.84,84533.0
Fis-22832,0.84,83814.0
Fis-22832,0.84,83813.0
Fis-22832,0.84,84532.0
Fis-22832,0.84,84531.0
Fis-22832,0.84,83812.0
Fis-22832,0.84,83811.0
Fis-22832,0.87,83100.0
Fis-22832,0.87,83099.0
Fis-22832,0.87,82380.0
Fis-22832,0.87,82379.0
Fis-22832,0.87,83098.0
Fis-22832,0.87,83097.0
Fis-22832,0.87,82378.0
Fis-22832,0.87,82377.0
Fis-22832,0.87,83096.0
Fis-22832,0.87,83095.0
Fis-22832,0.87,82376.0
Fis-22832,0.87,82375.0
Fis-22832,0.87,83094.0
Fis-22832,0.87,83093.0
Fis-22832,0.87,82374.0
Fis-22832,0.87,82373.0
Fis-22832,0.87,83092.0
Fis-22832,0.87,83091.0
Fis-22832,0.87,82372.0
Fis-22832,0.87,82371.0
Fis-22832,0.9,81660.0
Fis-22832,0.9,81659.0
Fis-22832,0.9,80940.0
Fis-22832,0.9,80939.0
Fis-22832,0.9,81658.0
