"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","total_area","log_total_area"
"117",117,117,"URM-Cn-4850",133025,"Acropora vaughani",NA,NA,"CORAL1","VU","Decreasing",10208293.1409568,22542926.1010936,37.3984771573604,5.44416243654822,57.1573604060914,87.292654028436,"AM",23801164.5462942,16.9852450679612
"118",118,118,"URM-Cn-4851",133532,"Acropora verweyi",NA,NA,"CORAL1","VU","Decreasing",10861080.1204841,22347501.0388978,35.9249660619524,8.61409354560039,55.4609403924472,80.6594624549737,"AM",24413524.8353847,17.01064783323
"119",119,119,"URM-Cn-5931",132947,"Echinophyllia echinoporoides",NA,NA,"CORAL2","LC","Unknown",4867717.08839821,12366192.8522239,26.6116439884006,9.3018068257863,64.0865491858131,74.0993788819876,"AM",13612702.8457886,16.4265139475477
"120",120,120,"URM-Cn-5934",133609,"Echinophyllia orpheensis",NA,NA,"CORAL2","LC","Unknown",6312522.02987927,18108370.9956415,27.6733533407045,5.25983256989417,67.0668140894014,84.0287769784173,"AM",19103396.7226721,16.7653767160888
"121",121,121,"URM-Cn-5939",133559,"Mycedium elephantotus",NA,NA,"CORAL2","LC","Unknown",7466837.50612262,26561881.9866913,24.0985048372911,3.06728232189974,72.8342128408091,88.7090246863618,"AM",27378787.9470366,17.1252791090228
"122",122,122,"URM-Cn-5947",133192,"Oxypora glabra",NA,NA,"CORAL2","LC","Unknown",3013632.23971348,15336286.7304632,16.9635941130906,2.03330751355538,81.003098373354,89.2966360856269,"AM",15659248.6132665,16.5665722661029
"123",123,123,"URM-Cn-5948",133442,"Oxypora lacera",NA,NA,"CORAL2","LC","Unknown",9151697.21847939,25036069.6847965,30.677887940973,4.18492045192529,65.1371916071017,87.9960317460317,"AM",26105835.661626,17.0776694358688
"124",124,124,"URM-Cn-4830",133320,"Acropora solitaryensis",NA,NA,"CORAL1","VU","Decreasing",7158293.23708481,17527888.4709084,33.845399575094,5.18058506291878,60.9740153619873,86.7252931323283,"AM",18461011.3837806,16.731171573392
"125",125,125,"URM-Cn-5950",132956,"Pectinia alcicornis",NA,NA,"CORAL2","VU","Unknown",6433271.42133984,16673190.2351464,27.6642091152815,8.00938337801609,64.3264075067024,77.5481446688586,"AM",18100166.3502497,16.7114316868154
"126",126,126,"URM-Cn-5953",132928,"Pectinia lactuca",NA,NA,"CORAL2","VU","Unknown",8194188.14681488,21724324.6555851,31.8012256861178,4.27657873701039,63.9221955768718,88.1462333825702,"AM",22669311.4180564,16.936522647874
"127",127,127,"URM-Cn-5954",133272,"Pectinia paeonia",NA,NA,"CORAL2","NT","Unknown",7573707.09239333,19981769.0088066,32.930029154519,3.61516034985423,63.4548104956268,90.1076984443558,"AM",20706222.7141756,16.8459448272716
"128",128,128,"URM-Cn-5974",132958,"Pocillopora capitata",NA,NA,"CORAL2","LC","Unknown",3655364.96256691,6824441.07830076,8.08206403481505,29.3441094187131,62.5738265464719,21.5946843853821,"AM",9694174.19795821,16.0870356648937
"129",129,129,"URM-Cn-5975",133222,"Pocillopora damicornis",NA,NA,"CORAL2","LC","Unknown",11437974.6905335,30133339.8402314,23.8877970341254,10.3358942290513,65.7763087368233,69.799008091882,"AM",33522223.645841,17.327719169261
"130",130,130,"URM-Cn-5977",133099,"Pocillopora elegans",NA,NA,"CORAL2","VU","Unknown",9196078.62820758,14203325.6380213,26.0486371796964,23.6167781948751,50.3345846254284,52.448241866579,"AM",18527342.3348135,16.7347581629786
"131",131,131,"URM-Cn-5978",133407,"Pocillopora eydouxi",NA,NA,"CORAL2","NT","Unknown",15654252.3190132,29149781.8822881,38.9937691806938,9.82981493536687,51.1764158839394,79.8666666666667,"AM",32175521.1552509,17.2867165088367
"132",132,132,"URM-Cn-5981",133309,"Pocillopora inflata",NA,NA,"CORAL2","VU","Unknown",593710.217056095,620392.346140874,19.76401179941,38.9380530973451,41.2979351032448,33.6683417085427,"AM",1014744.19107095,13.830147110192
"133",133,133,"URM-Cn-5982",132875,"Pocillopora kelleheri",NA,NA,"CORAL2","LC","Stable",5705320.30969178,4722240.00047086,25.1730418943534,43.2786885245902,31.5482695810565,44.3802183686577,"IUCN",8328947.98651716,15.9352477140327
"134",134,134,"URM-Cn-5983",133095,"Pocillopora meandrina",NA,NA,"CORAL2","LC","Unknown",10022743.4854192,22057058.504554,35.4007146503318,6.9806023481368,57.6186830015314,83.5290575127974,"AM",23663670.6832895,16.9794515474773
"135",135,135,"URM-Cn-5984",133197,"Pocillopora verrucosa",NA,NA,"CORAL2","LC","Unknown",14426822.2113583,30944152.4570407,38.8424437299035,5.31005971520441,55.8474965548921,87.973366625052,"AM",32628092.3245247,17.3006842030089
"136",136,136,"URM-Cn-5985",132923,"Pocillopora woodjonesi",NA,NA,"CORAL2","LC","Unknown",10184758.8959521,21227719.8017941,39.6577280689934,5.67308988007007,54.6691820509365,87.4851367419738,"AM",22461125.6001208,16.9272966217855
"137",137,137,"URM-Cn-5987",133028,"Seriatopora caliendrum",NA,NA,"CORAL2","NT","Unknown",12350304.5222297,22995348.3056654,41.8027828191168,7.79189352692075,50.4053236539625,84.2888509392535,"AM",24906913.4376838,17.0306559709976
"138",138,138,"URM-Cn-5989",133614,"Seriatopora guttatus",NA,NA,"CORAL2","LC","Unknown",10758165.9341587,12145852.430906,34.5487042001787,28.8829311885612,36.5683646112601,54.4660467737391,"AM",16989550.9405576,16.64810906249
"139",139,139,"URM-Cn-4836",133087,"Acropora subglabra",NA,NA,"CORAL1","LC","Decreasing",9433929.46803078,18836267.387328,42.5619834710744,5.03520048974594,52.4028160391797,89.4212218649518,"AM",19807437.7962506,16.8015680714026
"140",140,140,"URM-Cn-6069",133038,"Porites nigrescens",NA,NA,"CORAL2","VU","Unknown",6418270.7148056,24490364.5665755,22.9234282966703,2.58444524582282,74.4921264575069,89.8680490103676,"AM",25122731.6813407,17.0392836389282
"141",141,141,"URM-Cn-6073",133395,"Porites porites",NA,NA,"CORAL2","LC","Stable",3127166.03098778,4838332.83447952,34.1439205955335,18.9578163771712,46.8982630272953,64.2990654205608,"AM",5943115.87656109,15.5977441121498
"142",142,142,"URM-Cn-4835",133291,"Acropora striata",NA,NA,"CORAL1","VU","Decreasing",7340105.81620528,9964375.7439865,22.0704375667022,29.7118463180363,48.2177161152615,42.6215993404782,"AM",14137531.1578599,16.4643436033199
"143",143,143,"URM-Cn-6020",133607,"Goniopora minor",NA,NA,"CORAL2","NT","Unknown",4759472.70770376,26110488.233829,16.779060464053,1.22299691393302,81.9979426220139,93.2063492063492,"AM",26426249.7446214,17.0898683826277
"144",144,144,"URM-Cn-6030",133668,"Goniopora stokesi",NA,NA,"CORAL2","NT","Unknown",5223584.37807209,23866531.8005961,19.8184756931493,1.65361183637946,78.5279124704712,92.2987840185292,"AM",24254442.9695211,17.0041103738039
"145",145,145,"URM-Cn-6038",133680,"Porites astreoides",NA,NA,"CORAL2","LC","Increasing",5042790.46352951,5719533.97699258,29.6959459459459,34.7635135135135,35.5405405405405,46.0691823899371,"AM",8182652.41824337,15.9175269125281
"146",146,146,"URM-Cn-6055",133504,"Porites furcata",NA,NA,"CORAL2","LC","Stable",2088868.74253638,3489829.86403107,40.3547671840355,12.0473022912047,47.5979305247598,77.0098730606488,"AM",3981247.58835201,15.197105792551
"147",147,147,"URM-Cn-6062",133023,"Porites lichen",NA,NA,"CORAL2","LC","Unknown",5438083.97429726,26676360.0580487,18.3540097474524,1.63934426229508,80.0066459902526,91.8005540166205,"AM",27109277.0732031,17.1153865546937
"148",148,148,"URM-Cn-6063",133216,"Porites lobata",NA,NA,"CORAL2","NT","Unknown",7888315.9540224,29659011.7147812,22.9183032207384,3.00471327572663,74.076983503535,88.4090909090909,"AM",30547815.6823293,17.2348037412656
"149",149,149,"URM-Cn-6064",133082,"Porites lutea",NA,NA,"CORAL2","LC","Unknown",6520698.30321185,29700828.3549168,20.5294705294705,0.979020979020979,78.4915084915085,95.4482117974919,"AM",29991100.2899253,17.2164112386125
"150",150,150,"URM-Cn-5823",133458,"Hydnophora microconos",NA,NA,"CORAL2","NT","Unknown",10174024.1477492,27483205.6866214,30.813527379332,4.44979583289708,64.7366767877709,87.3812351543943,"AM",28732404.3155289,17.1735361140369
"151",151,151,"URM-Cn-5824",132895,"Hydnophora pilosa",NA,NA,"CORAL2","LC","Unknown",4108156.65462172,15742068.16768,23.1624575951753,2.43120995099887,74.4063324538259,90.500736377025,"AM",16119308.9083829,16.5955284224353
"152",152,152,"URM-Cn-5825",132881,"Hydnophora rigida",NA,NA,"CORAL2","LC","Unknown",7263151.34415824,22031317.9196573,28.9884046381447,2.97214447554312,68.0394508863122,90.7005838198499,"AM",22684986.1389907,16.9372138600591
"153",153,153,"URM-Cn-5826",133337,"Merulina ampliata",NA,NA,"CORAL2","LC","Unknown",13029546.0994865,25939810.1151142,38.0134428678118,8.1190654006188,53.8674917315694,82.4005550416281,"AM",28177153.7587721,17.154022057161
"154",154,154,"URM-Cn-5827",133024,"Merulina scabricula",NA,NA,"CORAL2","LC","Unknown",5095809.64935907,21899232.751361,21.0020311442112,1.7603249830738,77.237643872715,92.266508030934,"AM",22285846.9299149,16.9194623681241
"155",155,155,"URM-Cn-5830",133473,"Scapophyllia cylindrica",NA,NA,"CORAL2","LC","Unknown",7317946.97328724,19196517.17007,33.3130236100533,3.5034272658035,63.1835491241432,90.4840711625983,"AM",19871230.7796937,16.8047835542148
"156",156,156,"URM-Cn-5845",133411,"Acanthastrea bowerbanki",NA,NA,"CORAL2","VU","Unknown",9417599.38375158,17153925.5384234,41.2369477911647,8.8995983935743,49.863453815261,82.2492790772188,"AM",18781909.5384533,16.7484047059393
"157",157,157,"URM-Cn-5846",133246,"Acanthastrea echinata",NA,NA,"CORAL2","LC","Unknown",14854523.7026646,27657503.0787715,41.256721768572,8.30511850229038,50.4381597291376,83.2429174201326,"AM",30054526.2525756,17.2185238316486
"158",158,158,"URM-Cn-5847",133624,"Acanthastrea faviaformis",NA,NA,"CORAL2","VU","Unknown",5828977.7067741,9541404.94181734,29.2157867760123,20.041004613019,50.7432086109687,59.3132154006244,"AM",11875131.9707693,16.2899570211512
"159",159,159,"URM-Cn-5848",133642,"Acanthastrea hemprichii",NA,NA,"CORAL2","VU","Unknown",11131015.0507185,16447891.7519471,38.9090909090909,17.2878787878788,43.8030303030303,69.2369911027231,"AM",19828309.6404685,16.8026212543245
"160",160,160,"URM-Cn-5849",133106,"Acanthastrea hillae",NA,NA,"CORAL2","NT","Unknown",9480207.30152486,22104091.2482947,35.1918619624002,5.35668297707958,59.4514550605202,86.7894569704668,"AM",23324266.5205296,16.9650048581381
"161",161,161,"URM-Cn-5850",133376,"Acanthastrea ishigakiensis",NA,NA,"CORAL2","VU","Unknown",12714425.8808704,18742874.9184448,31.2972292191436,21.8136020151134,46.8891687657431,58.9281479724923,"AM",23907287.6302844,16.9896938921918
"162",162,162,"URM-Cn-5851",133366,"Acanthastrea lordhowensis",NA,NA,"CORAL2","NT","Unknown",11766247.684898,16785640.3771204,41.05871886121,17.2449584816133,41.6963226571768,70.4221770091556,"AM",20216612.9834056,16.8220152492864
"163",163,163,"URM-Cn-5854",133326,"Acanthastrea regularis",NA,NA,"CORAL2","VU","Unknown",7794117.27517456,10662949.6349357,35.8232391206819,21.7362045760431,42.440556303275,62.2369446609509,"AM",13560351.3127283,16.4226607481592
"164",164,164,"SLB-62731",133386,"Acanthastrea rotundoflora",NA,NA,"CORAL2","NT","Unknown",11539755.6989953,15404518.8637101,35.7598784194529,22.355623100304,41.8844984802432,61.5324267782427,"AM",19792951.226585,16.8008364336249
"165",165,165,"URM-Cn-5858",133573,"Australomussa rowleyensis",NA,NA,"CORAL2","NT","Unknown",8629745.18296095,12456336.2818934,42.8394807335669,15.7016278590563,41.4588914073769,73.1784582893347,"AM",14731055.8585612,16.5054684666955
"166",166,166,"URM-Cn-5859",133528,"Blastomussa merleti",NA,NA,"CORAL2","LC","Unknown",12718801.659291,19515279.0636185,47.056401811445,10.9784547824894,41.9651434060656,81.0829983447624,"AM",21896000.5326924,16.9018145540309
"167",167,167,"URM-Cn-5860",133253,"Blastomussa wellsi",NA,NA,"CORAL2","NT","Unknown",12544587.1876915,18263171.564387,40.1974225390732,17.0688236907047,42.7337537702221,70.1939190806799,"AM",21946089.0761282,16.9040995074023
"168",168,168,"URM-Cn-5861",133413,"Cynarina lacrymalis",NA,NA,"CORAL2","NT","Unknown",13427074.9941206,23236620.0081175,42.148277875073,10.0758902510216,47.7758318739054,80.7064609881511,"AM",25751542.9625509,17.0640051041546
"169",169,169,"URM-Cn-5864",133591,"Isophyllia sinuosa",NA,NA,"CORAL2","LC","Stable",1332852.0845655,3342354.0998908,33.0557868442964,5.07910074937552,61.8651124063281,86.6812227074236,"AM",3513005.41370689,15.0719824722963
"170",170,170,"URM-Cn-5865",133551,"Lobophyllia corymbosa",NA,NA,"CORAL2","LC","Unknown",12939380.0422632,26113365.2424289,38.348271446863,7.53307725138711,54.1186513017499,83.5813953488372,"AM",28174473.3179599,17.1539269244753
"171",171,171,"URM-Cn-5867",133565,"Lobophyllia dentatus",NA,NA,"CORAL2","VU","Unknown",4818704.0740074,9443641.1935398,38.3194278903457,8.373063170441,53.3075089392133,82.0676451818762,"AM",10302758.6779609,16.1479222501508
"172",172,172,"URM-Cn-5868",133619,"Lobophyllia diminuta",NA,NA,"CORAL2","VU","Unknown",9457666.65660734,13125457.7264142,29.3166405842462,24.7435228655886,45.9398365501652,54.22965583789,"AM",17459924.095794,16.6754187610463
"173",173,173,"URM-Cn-5869",133032,"Lobophyllia flabelliformis",NA,NA,"CORAL2","VU","Unknown",8911330.09799448,10175801.6951171,41.8815015829941,24.5137946630484,33.6047037539575,63.0790190735695,"AM",13426773.0927958,16.4127612635895
"174",174,174,"URM-Cn-5870",133304,"Lobophyllia hataii",NA,NA,"CORAL2","LC","Unknown",13021448.2116859,21851649.6892434,41.480122324159,11.3761467889908,47.1437308868502,78.4772043508447,"AM",24586942.8689674,17.017726082306
"175",175,175,"URM-Cn-5871",133419,"Lobophyllia hemprichii",NA,NA,"CORAL2","LC","Unknown",12080970.9791695,26840484.3178787,34.8791162984577,7.09670696123385,58.0241767403085,83.0933465739821,"AM",28813935.718522,17.1763697071898
"176",176,176,"URM-Cn-5872",133152,"Lobophyllia pachysepta",NA,NA,"CORAL2","NT","Unknown",9965626.16712258,17921326.6810789,40.771349862259,9.64187327823691,49.5867768595041,80.8743169398907,"AM",19791902.5664468,16.8007834507267
"177",177,177,"URM-Cn-5873",133076,"Lobophyllia robusta",NA,NA,"CORAL2","LC","Unknown",10459337.104032,16670273.0451096,33.8940160762132,17.7433760047633,48.3626079190235,65.6385125396368,"AM",20217913.7465247,16.8220795885146
"178",178,178,"URM-Cn-5877",133457,"Mussa angulosa",NA,NA,"CORAL2","LC","Stable",1764054.62130607,3313540.18772692,43.424317617866,6.61703887510339,49.9586435070306,86.7768595041322,"AM",3543349.30165493,15.0805829682217
"179",179,179,"URM-Cn-4823",132998,"Acropora samoensis",NA,NA,"CORAL1","LC","Decreasing",12305419.0276992,26190283.5915831,34.062598136711,8.88726054642521,57.0501413168638,79.3078235437485,"AM",28671740.7367154,17.1714225523301
"180",180,180,"URM-Cn-5881",133047,"Mycetophyllia aliciae",NA,NA,"CORAL2","LC","Stable",1435413.75378659,3275070.31159101,40.7732864674868,2.02108963093146,57.2056239015817,95.2772073921971,"AM",3343527.54316448,15.0225369582662
"181",181,181,"URM-Cn-5883",133356,"Mycetophyllia ferox",NA,NA,"CORAL2","VU","Unknown",1289761.63009311,3275070.31159101,36.3796133567663,2.02108963093146,61.5992970123023,94.7368421052632,"AM",3343527.54316448,15.0225369582662
"182",182,182,"URM-Cn-5884",133062,"Mycetophyllia lamarckiana",NA,NA,"CORAL2","LC","Unknown",2179108.48101284,3298520.80201235,43.9754412893323,13.8142747505756,42.2102839600921,76.0956175298805,"AM",3798615.83559613,15.1501473045496
"183",183,183,"URM-Cn-5886",133566,"Scolymia australis",NA,NA,"CORAL2","LC","Unknown",5780300.57329402,11362532.5387797,25.2483801295896,17.5809935205184,57.170626349892,58.9510842158346,"AM",13761397.4623022,16.437377945073
"184",184,184,"URM-Cn-5887",133053,"Scolymia cubensis",NA,NA,"CORAL2","LC","Unknown",2451273.87854336,4287823.87389489,47.1456061577935,6.35022450288647,46.5041693393201,88.1294964028777,"AM",4580257.25779428,15.337265724337
"185",185,185,"URM-Cn-5888",132874,"Scolymia lacera",NA,NA,"CORAL2","LC","Unknown",3767904.09970524,3298520.80201235,25,45.2729044834308,29.7270955165692,45.6812110418522,"IUCN",5563027.51180412,15.531653034543
"186",186,186,"URM-Cn-5889",133157,"Scolymia vitiensis",NA,NA,"CORAL2","NT","Unknown",12339390.5401951,20842368.7740978,33.5645612754046,16.1372763782402,50.2981623463551,67.5318315377081,"AM",24796211.5136647,17.0262014379202
"187",187,187,"URM-Cn-4824",133271,"Acropora sarmentosa",NA,NA,"CORAL1","LC","Decreasing",8638894.11645783,19918461.8494943,34.4822674832645,6.2384275744196,59.2793049423159,84.6799580272823,"AM",21214163.5861986,16.8701796102556
"188",188,188,"URM-Cn-5891",133474,"Symphyllia agaricia",NA,NA,"CORAL2","LC","Unknown",13300906.8968939,23483555.9553969,42.838785046729,8.83177570093458,48.3294392523364,82.9075288265883,"AM",25723826.0582347,17.0629282043665
"189",189,189,"URM-Cn-5893",133126,"Symphyllia hassi",NA,NA,"CORAL2","VU","Unknown",5022447.58276067,11811907.8565422,28.9590643274854,9.47368421052632,61.5672514619883,75.3499695678637,"AM",13030154.1938969,16.3827767827913
"190",190,190,"URM-Cn-5894",132900,"Symphyllia radians",NA,NA,"CORAL2","LC","Unknown",13214202.2840842,22129759.9788702,43.0120628731571,10.5763372730596,46.4115998537834,80.2637562528422,"AM",24683645.8657825,17.0216514716091
"191",191,191,"URM-Cn-5895",133606,"Symphyllia recta",NA,NA,"CORAL2","LC","Unknown",12489044.3595908,23821066.4981172,41.820969453945,7.01733695011204,51.1616935959429,85.6314899782661,"AM",25570655.7604586,17.056955992635
"192",192,192,"URM-Cn-5896",133127,"Symphyllia valenciennesii",NA,NA,"CORAL2","LC","Unknown",13756292.4330492,25123314.1911291,41.2284529783984,9.01156447741654,49.759982544185,82.0629750271444,"AM",27479637.6455778,17.1289558391171
"193",193,193,"URM-Cn-5897",133340,"Symphyllia wilsoni",NA,NA,"CORAL2","LC","Unknown",631468.506523265,1292066.71773432,47.0119521912351,2.19123505976096,50.796812749004,95.5465587044534,"AM",1319139.85285455,14.0924904555363
"194",194,194,"URM-Cn-5901",133109,"Galaxea acrhelia",NA,NA,"CORAL2","VU","Unknown",7208015.9831219,8077471.86941933,34.4762925261184,28.957942673453,36.5657648004286,54.3496621621622,"AM",11360931.6420896,16.2456909786419
"195",195,195,"URM-Cn-5903",133354,"Galaxea astreata",NA,NA,"CORAL2","VU","Unknown",8686896.88195393,24943243.9178515,30.4839650145773,3.46355685131195,66.0524781341108,89.7973205084164,"AM",25798508.0747333,17.0658272216591
"196",196,196,"URM-Cn-4809",133647,"Acropora polystoma",NA,NA,"CORAL1","VU","Decreasing",10111223.4252133,20654036.2430586,34.984067976633,9.33351035581519,55.6824216675518,78.93948472139,"AM",22769613.6597948,16.940937470825
"197",197,197,"URM-Cn-5746",133597,"Cantharellus doederleini",NA,NA,"CORAL2","LC","Unknown",1942158.43100931,1324866.93612223,21.4050493962678,50.6037321624588,27.9912184412733,43.3333333333333,"IUCN",2686607.32330807,14.803789737472
"198",198,198,"URM-Cn-5749",133083,"Ctenactis albitentaculata",NA,NA,"CORAL2","NT","Unknown",6795109.38983361,13341306.5310649,31.6269841269841,12.8373015873016,55.5357142857143,71.1289602855868,"AM",15287897.9240879,16.542572088015
"199",199,199,"URM-Cn-5750",133110,"Ctenactis crassa",NA,NA,"CORAL2","LC","Unknown",7278445.49950172,19599768.0999368,31.66567695962,3.99346793349169,64.3408551068884,88.8009991673605,"AM",20383481.4734302,16.8302353991101
"200",200,200,"URM-Cn-5751",133148,"Ctenactis echinata",NA,NA,"CORAL2","LC","Unknown",10081490.2434578,22263370.7651935,38.8888888888889,4.28348909657321,56.8276220145379,90.0781719783524,"AM",23233757.2070465,16.961116831102
