iucn_sid,cellarea_tot,ocean_range,marine_range,mpa2015,pct2015,cat2015,speciesid
192366,388294.04,328502.1,316151.65208,13.057308,4.13007742141924e-05,0-2%,iucn192366
192367,32733835.47,29780277.36,29416666.07508,477587.08276,0.0162352552645176,0-2%,iucn192367
192368,2967.57,2433.41,2359.811664,0,0,gap,iucn192368
192369,266070.24,222394.4,217194.269052,1074.779692,0.00494847169168483,0-2%,iucn192369
192370,3030594.64,2687322.43,2664268.19948,54903.736916,0.0206074361908144,2-5%,iucn192370
192371,117707.7,107659.25,105151.315032,2.35504,2.23966766300859e-05,0-2%,iucn192371
192372,18528.54,15749.78,15905.4,23.465,0.00147528512329146,0-2%,iucn192372
192373,1005142.63,831851.93,805307.259716,967.325264,0.00120118781040312,0-2%,iucn192373
192374,14895677.01,13200744.58,12983995.760624,118392.475216,0.0091183390228025,0-2%,iucn192374
192375,1461676.8,1272163.67,1241558.071632,2022.823176,0.00162926183013014,0-2%,iucn192375
192376,1893339.36,1663390.07,1624179.729652,8025.7625,0.00494142511045844,0-2%,iucn192376
192377,259546.83,238971.77,237605.432112,23368.819972,0.098351370860009,5-10%,iucn192377
192378,32547193.54,29617989.55,29255558.450496,481631.3941,0.0164629020811542,0-2%,iucn192378
192379,35341.37,35017.63,34730.549624,63.540752,0.00182953488176562,0-2%,iucn192379
192380,17386444.53,15433401.3,15176949.544876,416966.2489,0.0274736532309798,2-5%,iucn192380
192381,2959.91,2871.11,2731.404948,0,0,gap,iucn192381
192382,269261.21,231633.81,229618.141,13313.251724,0.0579799647624532,5-10%,iucn192382
192383,22460041.87,20462530.62,20214398.685912,486976.56174,0.0240905786665516,2-5%,iucn192383
192384,259373.77,228238.55,224729.373272,2343.448796,0.010427870473183,0-2%,iucn192384
192385,313860.43,297875.78,294922.521152,418.285868,0.00141829069670953,0-2%,iucn192385
192386,30719169.27,28170813.89,27839873.204708,472607.501512,0.0169759214791279,0-2%,iucn192386
192387,506702.21,483286.18,478841.856328,601.683008,0.00125653804079286,0-2%,iucn192387
192388,39312.57,39161.25,39221.7813,1617.146152,0.041230818652288,2-5%,iucn192388
192389,331252.03,249091.18,244393.040088,1.210516,4.95315251025202e-06,0-2%,iucn192389
192390,2614804.6,2121125.2,2077269.176648,32450.00388,0.0156214727704973,0-2%,iucn192390
192391,2393628.06,2089846.05,2042362.655292,10189.665404,0.00498915575918772,0-2%,iucn192391
192392,6448356.07,5816478.7,5723955.988884,291603.69778,0.050944433945037,5-10%,iucn192392
192393,8238939.53,7453192.2,7342838.092548,318115.149432,0.04332318722305,2-5%,iucn192393
192394,650187.88,512821.51,503548.465412,12.847436,2.55138023099491e-05,0-2%,iucn192394
192395,63720.66,55309.27,54191.727916,202.889984,0.00374392904235292,0-2%,iucn192395
192396,462182.68,393678.34,378697.85432,2680.277816,0.0070776155328706,0-2%,iucn192396
192397,50423.98,44898.43,43302.885364,9928.389164,0.229277773999189,>10%,iucn192397
192398,1017516.68,839092.02,812605.016056,911.4086,0.00112158869560459,0-2%,iucn192398
192399,5979125.85,5503620.38,5420761.322912,253133.991116,0.0466971290630479,2-5%,iucn192399
192400,2004191.27,1859496.29,1840976.432084,211852.536744,0.11507618079835,>10%,iucn192400
192401,30527.91,30279.01,30009.829148,0,0,gap,iucn192401
192402,1032149.21,860021.24,823854.196788,2931.996724,0.0035588781794535,0-2%,iucn192402
192403,5919.82,5831.02,5691.314948,0,0,gap,iucn192403
192404,54894.72,54868.57,54826.7508,142.21248,0.00259385205077664,0-2%,iucn192404
192405,1570053.12,1367218.81,1340320.43538,25800.367408,0.0192494024018109,0-2%,iucn192405
192406,197859.6,194073.07,193450.349336,35.730772,0.000184702545757309,0-2%,iucn192406
192407,11159851.76,9623788.79,9411321.55398,65217.455512,0.00692968093141179,0-2%,iucn192407
192408,2045700.22,1740130.81,1687985.076364,6962.193728,0.00412455881600381,0-2%,iucn192408
192409,1508202.36,1228941.58,1176977.4968,5425.241268,0.00460946898538868,0-2%,iucn192409
192410,193242.98,172052.34,171365.070428,20197.942852,0.117864993149151,>10%,iucn192410
192411,6762877.87,6017684.09,5905317.099724,46146.72226,0.00781443595334733,0-2%,iucn192411
192412,6023.61,3612.95,3062.18888,0,0,gap,iucn192412
192413,24591711.3,22585885,22329237.357172,417830.421268,0.0187122566966577,0-2%,iucn192413
192414,128182.06,128123.68,128042.03546,9.280032,7.24764485870662e-05,0-2%,iucn192414
192415,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn192415
192416,5746530.61,5153446.71,5064442.580816,27332.608064,0.00539696277089513,0-2%,iucn192416
192417,8752476.84,7869951.61,7751255.66302,384232.853596,0.0495704012743527,2-5%,iucn192417
192418,30074.22,25238.18,24455.03806,0,0,gap,iucn192418
192419,22161117.8,20456939.74,20229678.759148,447340.278424,0.0221130688109276,2-5%,iucn192419
192420,18152772.63,15929743.35,15640080.833348,403530.213776,0.0258010312143392,2-5%,iucn192420
192421,741502.36,599300.16,594495.288668,671.555088,0.00112962222039582,0-2%,iucn192421
192422,1167865.04,1035591.15,1013300.988952,55742.7724,0.0550110707556415,5-10%,iucn192422
192423,2624050.87,2229448.67,2173193.783772,39521.891716,0.0181860872284487,0-2%,iucn192423
192424,30858767.05,28326004.31,28001381.518608,473122.93574,0.0168964140367714,0-2%,iucn192424
192425,489439.51,420084.09,421913.700108,6130.971748,0.0145313407609912,0-2%,iucn192425
192426,2453019.61,2164563.22,2113307.47764,11716.608228,0.00554420421636151,0-2%,iucn192426
192427,1655446.9,1389992.65,1340958.839596,7047.677372,0.00525569999905687,0-2%,iucn192427
192428,32876589.48,29903725.79,29539058.63204,482514.969792,0.0163348120128863,0-2%,iucn192428
192429,46915.22,37997.61,38175.59816,748.883968,0.0196168234184913,0-2%,iucn192429
192430,2752631.92,2474287.68,2450704.126236,2088.79196,0.000852323190563254,0-2%,iucn192430
192431,14673109.66,12995613.03,12777896.946196,401278.079268,0.0314040785395018,2-5%,iucn192431
192432,137459.24,137374.04,137405.559804,0,0,gap,iucn192432
192433,6845304.13,5994910.34,5860082.848948,84399.514512,0.0144024439052344,0-2%,iucn192433
192434,131186.84,105201.47,103530.406688,0,0,gap,iucn192434
192435,117589.33,107635.39,103821.344264,5865.69614,0.0564979791157831,5-10%,iucn192435
192436,213305.44,209914.15,208022.49232,173.813932,0.000835553550298892,0-2%,iucn192436
192437,9036.02,6482.94,6590.88542,4.78812,0.000726475988411281,0-2%,iucn192437
192438,2959.91,2871.11,2731.404948,0,0,gap,iucn192438
192439,38219.5,38219.5,38219.5,0,0,gap,iucn192439
192440,24783372.44,22723707.74,22460510.08858,458615.03904,0.0204187276794387,2-5%,iucn192440
192441,5939602.56,5466404.81,5393258.942896,675928.956912,0.125328482104931,>10%,iucn192441
192442,351634.47,330518,326574.152096,173.044964,0.000529879547690387,0-2%,iucn192442
192443,478813.99,460156.95,456781.717324,519.077392,0.00113637952727388,0-2%,iucn192443
192444,4580702.27,3987968.05,3943512.17512,64920.453904,0.0164625975579813,0-2%,iucn192444
192445,44318.4,43434.64,42978.743532,0,0,gap,iucn192445
192446,264328.5,208194.46,208132.975736,436.434716,0.00209690326319834,0-2%,iucn192446
192447,2176393.23,1897767.28,1865455.266072,59563.26592,0.0319296136462278,2-5%,iucn192447
192448,3298562.74,2970109.79,2925863.135672,288807.217132,0.0987083823610457,5-10%,iucn192448
192449,1843450.47,1610423.94,1564134.868592,16700.393136,0.0106770800084735,0-2%,iucn192449
192450,552090.56,470389.5,466983.101404,0,0,gap,iucn192450
192451,3640164.97,3285890.38,3236906.73216,604118.270088,0.186634438393246,>10%,iucn192451
192452,1398722.67,1163143.14,1116555.359008,15081.66034,0.0135073108720729,0-2%,iucn192452
192453,232525.05,221106.37,219020.760396,3481.200968,0.0158943881014102,0-2%,iucn192453
192454,493506.54,439941.43,431765.940668,3340.918132,0.00773779915764349,0-2%,iucn192454
192455,11907.02,10567.65,10236.476324,0,0,gap,iucn192455
192456,287166.81,274659.38,270544.090188,419.475872,0.00155048987286511,0-2%,iucn192456
192457,57915.41,57915.41,57915.41,0,0,gap,iucn192457
192458,1005142.63,831851.93,805307.259716,967.325264,0.00120118781040312,0-2%,iucn192458
192459,676892.24,556692.79,548779.703028,1.210516,2.20583230997929e-06,0-2%,iucn192459
192460,25286825.64,23250585.53,22982476.026832,466178.44144,0.0202840825721188,2-5%,iucn192460
192461,2982.22,2803.28,2667.297568,0,0,gap,iucn192461
192462,85789.24,73643.24,71223.781352,690.068056,0.0096887309673937,0-2%,iucn192462
192463,105724.43,83426.08,79310.540172,15.70978,0.000198079346905599,0-2%,iucn192463
192464,100825.09,76529.73,76833.960812,2442.590568,0.0317905069865735,2-5%,iucn192464
192465,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn192465
192466,142951.98,114776.89,112690.136044,0,0,gap,iucn192466
192467,14972.78,13117.79,12578.966928,0,0,gap,iucn192467
192468,100372.48,89220.58,87143.80074,5.56822,6.38969146711101e-05,0-2%,iucn192468
192469,2967.57,2433.41,2359.811664,0,0,gap,iucn192469
192470,1103365.16,937178.59,911027.37736,2687.639688,0.00295011956258473,0-2%,iucn192470
192471,94461.61,73919.64,74961.948436,63.458096,0.000846537440981519,0-2%,iucn192471
192472,2959.91,2959.91,2959.91,0,0,gap,iucn192472
192473,795193.21,638481.57,632527.351712,55.466856,8.76908419056872e-05,0-2%,iucn192473
192474,351677.46,295453.1,295427.71736,756.438072,0.00256048443510879,0-2%,iucn192474
192475,2967.57,2433.41,2359.811664,0,0,gap,iucn192475
192476,279294.79,234520.02,228396.566792,526.898844,0.00230694730398397,0-2%,iucn192476
192477,14042099.73,12501395.4,12306350.874628,369223.034736,0.0300026416033064,2-5%,iucn192477
192478,315338.75,248382.14,247426.05288,877.497808,0.00354650530041628,0-2%,iucn192478
192479,540127.21,487344.95,484124.65768,2039.038156,0.00421180397166999,0-2%,iucn192479
192480,84623.07,63509.26,62423.8273,549.674064,0.00880551686391071,0-2%,iucn192480
192481,752586.58,633848.51,616257.7824,1823.60798,0.00295916422004117,0-2%,iucn192481
192482,216076.95,204871.76,200682.11758,289.9469,0.00144480685920815,0-2%,iucn192482
192483,264023.48,215674.61,208197.124072,5620.10044,0.0269941309950872,2-5%,iucn192483
192484,96883.57,90896.6,90216.793824,288.12926,0.00319374306919063,0-2%,iucn192484
192485,2959.91,2841.51,2749.164408,0,0,gap,iucn192485
192486,2967.57,2433.41,2359.811664,0,0,gap,iucn192486
192487,23973.69,20678.92,19400.603664,620.891616,0.0320037266238336,2-5%,iucn192487
192488,315896.09,273485.49,272591.027652,2852.629172,0.010464868182095,0-2%,iucn192488
192489,535807.8,519604.97,516694.28842,7500.832124,0.0145169634968035,0-2%,iucn192489
192490,188841.81,158979.56,156626.06432,8491.434908,0.054214698842533,5-10%,iucn192490
192491,6105.96,4396.87,4178.40426,0,0,gap,iucn192491
192492,3055.09,2077.46,1752.399624,1.222036,0.000697350069735007,0-2%,iucn192492
192493,2095092.59,1931457.01,1898226.71564,708.529152,0.000373258444927699,0-2%,iucn192493
192494,11942.84,8510.49,8049.498584,4.771552,0.000592776301555531,0-2%,iucn192494
192495,21048.59,16811.93,16364.74894,0,0,gap,iucn192495
192496,874145.11,801321.25,785721.054492,40.628288,5.17082847248733e-05,0-2%,iucn192496
192497,5978.4,5141.42,4641.62976,4.78272,0.00103039670273055,0-2%,iucn192497
192498,872127.91,809066.39,802723.390564,62707.851348,0.078118878912873,5-10%,iucn192498
192499,181771.11,155098.13,146404.322184,2179.28756,0.0148854045255651,0-2%,iucn192499
192500,2967.57,2433.41,2359.811664,0,0,gap,iucn192500
192501,30129.06,23570.97,23069.499324,0,0,gap,iucn192501
192502,328530.46,270457.55,264006.357384,527.86862,0.00199945419962827,0-2%,iucn192502
192503,11503.8,8288.26,8068.880164,0,0,gap,iucn192503
192504,6562976.43,5663743.31,5530154.969148,13424.323992,0.00242747699963067,0-2%,iucn192504
192505,11591393.61,10547222.11,10394033.143264,102685.950224,0.00987931718214186,0-2%,iucn192505
192506,22934044.38,21361470,21148822.668416,454736.632432,0.0215017469086405,2-5%,iucn192506
192507,25330658.28,23089828.16,22804057.923796,468177.445004,0.020530444474773,2-5%,iucn192507
192508,497530.21,492575.39,490005.027596,644.234088,0.00131474995503752,0-2%,iucn192508
192509,717080.98,701037.95,698001.87238,427.5659,0.000612556952808901,0-2%,iucn192509
192510,6902929.87,6250012.1,6145897.925152,27080.262124,0.00440623362994273,0-2%,iucn192510
192511,2756821.47,2370571.77,2314796.666196,21287.38336,0.00919622171176807,0-2%,iucn192511
192512,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn192512
192513,166000.36,126266.22,123768.90818,3039.035924,0.0245541143465551,2-5%,iucn192513
192514,2989.2,2152.22,1660.79952,4.78272,0.00287976961843053,0-2%,iucn192514
192515,235903.89,193023.63,190268.636476,9008.989776,0.0473487903359016,2-5%,iucn192515
192516,12022.5,7785.84,7338.65894,0,0,gap,iucn192516
192517,373073.58,331483.33,323398.005372,1857.16376,0.00574265681652468,0-2%,iucn192517
192518,2549043.75,2253810.83,2203889.039956,11721.809624,0.00531869318803547,0-2%,iucn192518
192519,57174.93,56843.97,56732.039056,2.407016,4.24278069332929e-05,0-2%,iucn192519
192520,708032.64,609091.58,594293.048188,432.835732,0.000728320368746894,0-2%,iucn192520
192521,23036932.65,21509078.71,21310188.920672,123895.26412,0.00581389797064704,0-2%,iucn192521
192522,2989.2,2152.22,1660.79952,4.78272,0.00287976961843053,0-2%,iucn192522
192523,5950.02,5950.02,5917.889892,0,0,gap,iucn192523
192524,465284.45,386300.34,370502.14504,3886.160964,0.0104889027392283,0-2%,iucn192524
192525,4116649.2,3602942.12,3559110.77734,61780.163428,0.0173583142793249,0-2%,iucn192525
192527,1216266.75,1200036.95,1197112.149476,12519.883736,0.0104584050387261,0-2%,iucn192527
192528,6154456.87,5362849.89,5272964.389724,11694.610408,0.00221784361578291,0-2%,iucn192528
192529,686932.38,587332.58,576991.431192,5306.277716,0.00919645843793177,0-2%,iucn192529
192530,2967.57,2433.41,2359.811664,0,0,gap,iucn192530
192531,497389.66,412621,409607.8753,1.210516,2.95530450705668e-06,0-2%,iucn192531
192532,191117.65,164705.18,157930.654844,690.895744,0.00437467789063782,0-2%,iucn192532
192533,2889584.22,2566116.42,2537750.15734,3822.94424,0.00150643050063175,0-2%,iucn192533
192534,1814479.94,1589213.55,1542002.280104,10988.756696,0.00712629082186497,0-2%,iucn192534
192535,24124.1,23248.22,23059.822608,0,0,gap,iucn192535
192536,7545258.41,6703436.64,6587541.78908,36109.3869,0.00548146608494501,0-2%,iucn192536
192537,2113628.29,1826481.28,1778803.772008,10336.264764,0.00581079539331757,0-2%,iucn192537
192538,23535926.74,21693757.06,21457911.64434,454684.901216,0.0211896156882505,2-5%,iucn192538
192539,168963.82,126563.82,120971.720276,2422.811552,0.0200279168261168,2-5%,iucn192539
192540,30485.48,21679.73,20397.967796,0,0,gap,iucn192540
192541,47081.52,40638.47,40019.388868,1458.098868,0.036434810956494,2-5%,iucn192541
192542,1519219.2,1338239.28,1301255.999192,15378.380784,0.0118181055791858,0-2%,iucn192542
192544,5935.14,5400.98,5327.381664,0,0,gap,iucn192544
192545,5783488.22,4971476.29,4888427.013512,13940.822112,0.00285180121815595,0-2%,iucn192545
192546,21385.15,17567.91,16459.725856,3.662732,0.000222526913998682,0-2%,iucn192546
192547,838528.2,683358.71,673156.080488,12.847436,1.90853746588553e-05,0-2%,iucn192547
192548,18052.18,13785.37,13271.86406,0,0,gap,iucn192548
192549,18951865.33,17213908.25,16989127.26738,445868.489068,0.0262443433409373,2-5%,iucn192549
192550,1068349.42,902728.36,877300.81898,71956.67712,0.0820205288348653,5-10%,iucn192550
192551,5317099.56,4595895.84,4508899.912964,53112.4178,0.0117794625796175,0-2%,iucn192551
192552,863739.2,720091.92,696264.31956,378.165568,0.000543135067209791,0-2%,iucn192552
192553,502105.6,489847.35,486528.107668,530.078452,0.00108951249402782,0-2%,iucn192553
192554,453645.21,391228.64,388600.710148,0,0,gap,iucn192554
192555,533113.76,447255.85,445790.222024,3386.833556,0.00759737066601174,0-2%,iucn192555
192556,2989.2,2152.22,1660.79952,4.78272,0.00287976961843053,0-2%,iucn192556
192557,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn192557
192558,2951531.23,2583133.56,2529842.964516,55290.878444,0.0218554587061407,2-5%,iucn192558
192559,139463.41,117978.91,117060.67194,8676.896524,0.0741230712262388,5-10%,iucn192559
192560,626102.6,516823.53,504424.357952,417.626688,0.000827927282686338,0-2%,iucn192560
192561,1351886.95,1187306.99,1156909.647344,289.05328,0.000249849485362664,0-2%,iucn192561
192562,32049223.47,29106814.37,28743701.614416,477683.757528,0.016618727954246,0-2%,iucn192562
192563,29576683.18,26957676.38,26630070.757324,432509.763456,0.0162414049664907,0-2%,iucn192563
192564,29007543.3,26751568.97,26460871.543728,467618.430852,0.0176720721416615,0-2%,iucn192564
192565,51756.07,36114.33,33778.92748,13.339348,0.000394901466539991,0-2%,iucn192565
192566,1602635.3,1353471.74,1303401.029044,5527.85324,0.00424109933690515,0-2%,iucn192566
192567,28378718.62,26021417.01,25707070.244944,226938.1101,0.00882784805649464,0-2%,iucn192567
192568,954940.39,939408.38,937897.993388,5587.729748,0.00595771585757984,0-2%,iucn192568
192569,91928.73,80776.83,78700.05074,5.56822,7.07524321476695e-05,0-2%,iucn192569
192570,116372.25,99674.2,98980.349408,7805.489452,0.0788589805823531,5-10%,iucn192570
192571,2982.22,2803.28,2667.297568,0,0,gap,iucn192571
192572,2959.91,2959.91,2959.91,0,0,gap,iucn192572
192573,7937597.77,7610161.49,7563783.49808,292331.273092,0.0386488155254848,2-5%,iucn192573
192574,17399.6,15982.17,15650.874776,0,0,gap,iucn192574
192575,442042.49,425999.46,422964.556612,427.5659,0.00101087879188946,0-2%,iucn192575
192576,1615749.68,1386096.59,1337529.859736,6910.008356,0.00516624605103313,0-2%,iucn192576
192577,17870.77,17038.1,16660.083604,0,0,gap,iucn192577
192578,6628300.48,5745737.63,5650769.871428,69347.764752,0.0122722684394994,0-2%,iucn192578
192579,2155337.68,1807615.61,1748078.521984,6886.246544,0.00393932335269721,0-2%,iucn192579
192580,31545449.53,28923226.53,28589432.887832,477490.923044,0.0167016577389762,0-2%,iucn192580
192581,1772128.43,1468373.93,1443020.876664,1224.665416,0.000848681703643264,0-2%,iucn192581
192582,1215122.98,998095.31,955670.294744,5425.241268,0.00567689641274587,0-2%,iucn192582
192583,2317066.1,2059931.06,2016913.691892,9212.906324,0.0045678237799842,0-2%,iucn192583
192584,2967.57,2433.41,2359.811664,0,0,gap,iucn192584
192585,449121.58,363875.65,346975.585744,3989.940612,0.0114991969923319,0-2%,iucn192585
192586,31833307.76,28884697.68,28521509.44618,473446.819868,0.0165996410800555,0-2%,iucn192586
192587,29075360.08,26787456.99,26500309.295176,473110.91616,0.0178530337472749,0-2%,iucn192587
192588,2217097.56,2011475.66,1971971.55718,7259.908848,0.00368154845923943,0-2%,iucn192588
192589,10286511.16,9087111.84,8938778.204508,48170.276232,0.0053889105568932,0-2%,iucn192589
192590,29602881.59,26714815.33,26359067.505128,473491.896496,0.0179631504947542,0-2%,iucn192590
192591,3365833.43,3063109.79,3008347.128116,10892.071872,0.00362061670682972,0-2%,iucn192591
192592,2565255.73,2208249.47,2158703.047772,3775.5384,0.00174898460624158,0-2%,iucn192592
192593,29349454.44,27038302.2,26743907.430416,466077.736596,0.0174274360546854,0-2%,iucn192593
192594,24170.59,18705.69,18142.19432,0,0,gap,iucn192594
192595,283175.03,232419.77,226589.6481,527.86862,0.00232962372476539,0-2%,iucn192595
192596,5942.58,5408.42,5302.691556,0,0,gap,iucn192596
192597,1010467.29,984465.1,977729.876744,428.755904,0.000438521839414202,0-2%,iucn192597
192598,459162.33,388000.68,388026.015144,6323.69014,0.0162970777556067,0-2%,iucn192598
192599,5249513.86,4523351.73,4467735.109756,65560.186008,0.0146741434748088,0-2%,iucn192599
192600,4171942.66,3701006.96,3633749.502624,14967.8406,0.00411911734399728,0-2%,iucn192600
192601,223625.89,187105.61,182231.149176,41942.281932,0.230159783997696,>10%,iucn192601
192602,2967.57,2433.41,2359.811664,0,0,gap,iucn192602
192603,9208868.78,8070781.84,7917629.887668,56990.89792,0.0071979744858705,0-2%,iucn192603
192604,13884410.34,12190762.96,11951659.195588,109806.366456,0.00918754163409675,0-2%,iucn192604
192605,13133640.69,11486534.01,11249559.824564,108340.482724,0.00963064194631268,0-2%,iucn192605
192606,170408.95,160214.15,157659.399904,2.35504,1.49375172139054e-05,0-2%,iucn192606
192608,1692472.35,1511376.69,1469225.016224,4380.292912,0.00298136287064974,0-2%,iucn192608
192609,154428.74,122823.78,120215.55022,526.898844,0.00438295081656034,0-2%,iucn192609
192610,2959.91,2841.51,2749.164408,0,0,gap,iucn192610
192611,31069460.26,28564322.17,28240956.038628,475118.229936,0.0168237303753504,0-2%,iucn192611
192612,948722.88,805656.56,787964.449704,11080.217844,0.0140618245507933,0-2%,iucn192612
192613,14966.25,12181.9,11261.48088,4.78272,0.000424697253493006,0-2%,iucn192613
192614,15865361.43,13882109.92,13615747.12676,340855.813312,0.0250339412254574,2-5%,iucn192614
192615,4815294.38,4785179.02,4780667.789932,44881.013568,0.00938802182877434,0-2%,iucn192615
192616,1909012.36,1630709.81,1583841.4456,4866.973024,0.00307289156848416,0-2%,iucn192616
192617,967470.47,832912.85,819037.765716,2532.630964,0.00309220291177414,0-2%,iucn192617
192618,427548.61,356840.97,350252.176768,955.952896,0.00272932749432476,0-2%,iucn192618
192619,60732.15,48743.53,44985.142456,18.157036,0.000403622952128237,0-2%,iucn192619
192620,1916108.21,1502616.53,1473553.855256,5711.52998,0.00387602391295548,0-2%,iucn192620
192621,96466.37,94973.19,93699.535996,52.053492,0.000555536283575856,0-2%,iucn192621
192622,434445.78,365510.9,360881.93338,932.692264,0.00258448034586951,0-2%,iucn192622
192623,3544899.58,3180850.49,3132810.214076,7872.684128,0.00251297831340926,0-2%,iucn192623
192624,3054718.69,2711827.61,2687284.341648,56509.165612,0.0210283536938057,2-5%,iucn192624
192625,7623641.53,6705972.87,6562636.867952,90425.944116,0.0137789041105697,0-2%,iucn192625
192626,2959.91,2871.11,2731.404948,0,0,gap,iucn192626
192627,700832.14,650110.37,643126.345956,14144.67116,0.0219936117513179,2-5%,iucn192627
192628,489439.51,420084.09,421913.700108,6130.971748,0.0145313407609912,0-2%,iucn192628
192629,2881929.51,2564314.91,2544436.332896,54150.441932,0.0212819009192372,2-5%,iucn192629
192630,1190758.89,1003059.61,981294.8226,17113.780008,0.0174399982694864,0-2%,iucn192630
192631,5949.79,5236.69,5027.109232,0,0,gap,iucn192631
192632,37670.42,32938.04,32123.812548,11.60004,0.000361104086965612,0-2%,iucn192632
192633,3416456.92,3034594.03,3010339.95376,59212.290408,0.0196696357612509,0-2%,iucn192633
192634,32222955.52,29399495.43,29047612.56766,481251.516452,0.0165676788524713,0-2%,iucn192634
192635,2260114.52,1977172.47,1931324.971684,12227.085124,0.00633093099466255,0-2%,iucn192635
192636,32901812.53,29918161.51,29551456.169544,484314.3238,0.0163888480155214,0-2%,iucn192636
192637,663981.19,547407.94,546770.407152,3558.902624,0.00650895252824215,0-2%,iucn192637
192638,313860.43,297875.78,294922.521152,418.285868,0.00141829069670953,0-2%,iucn192638
192640,3067344.15,2694785.99,2644886.745996,10385.986052,0.00392681692995852,0-2%,iucn192640
192641,7667638.3,7036144.27,6959083.22934,676094.221864,0.0971527713612531,5-10%,iucn192641
192642,8732977.32,7886385.2,7754554.783928,93218.266484,0.0120210984487727,0-2%,iucn192642
192643,20252.6,15426.28,15084.27792,326.103596,0.02161877404603,2-5%,iucn192643
192644,900917.74,796112.24,780203.642608,441.358752,0.000565696861558686,0-2%,iucn192644
192645,4441858.38,4016613.83,3953463.870344,51318.88566,0.0129807397621506,0-2%,iucn192645
192647,8711368.7,7697113.46,7549928.194984,149051.35474,0.0197420890491417,0-2%,iucn192647
192648,13870587.7,12448821.2,12259820.003128,108623.921484,0.00886015630378631,0-2%,iucn192648
192649,2164673.93,1854353.43,1810521.821564,18232.457872,0.0100702778916247,0-2%,iucn192649
192650,27132.87,26710.87,26353.87238,0,0,gap,iucn192650
192651,1423527.45,1248607.27,1208333.846004,3461.60322,0.00286477386315681,0-2%,iucn192651
192652,104546.38,78849.36,74802.898252,100.959348,0.00134967160844334,0-2%,iucn192652
192653,413919.63,402923.66,400382.660872,342.933144,0.000856513474517403,0-2%,iucn192653
192654,5928362.79,5314876.77,5220505.549288,21817.357284,0.00417916561490401,0-2%,iucn192654
192655,488043.64,418423.63,410905.915064,5548.419696,0.0135028956571137,0-2%,iucn192655
192656,938776.39,938302.83,937963.098948,28.560096,3.04490614098064e-05,0-2%,iucn192656
192657,38904.1,38020.34,37564.443532,0,0,gap,iucn192657
192658,16739.52,16683.84,16712.792544,0,0,gap,iucn192658
192659,252335.09,215508.39,210654.031988,108.793024,0.000516453556446513,0-2%,iucn192659
192660,1324167.06,1140045.32,1111725.279768,1285.337896,0.00115616503410648,0-2%,iucn192660
192661,66068.54,65437.01,64834.250828,67.76374,0.00104518428353204,0-2%,iucn192661
192662,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn192662
192663,628976.9,509698.97,489929.908316,34469.230016,0.0703554313197138,5-10%,iucn192663
192664,31509899.29,28606238.26,28245621.047768,471525.907648,0.0166937702255005,0-2%,iucn192664
192665,1548366.38,1403104.31,1378814.442288,707.865316,0.000513386931765358,0-2%,iucn192665
192666,967002.34,863452.35,847237.634364,9015.443492,0.0106409856294541,0-2%,iucn192666
192667,147830.75,147643.98,147755.257096,7075.423776,0.047886105138059,2-5%,iucn192667
192668,1679284.26,1407488.89,1355697.069008,5527.85324,0.00407749885012651,0-2%,iucn192668
192669,5971.42,2539.07,2078.078584,4.771552,0.00229613645833136,0-2%,iucn192669
192670,2677742.63,2180932.48,2142423.264008,3518.812736,0.00164244516716883,0-2%,iucn192670
192671,1594156.09,1370904.16,1337976.595128,3479.308424,0.00260042547580374,0-2%,iucn192671
192672,148824.22,123637.53,120046.990036,455.001032,0.00379019108986867,0-2%,iucn192672
192673,254230.96,201519.41,195210.532316,0,0,gap,iucn192673
192674,32922259.42,29943218.25,29577417.707504,479866.850996,0.016224095549567,0-2%,iucn192674
192675,147087.84,119648.14,114186.345188,266.107532,0.00233046719869939,0-2%,iucn192675
192676,130037.49,125683.5,123810.298568,328.261404,0.00265132551812489,0-2%,iucn192676
192677,247723.95,211035.64,206770.647924,20102.784724,0.097222622871448,5-10%,iucn192677
192678,1618467.3,1331596.5,1313960.708292,2108.871804,0.00160497326190316,0-2%,iucn192678
192679,1490590.04,1218907.46,1167831.372568,5425.241268,0.00464556903970663,0-2%,iucn192679
192680,322812.8,264078.25,255404.216316,475.823608,0.00186302174201888,0-2%,iucn192680
192681,6437524.96,5889298.2,5833629.306764,699701.69962,0.119942777099105,>10%,iucn192681
192682,173915.43,173243.94,172809.968216,41.617136,0.000240826015013101,0-2%,iucn192682
192683,907122.37,784866.55,765763.33624,16282.019588,0.0212624695091135,2-5%,iucn192683
192684,147554.84,123969.19,117860.795872,955.943016,0.00811078025502373,0-2%,iucn192684
192685,2049824.31,1743999.69,1702761.941464,3762.20612,0.00220947275622412,0-2%,iucn192685
192686,8484696.83,7601493.52,7466996.3036,93837.256696,0.0125669349334965,0-2%,iucn192686
192687,11970.3,11133.32,10584.39618,4.78272,0.000451865171962979,0-2%,iucn192687
192688,1036909.32,846073.77,831566.810848,2046.541072,0.00246106632119314,0-2%,iucn192688
