"","X.1","X","am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area"
"823",823,835,"Fis-22834","Thunnus atlanticus","LC",155276,"LC","Stable",NA,NA,"LC","iucn","TUNAS_BILLFISHES",155276,"iucn",0,0,23466723.4750333,22522840.9206418,12507843.7850438,47.8517982138547,48.1293748491431,4.01882693700217,92.2522103303862,"IUCN",16.9710939532683
"824",824,836,"Fis-22835","Thunnus maccoyii","CR",21858,"CR","Decreasing",NA,NA,"CR","iucn","TUNAS_BILLFISHES",21858,"iucn",0.8,-0.5,99719247.443366,92724915.4339112,68682476.0486701,62.519227071717,30.7128436839069,6.76792924437608,90.2320579971556,"IUCN",18.4178692698941
"825",825,837,"Fis-22836","Thunnus obesus","VU",21859,"VU","Decreasing",NA,NA,"VU","iucn","TUNAS_BILLFISHES",21859,"iucn",0.4,-0.5,259467573.606479,254016568.9555,225151003.401406,83.4209440232856,13.7595846818863,2.81947129482807,96.7306844657138,"IUCN",19.3741422955619
"826",826,838,"Fis-22841","Albula vulpes","NT",194303,"NT","Decreasing",NA,NA,"NT","iucn","BONEFISH_TARPONS",194303,"iucn",0.2,-0.5,8126574.80226104,5899004.59104831,4153228.41269683,23.4285714285714,49.7142857142857,26.8571428571429,46.5909090909091,"IUCN",15.9106500892158
"827",827,839,"Fis-22849","Boops boops",NA,170251,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170251,"iucn",0,0,7659188.12412365,5295524.92124886,7240688.418292,65.5992680695334,6.34339737724916,28.0573345532174,91.1827045358203,"AM",15.8514165470817
"828",828,840,"Fis-22952","Sarpa salpa",NA,170169,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170169,"iucn",0,0,5893998.86561351,3020657.55690993,5510979.45643838,44.9230769230769,5.8021978021978,49.2747252747253,88.5615251299827,"AM",15.5894452498151
"829",829,841,"Fis-22976","Acanthurus chirurgus","LC",177982,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177982,"iucn",0,0,5950658.57991106,2407209.63972029,5798247.03099938,37.6591576885406,2.59549461312439,59.745347698335,93.5523114355231,"AM",15.5990124570959
"830",830,842,"Fis-23013","Archosargus probatocephalus",NA,170223,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170223,"iucn",0,0,6402982.23176451,3180787.59500453,5508248.90336123,33.6859923825645,13.076597545493,53.2374100719424,72.0361990950226,"AM",15.6722744135111
"831",831,843,"Fis-23015","Argyrops spinifer",NA,170238,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170238,"iucn",0,0,22800741.4747551,16206212.4503385,18837129.7725008,53.4902063888524,17.5496253450769,28.9601682660707,75.2960769800148,"AM",16.9423036142185
"832",832,844,"Fis-23018","Argyrozona argyrozona",NA,170231,"NT","Increasing",NA,NA,"NT","iucn","SEABREAMS_PORGIES",170231,"iucn",0.2,0.5,253294.565379559,138725.173386779,227402.885540493,44.4444444444444,10.1010101010101,45.4545454545455,81.4814814814815,"AM",12.4423083804874
"833",833,845,"Fis-23093","Pagrus major",NA,170167,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170167,"iucn",0,NA,8965912.62795288,1663544.58983701,8486496.84681388,14.342895263509,5.53702468312208,80.1200800533689,72.1476510067114,"AM",16.008940458831
"834",834,846,"Fis-23108","Dentex dentex",NA,170245,"VU","Unknown",NA,NA,"VU","iucn","SEABREAMS_PORGIES",170245,"iucn",0.4,NA,4054878.86061129,1886153.61825326,3884682.37498283,41.9335705812574,5.10083036773428,52.9655990510083,89.1551071878941,"AM",15.2154313710068
"835",835,847,"Fis-23109","Dentex macrophthalmus",NA,170232,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170232,"iucn",0,NA,4544810.68412408,3007727.95529061,4129129.1215386,56.9898869720405,9.8750743604997,33.1350386674598,85.2313167259786,"AM",15.3294966310681
"836",836,848,"Fis-23120","Epinephelus aeneus","NT",132722,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5,3961617.49711941,2139003.44991586,3770219.72890565,49.1095890410959,4.86301369863014,46.027397260274,90.989847715736,"AM",15.1921629587026
"837",837,849,"Fis-23177","Lithognathus mormyrus",NA,170160,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170160,"iucn",0,0,9493253.45664771,6747517.9471632,6668614.30316411,42.2945205479452,28.3390410958904,29.3664383561644,59.8787878787879,"AM",16.0660919418278
"838",838,850,"Fis-23197","Oblada melanura",NA,170197,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170197,"iucn",0,NA,5219641.37993664,2358635.21414942,5155363.70156062,44.1191317516406,1.26198889449773,54.6188793538617,97.2191323692992,"AM",15.4679392563372
"839",839,851,"Fis-23206","Pagellus acarne",NA,170229,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170229,"iucn",0,NA,5396925.39925801,3805042.34740156,4441322.95395442,50.9871244635193,21.7596566523605,27.2532188841202,70.0884955752212,"AM",15.5013399788738
"840",840,852,"Fis-23207","Pagellus bogaraveo",NA,170244,"NT","Decreasing",NA,NA,"NT","iucn","SEABREAMS_PORGIES",170244,"iucn",0.2,-0.5,5529694.95227039,3926076.15284614,4717136.49712091,56.2593703148426,18.6656671664168,25.0749625187406,75.0875437718859,"AM",15.5256432096389
"841",841,853,"Fis-23208","Pagellus erythrinus",NA,170224,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170224,"iucn",0,NA,5656089.78038137,4011166.40457203,4838770.42477563,55,17.9838709677419,27.0161290322581,75.3591160220994,"AM",15.5482433599088
"842",842,854,"Fis-23217","Petrus rupestris",NA,170247,"EN","Decreasing",NA,NA,"EN","iucn","SEABREAMS_PORGIES",170247,"iucn",0.6,-0.5,328873.602063592,97466.4740654477,300037.061570371,20.4724409448819,8.66141732283465,70.8661417322835,70.2702702702703,"AM",12.7034287676717
"843",843,855,"Fis-23234","Pterogymnus laniarius",NA,170213,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170213,"iucn",0,0,625493.551259981,541418.390025596,242714.738420661,26.7241379310345,59.051724137931,14.2241379310345,65.2631578947368,"IUCN",13.3462962990997
"844",844,856,"Fis-23238","Rhabdosargus globiceps",NA,170225,"VU","Decreasing",NA,NA,"VU","iucn","SEABREAMS_PORGIES",170225,"iucn",0.4,-0.5,1073238.45441838,817796.702202157,562287.150978925,29.3814432989691,46.3917525773196,24.2268041237113,54.8076923076923,"IUCN",13.8861912284407
"845",845,857,"Fis-23283","Stenotomus chrysops",NA,170168,"NT","Decreasing",NA,NA,"NT","iucn","SEABREAMS_PORGIES",170168,"iucn",0.2,-0.5,1213790.66375933,898419.260582012,782433.866803761,39.2276422764228,33.5365853658537,27.2357723577236,59.0214067278288,"IUCN",14.0092588006088
"846",846,858,"Fis-23293","Tautoga onitis","VU",187479,"VU","Decreasing",NA,NA,"VU","iucn","WRASSES",NA,"iucn",0.4,-0.5,760346.312526985,609053.670089306,630070.758704537,62.3456790123457,17.5925925925926,20.0617283950617,77.992277992278,"AM",13.5415292828521
"847",847,859,"Fis-23320","Acanthurus lineatus","LC",177993,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177993,"iucn",0,0,29083037.5258289,12032172.8276287,26360436.702677,31.761428129192,9.8029099164173,58.4356619543907,76.4150943396226,"AM",17.1856656592953
"848",848,860,"Fis-23321","Acanthurus triostegus","LC",177965,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177965,"iucn",0,0,33739546.7105126,15422372.0828938,30226151.9103507,35.0177304964539,10.5851063829787,54.3971631205674,76.7884914463452,"AM",17.3341812002115
"849",849,861,"Fis-23374","Archosargus rhomboidalis",NA,170156,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170156,"iucn",0,NA,5510095.66669837,3553968.35057066,4589649.51261109,47.8352692713833,17.1594508975713,35.0052798310454,73.5987002437043,"AM",15.5220925433556
"850",850,862,"Fis-23396","Bodianus pulchellus","LC",187570,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5293093.58339398,2268037.55333251,5057208.26261453,38.716814159292,4.3141592920354,56.9690265486726,89.974293059126,"AM",15.4819134312797
"851",851,863,"Fis-23397","Bodianus rufus","LC",187672,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5327373.01376215,3416946.30917883,4895623.51975043,56.3048245614035,7.83991228070175,35.8552631578947,87.7777777777778,"AM",15.4883688066806
"852",852,864,"Fis-23403","Calamus bajonado",NA,170190,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170190,"iucn",0,NA,6542263.17750011,4445840.92785104,5774571.90726495,55.7011795543906,13.0187854958497,31.2800349497597,81.0553083280356,"AM",15.6937937151769
"853",853,865,"Fis-23404","Calamus calamus",NA,170249,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170249,"iucn",0,NA,5823296.13019623,3637787.51492788,5447168.09002942,56.2406015037594,6.61654135338346,37.1428571428571,89.4736842105263,"AM",15.5773770047891
"854",854,866,"Fis-23405","Calamus penna",NA,170207,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170207,"iucn",0,NA,5604293.10625685,3283950.27167533,5249047.76340275,52.2146951537259,6.20114643043252,41.5841584158416,89.3844781445138,"AM",15.539043488115
"855",855,867,"Fis-23451","Ctenochaetus striatus","LC",178012,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178012,"iucn",0,0,30217068.8174884,13215174.0533844,27294246.9211352,33.8298083606395,9.98907754939927,56.1811140899613,77.2037162927714,"AM",17.223917515316
"856",856,868,"Fis-23475","Diplodus annularis",NA,170260,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170260,"iucn",0,0,3878313.46367529,2150150.53453544,3811804.45473484,53.9086929330832,1.75109443402126,44.3402126328956,96.8539325842697,"AM",15.1709109427907
"857",857,869,"Fis-23478","Diplodus puntazzo",NA,170262,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170262,"iucn",0,NA,4833156.41572738,2594422.26171434,4285448.56839188,42.0689655172414,9.81432360742706,48.1167108753316,81.0838445807771,"AM",15.3910103144102
"858",858,870,"Fis-23480","Diplodus vulgaris",NA,170261,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170261,"iucn",0,NA,4765567.14481138,3069266.80505263,3837186.03933087,46.1128860489883,17.4653887113951,36.4217252396166,72.5293132328308,"AM",15.3769271110332
"859",859,871,"Fis-23532","Halichoeres radiatus","LC",187736,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5001780.36391623,3180048.52259249,3735918.22960506,38.5923753665689,25.0439882697947,36.3636363636364,60.6451612903226,"AM",15.4253044798028
"860",860,872,"Fis-23577","Lachnolaimus maximus","VU",11130,"VU","Decreasing",NA,NA,"VU","iucn","WRASSES",NA,"iucn",0.4,-0.5,4844880.44517337,2420084.80059649,4705461.4544672,47.4474474474475,3.06306306306306,49.4894894894895,93.935790725327,"AM",15.3934331270837
"861",861,873,"Fis-23579","Lagocephalus laevigatus",NA,190380,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",190380,"iucn",0,NA,10858006.977722,7472907.94991956,9129369.31311302,50.3712871287129,18.1683168316832,31.460396039604,73.4922354640665,"AM",16.2004133360815
"862",862,874,"Fis-23647","Mycteroperca bonaci","NT",132724,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5,5550351.35767188,3106663.35091544,5075936.2776966,47.2717733473242,8.34207764952781,44.3861490031479,85,"AM",15.5293717914074
"863",863,875,"Fis-23648","Mycteroperca interstitialis","VU",64410,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,"iucn",0.4,-0.5,4817426.67328552,3280003.76792676,3676937.54776758,44.8004836759371,23.5187424425635,31.6807738814994,65.5752212389381,"AM",15.3877504582489
"864",864,876,"Fis-23649","Mycteroperca microlepis","LC",14050,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,-0.5,3743343.62990094,3174434.10720254,1668713.82731629,30.2521008403361,53.7051184110008,16.0427807486631,65.3465346534654,"IUCN",15.1354897886841
"865",865,877,"Fis-23650","Mycteroperca rubra","LC",14054,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,3827182.05810563,2718817.0521254,3264155.13561942,55.7182705718271,15.8995815899582,28.3821478382148,77.7994157740993,"AM",15.1576393352924
"866",866,878,"Fis-23651","Mycteroperca tigris","LC",44682,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,5045904.16395947,3062569.02167158,4423169.50656025,48.1159420289855,12.7536231884058,39.1304347826087,79.0476190476191,"AM",15.4340874155255
"867",867,879,"Fis-23652","Mycteroperca venenosa","NT",44683,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5,4880183.40257368,3314233.40872734,4022688.3797166,49.9399759903962,18.0672268907563,31.9927971188475,73.4333627537511,"AM",15.4006933596177
"868",868,880,"Fis-23657","Naso hexacanthus","LC",178002,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178002,"iucn",0,0,30472829.7351623,13805681.1070338,26790823.9268752,32.8275862068966,12.2266009852217,54.9458128078818,72.8624535315985,"AM",17.2323460161989
"869",869,881,"Fis-23658","Naso lituratus","LC",177950,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177950,"iucn",0,0,24858041.02169,11944384.1061319,21894581.4646094,35.827199227706,12.1756968746229,51.997103897671,74.6354952237305,"AM",17.0286918405272
"870",870,882,"Fis-23659","Naso unicornis","LC",177970,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177970,"iucn",0,NA,33570439.6236153,16059939.1874174,29369594.9451396,35.0235744150876,12.7301841473179,52.2462414375945,73.3420268256334,"AM",17.3291564645993
"871",871,883,"Fis-23707","Pagrus pagrus","EN",15873,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",15873,"iucn",0,NA,11348148.8127918,8826352.27331617,7809030.9218888,47.6213017751479,29.112426035503,23.2662721893491,67.1786310517529,"IUCN",16.2445651883948
"872",872,884,"Fis-23708","Parablennius sanguinolentus",NA,185193,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185193,"iucn",0,0,3156431.37666482,1654984.93813496,2868425.9158787,43.4420015163002,8.7945413191812,47.7634571645186,83.1640058055152,"AM",14.9649526362287
"873",873,885,"Fis-23709","Parablennius tentacularis",NA,185185,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185185,"iucn",0,0,3423550.01413199,2031846.34553068,2718960.41530846,39.7581792318634,18.7055476529161,41.5362731152205,68.0048661800487,"AM",15.0461885865009
"874",874,886,"Fis-23713","Paranthias furcifer","LC",132727,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,0,5876253.76111737,4083997.58597201,4191596.38822887,41.3,28.4,30.3,59.2539454806313,"AM",15.5864300013743
"875",875,887,"Fis-23732","Pomacanthus arcuatus","LC",165887,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,7675757.02335494,5261436.06637156,5404663.57240554,37.8978534418949,31.7172464840859,30.3849000740192,55.5013550135501,"IUCN",15.8535774815382
"876",876,888,"Fis-23733","Pomacanthus paru","LC",165898,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,6645177.36169303,4214690.15527225,5745412.73284182,50.0443262411348,13.0762411347518,36.8794326241135,79.2837078651685,"AM",15.709401940773
"877",877,889,"Fis-23814","Sparisoma chrysopterum","LC",190738,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,4119748.65671637,2585311.44316704,3004555.41712245,35.6076759061834,27.363184079602,37.0291400142146,56.5462753950339,"AM",15.2313027138134
"878",878,890,"Fis-23815","Sparisoma rubripinne","LC",190721,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,5737208.16372266,2813796.21542318,4503659.55019695,27.6476578411405,21.4358452138493,50.9164969450102,56.3278008298755,"AM",15.5624832673466
"879",879,891,"Fis-23816","Sparisoma viride","LC",190734,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,4466407.77227849,2844670.63687318,3426497.72361192,40.2088772845953,23.6292428198433,36.1618798955614,62.9856850715746,"AM",15.312095013143
"880",880,892,"Fis-23817","Sphoeroides maculatus",NA,190246,"LC","Decreasing",NA,NA,"LC","iucn","PUFFERFISH",190246,"iucn",0,-0.5,1785497.02313099,1019262.37490754,1584065.35105445,44.1361916771753,9.70996216897856,46.1538461538462,81.9672131147541,"AM",14.3952073787685
"881",881,893,"Fis-23818","Sphoeroides nephelus",NA,193762,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193762,"iucn",0,NA,4212762.5655496,2835438.68239579,2801140.45233952,34,33.0344827586207,32.9655172413793,50.7723995880536,"IUCN",15.2536291818011
"882",882,894,"Fis-23819","Sphoeroides spengleri",NA,193630,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193630,"iucn",0,NA,6492594.96346597,4125875.91313873,5867984.65964072,53.1043593130779,10.4359313077939,36.4597093791281,83.5758835758836,"AM",15.686172849053
"883",883,895,"Fis-23820","Sphoeroides testudineus",NA,193813,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193813,"iucn",0,NA,7429787.49891428,5566704.06701818,4871203.06850845,40.2582159624413,34.7809076682316,24.9608763693271,61.7276544691062,"IUCN",15.8210078158696
"884",884,896,"Fis-23826","Spondyliosoma cantharus",NA,170258,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170258,"iucn",0,NA,7978262.30525271,5445796.74987775,7324261.42320782,60.3364699173082,9.9515255203878,29.712004562304,85.841784989858,"AM",15.8922311894797
"885",885,897,"Fis-23845","Symphodus cinereus","LC",187714,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,3266679.48225116,1633979.64071235,3247492.97572232,49.188790560472,0.589970501474926,50.2212389380531,98.8148148148148,"AM",14.9992845781031
"886",886,898,"Fis-23846","Symphodus roissali","LC",187653,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,3429816.54805238,1845981.97229786,3280995.10162506,49.4397759103641,4.55182072829132,46.0084033613445,91.5693904020752,"AM",15.0480173331789
"887",887,899,"Fis-23847","Symphodus tinca","LC",187805,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,3430376.19374483,1691592.1385891,3192528.56900293,42.1089879688606,6.51096956829441,51.380042462845,86.608442503639,"AM",15.0481804906046
"888",888,900,"Fis-24372","Thalassoma pavo","LC",187418,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,4170110.78413703,2405782.59949729,3692029.07847488,47.1965495995071,10.6592729513247,42.1441774491682,81.5761448349308,"AM",15.2434531603614
"889",889,901,"Fis-24473","Calamus brachysomus",NA,47137465,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",47137465,"iucn",0,NA,2097558.01962148,775239.564019863,2088484.06675531,36.5819209039548,0.423728813559322,62.9943502824859,98.8549618320611,"AM",14.5562843782623
"890",890,902,"Fis-24480","Canthigaster rostrata",NA,193793,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193793,"iucn",0,NA,4885408.5008194,2800483.36117312,4142220.70653042,42.1772754312909,14.6341463414634,43.1885782272457,74.2408376963351,"AM",15.4017634634673
"891",891,903,"Fis-24491","Chasmodes bosquianus",NA,47140942,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",47140942,"iucn",0,NA,717813.903173481,630129.575550964,324261.320543787,33.9416058394161,53.2846715328467,12.7737226277372,72.65625,"IUCN",13.4839656266547
"892",892,904,"Fis-24499","Chromis cyanea","LC",165910,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",165910,"iucn",0,NA,4063916.35546906,2104877.36640242,4027854.45578074,51.1428571428571,0.928571428571429,47.9285714285714,98.2167352537723,"AM",15.2176576862051
"893",893,905,"Fis-24501","Chromis punctipinnis","LC",154831,"LC","Stable",NA,NA,"LC","iucn","DAMSELFISH",154831,"iucn",0,0,980174.61181099,906496.993955482,219663.979774507,15.9420289855072,75.9420289855072,8.11594202898551,66.2650602409639,"IUCN",13.7954860100928
"894",894,906,"Fis-24509","Clepticus parrae","LC",187546,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4842408.07085584,2846390.14010923,3993351.9389923,41.4912808177992,17.1377029464823,41.3710162357186,70.7692307692308,"AM",15.392922690264
"895",895,907,"Fis-24556","Dermatolepis inermis","NT",39303,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5,5552056.06094562,3799549.4601212,5062018.75084957,60.1578947368421,8.57894736842105,31.2631578947368,87.5191424196018,"AM",15.5296788785504
"896",896,908,"Fis-24648","Gonioplectrus hispanus","LC",132771,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA,5346199.7631231,3415657.29830381,4986215.41565801,57.4084199015856,6.61563696008748,35.975943138327,89.666951323655,"AM",15.4918965418222
"897",897,909,"Fis-24655","Halichoeres bivittatus","LC",187482,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,5100010.64036758,2669602.93114035,4654778.45792838,43.6249285305889,8.63350485991995,47.7415666094911,83.4792122538293,"AM",15.444753184039
"898",898,910,"Fis-24656","Halichoeres caudalis","LC",187405,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4120194.02247364,2133662.98315461,3688483.75103683,41.6022487702038,10.5411103302881,47.8566408995081,79.7843665768194,"AM",15.2314108130503
"899",899,911,"Fis-24657","Halichoeres cyanocephalus","LC",187512,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4637899.3770802,3229348.52658934,3047334.88649453,35.2718078381795,34.5132743362832,30.2149178255373,53.8610038610039,"IUCN",15.3497721012367
"900",900,912,"Fis-24658","Halichoeres garnoti","LC",187724,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4642512.01642542,2848293.96547292,3548536.45515781,37.8225298930145,23.5368156073002,38.6406544996853,61.6410256410256,"AM",15.3507661605579
"901",901,913,"Fis-24659","Halichoeres maculipinna","LC",187549,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4478646.88627199,2721640.76437723,3524562.67130823,39.621409921671,21.2793733681462,39.0992167101828,65.058949624866,"AM",15.3148315244553
"902",902,914,"Fis-24660","Halichoeres pictus","LC",187444,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4476704.72468015,2674373.04419134,3622473.92437549,40.6801831262263,19.2936559843035,40.0261608894702,67.8298800436205,"AM",15.3143977812129
"903",903,915,"Fis-24661","Halichoeres poeyi","LC",187584,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,4734528.99386436,2308119.16595921,4512029.66700142,43.9130434782609,4.6583850931677,51.4285714285714,90.4092071611253,"AM",15.3703928063418
"904",904,916,"Fis-24662","Halichoeres semicinctus","LC",183817,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,614018.909341935,312455.472047527,577992.946730667,44.9339207048458,5.72687224669604,49.3392070484581,88.695652173913,"AM",13.3277810036289
"905",905,917,"Fis-24677","Holacanthus ciliaris","LC",165883,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,5875651.70720808,2246494.65290227,5814270.49495446,37.5248508946322,1.04373757455268,61.4314115308151,97.2938144329897,"AM",15.5863275407288
"906",906,918,"Fis-24678","Holacanthus tricolor","LC",165879,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0,5539805.06238688,2387119.54206363,5427906.29538076,40.9619450317125,2.06131078224101,56.9767441860465,95.2088452088452,"AM",15.5274698708096
"907",907,919,"Fis-24687","Hypleurochilus aequipinnis",NA,185141,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185141,"iucn",0,NA,3528557.3845248,3200951.55143892,571552.957573148,6.75675675675676,84.0371621621622,9.20608108108108,42.3280423280423,"IUCN",15.0763996724408
"908",908,920,"Fis-24688","Hypleurochilus geminatus",NA,47141089,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",47141089,"iucn",0,NA,815044.395051799,414721.798904975,793608.170730022,48.6754966887417,2.64900662251656,48.6754966887417,94.8387096774194,"AM",13.6109978631956
"909",909,921,"Fis-24694","Hypsoblennius gentilis","LC",183611,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183611,"iucn",0,NA,1503561.83092184,1175907.21933566,623653.801860297,20.722433460076,56.2737642585551,23.0038022813688,47.3913043478261,"IUCN",14.2233474052222
"910",910,922,"Fis-24701","Hypsypops rubicundus","LC",183367,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",183367,"iucn",0,NA,756900.298946334,257446.808368115,696033.647364916,25.886524822695,7.80141843971631,66.3120567375886,76.8421052631579,"AM",13.5369868182586
"911",911,923,"Fis-24727","Lagodon rhomboides",NA,170250,"LC","Stable",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170250,"iucn",0,0,2191481.57204307,1514176.46681357,1811434.64908103,51.980198019802,16.5841584158416,31.4356435643564,75.812274368231,"AM",14.6000883899729
"912",912,924,"Fis-24803","Mycteroperca jordani","EN",14049,"EN","Decreasing",NA,NA,"EN","iucn","GROUPERS",NA,"iucn",0.6,-0.5,699595.297988739,228756.878915133,699595.297988739,32.295719844358,0,67.704280155642,100,"AM",13.4582573011045
"913",913,925,"Fis-24847","Parablennius marmoreus",NA,46104109,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46104109,"iucn",0,NA,5753374.20016142,2076902.08351556,5637349.73298183,34.4495180111618,2.08016235413496,63.4703196347032,94.3055555555556,"AM",15.5652970580829
"914",914,926,"Fis-24942","Scartella cristata",NA,198632,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",198632,"iucn",0,0,23462006.0632662,14065188.3603953,15369231.7927178,25.7498256219484,32.3296907695885,41.9204836084632,44.3354683746998,"AM",16.970892907477
"915",915,927,"Fis-24997","Sparisoma atomarium","LC",190768,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,4757852.37218885,2812877.3714494,4022410.80941687,43.9069197795468,15.003061849357,41.0900183710961,74.5322245322245,"AM",15.375306942081
"916",916,928,"Fis-24998","Sparisoma radians","LC",190712,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,5861748.62376934,2921463.87027639,5110400.89048613,37.0797792272955,12.9453085800301,49.9749121926744,74.1223671013039,"AM",15.5839585170014
