am_sid,sciname,am_class,iucn_sid,sciname_iucn,iucn_class,class
W-Msc-215441,Conus catus,Gastropoda,192367,Conus catus,Gastropoda,Gastropoda
W-Msc-426447,Conus centurio,Gastropoda,192831,Conus centurio,Gastropoda,Gastropoda
W-Msc-430457,Conus chaldaeus,Gastropoda,192580,Conus chaldaeus,Gastropoda,Gastropoda
W-Msc-215433,Conus coccineus,Gastropoda,192393,Conus coccineus,Gastropoda,Gastropoda
W-Msc-215437,Conus coelinae,Gastropoda,192328,Conus coelinae,Gastropoda,Gastropoda
W-Msc-215446,Conus coronatus,Gastropoda,192636,Conus coronatus,Gastropoda,Gastropoda
W-Msc-215474,Conus cylindraceus,Gastropoda,192793,Conus cylindraceus,Gastropoda,Gastropoda
W-Msc-420208,Conus daucus,Gastropoda,192370,Conus daucus,Gastropoda,Gastropoda
W-Msc-215530,Conus distans,Gastropoda,192305,Conus distans,Gastropoda,Gastropoda
W-Msc-215436,Conus ebraeus,Gastropoda,192611,Conus ebraeus,Gastropoda,Gastropoda
W-Msc-215514,Conus emaciatus,Gastropoda,192342,Conus emaciatus,Gastropoda,Gastropoda
W-Msc-215538,Conus ermineus,Gastropoda,192578,Conus ermineus,Gastropoda,Gastropoda
W-Msc-215518,Conus flavidus,Gastropoda,192562,Conus flavidus,Gastropoda,Gastropoda
SLB-120088,Conus floridulus,Gastropoda,192380,Conus floridulus,Gastropoda,Gastropoda
W-Msc-215561,Conus frigidus,Gastropoda,192419,Conus frigidus,Gastropoda,Gastropoda
W-Msc-215520,Conus generalis,Gastropoda,192460,Conus generalis,Gastropoda,Gastropoda
W-Msc-215499,Conus geographus,Gastropoda,192772,Conus geographus,Gastropoda,Gastropoda
W-Msc-215567,Conus glans,Gastropoda,192722,Conus glans,Gastropoda,Gastropoda
W-Msc-420211,Conus granulatus,Gastropoda,192624,Conus granulatus,Gastropoda,Gastropoda
W-Msc-215501,Conus imperialis,Gastropoda,192593,Conus imperialis,Gastropoda,Gastropoda
W-Msc-215464,Conus leopardus,Gastropoda,192386,Conus leopardus,Gastropoda,Gastropoda
W-Msc-428185,Conus lischkeanus,Gastropoda,192269,Conus lischkeanus,Gastropoda,Gastropoda
W-Msc-215430,Conus litoglyphus,Gastropoda,192378,Conus litoglyphus,Gastropoda,Gastropoda
W-Msc-215522,Conus litteratus,Gastropoda,192719,Conus litteratus,Gastropoda,Gastropoda
W-Msc-215541,Conus lividus,Gastropoda,192844,Conus lividus,Gastropoda,Gastropoda
W-Msc-215551,Conus magnificus,Gastropoda,192573,Conus magnificus,Gastropoda,Gastropoda
W-Msc-215429,Conus magus,Gastropoda,192549,Conus magus,Gastropoda,Gastropoda
W-Msc-215457,Conus marmoreus,Gastropoda,192701,Conus marmoreus,Gastropoda,Gastropoda
W-Msc-420213,Conus mazei,Gastropoda,192553,Conus mazei,Gastropoda,Gastropoda
W-Msc-215479,Conus miles,Gastropoda,192634,Conus miles,Gastropoda,Gastropoda
W-Msc-215533,Conus miliaris,Gastropoda,192590,Conus miliaris,Gastropoda,Gastropoda
W-Msc-215487,Conus moluccensis,Gastropoda,192362,Conus moluccensis,Gastropoda,Gastropoda
W-Msc-215428,Conus moreleti,Gastropoda,192564,Conus moreleti,Gastropoda,Gastropoda
W-Msc-215434,Conus nussatella,Gastropoda,192318,Conus nussatella,Gastropoda,Gastropoda
SLB-100621,Conus omaria,Gastropoda,192819,Conus omaria,Gastropoda,Gastropoda
W-Msc-215454,Conus pertusus,Gastropoda,192879,Conus pertusus,Gastropoda,Gastropoda
W-Msc-428247,Conus praecellens,Gastropoda,192276,Conus praecellens,Gastropoda,Gastropoda
W-Msc-215492,Conus pulicarius,Gastropoda,192506,Conus pulicarius,Gastropoda,Gastropoda
W-Msc-215439,Conus quercinus,Gastropoda,192812,Conus quercinus,Gastropoda,Gastropoda
W-Msc-428259,Conus radiatus,Gastropoda,192654,Conus radiatus,Gastropoda,Gastropoda
W-Msc-215458,Conus rattus,Gastropoda,192428,Conus rattus,Gastropoda,Gastropoda
W-Msc-420220,Conus regius,Gastropoda,192869,Conus regius,Gastropoda,Gastropoda
W-Msc-215432,Conus spectrum,Gastropoda,192647,Conus spectrum,Gastropoda,Gastropoda
W-Msc-215451,Conus sponsalis,Gastropoda,192674,Conus sponsalis,Gastropoda,Gastropoda
W-Msc-215466,Conus striatus,Gastropoda,192321,Conus striatus,Gastropoda,Gastropoda
W-Msc-428375,Conus suratensis,Gastropoda,192614,Conus suratensis,Gastropoda,Gastropoda
W-Msc-215488,Conus tenuistriatus,Gastropoda,192648,Conus tenuistriatus,Gastropoda,Gastropoda
W-Msc-426373,Conus teramachii,Gastropoda,192681,Conus teramachii,Gastropoda,Gastropoda
W-Msc-215550,Conus terebra,Gastropoda,192586,Conus terebra,Gastropoda,Gastropoda
W-Msc-215519,Conus tessulatus,Gastropoda,192743,Conus tessulatus,Gastropoda,Gastropoda
W-Msc-215529,Conus textile,Gastropoda,192316,Conus textile,Gastropoda,Gastropoda
W-Msc-215503,Conus tulipa,Gastropoda,192789,Conus tulipa,Gastropoda,Gastropoda
W-Msc-215569,Conus virgo,Gastropoda,192853,Conus virgo,Gastropoda,Gastropoda
W-Oct-289710,Convexella magelhaenica,Anthozoa,NA,NA,NA,Anthozoa
SLB-189656,Corallianassa coutierei,Malacostraca,NA,NA,NA,Malacostraca
ITS-612245,Coralliocaris graminea,Malacostraca,NA,NA,NA,Malacostraca
ITS-612247,Coralliocaris nudirostris,Malacostraca,NA,NA,NA,Malacostraca
ITS-612249,Coralliocaris superba,Malacostraca,NA,NA,NA,Malacostraca
ITS-612251,Coralliocaris viridis,Malacostraca,NA,NA,NA,Malacostraca
SLB-189657,Coralliogalathea humilis,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-419932,Coralliophila aberrans,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-208126,Coralliophila erosa,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-549942,Coralliophila monodonta,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-208127,Coralliophila radula,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-208125,Coralliophila violacea,Gastropoda,NA,NA,NA,Gastropoda
W-Oct-125416,Corallium rubrum,Anthozoa,NA,NA,NA,Anthozoa
W-Msc-139410,Corbula gibba,Bivalvia,NA,NA,NA,Bivalvia
SLB-120087,Corculum cardissum,Bivalvia,NA,NA,NA,Bivalvia
URM-2-2042,Corella eumyota,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2047,Corella parallelogramma,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2048,Corella willmeriana,Ascidiacea,NA,NA,NA,Ascidiacea
W-Msc-420559,Corolla ovata,Gastropoda,NA,NA,NA,Gastropoda
W-Ase-123817,Coronaster volsellatus,Asteroidea,NA,NA,NA,Asteroidea
URM-2-2057,Corynascidia suhmi,Ascidiacea,NA,NA,NA,Ascidiacea
W-Hyd-151860,Coryne eximia,Hydrozoa,NA,NA,NA,Hydrozoa
URM-Cn-6122,Coscinaraea columna,Anthozoa,133428,Coscinaraea columna,Anthozoa,Anthozoa
URM-Cn-6124,Coscinaraea exaesa,Anthozoa,NA,NA,NA,Anthozoa
SLB-117467,Coscinaraea exesa,Anthozoa,133176,Coscinaraea exesa,Anthozoa,Anthozoa
URM-Cn-6128,Coscinaraea mcneilli,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-6129,Coscinaraea monile,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-6130,Coscinaraea wellsi,Anthozoa,133408,Coscinaraea wellsi,Anthozoa,Anthozoa
SLB-142577,Coscinodiscus wailesii,Coscinodiscophyceae,NA,NA,NA,Coscinodiscophyceae
W-Msc-141714,Cosmotriphora melanura,Gastropoda,NA,NA,NA,Gastropoda
W-Pol-129984,Cossura longocirrata,Polychaeta,NA,NA,NA,Polychaeta
W-Sca-344560,Costentalina pacifica,Scaphopoda,NA,NA,NA,Scaphopoda
W-Iso-259908,Crabyzos longicaudatus,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-181386,Cranchia scabra,Cephalopoda,NA,NA,NA,Cephalopoda
ITS-97118,Crangon crangon,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-420269,Crassispira fuscescens,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-433422,Crassispira pellisphocae,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-420777,Crassostrea rhizophorae,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-140657,Crassostrea virginica,Bivalvia,NA,NA,NA,Bivalvia
SLB-184897,Crenarctus bicuspidatus,Malacostraca,185093,Crenarctus bicuspidatus,Malacostraca,Malacostraca
SLB-184899,Crenarctus crenatus,Malacostraca,185020,Crenarctus crenatus,Malacostraca,Malacostraca
W-Msc-140440,Crenella decussata,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-139034,Creseis acicula,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139035,Creseis virgula,Gastropoda,NA,NA,NA,Gastropoda
URM-Cn-5122,Crispatotrochus galapagensis,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5127,Crispatotrochus rubescens,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5128,Crispatotrochus rugosus,Anthozoa,NA,NA,NA,Anthozoa
Rep-3445,Crocodylus acutus,Reptilia,5659,Crocodylus acutus,Reptilia,Reptilia
Rep-3460,Crocodylus porosus,Reptilia,5668,Crocodylus porosus,Reptilia,Reptilia
W-Bch-241109,Cronius ruber,Malacostraca,NA,NA,NA,Malacostraca
Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,Crosnierita yante,Malacostraca,NA,NA,NA,Malacostraca
W-Ase-124154,Crossaster papposus,Asteroidea,NA,NA,NA,Asteroidea
W-Bch-442176,Crossotonotus spinipes,Malacostraca,NA,NA,NA,Malacostraca
W-Hyd-285794,Crypthelia pudica,Hydrozoa,NA,NA,NA,Hydrozoa
W-Msc-240776,Cryptochiton stelleri,Polyplacophora,NA,NA,NA,Polyplacophora
Hex-48,Cryptodendrum adhaesivum,Anthozoa,NA,NA,NA,Anthozoa
W-Bch-209468,Cryptodromia canaliculata,Malacostraca,NA,NA,NA,Malacostraca
SLB-9970,Cryptodromia fallax,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209463,Cryptodromia hilgendorfi,Malacostraca,NA,NA,NA,Malacostraca
SLB-9975,Cryptodromiopsis unidentata,Malacostraca,NA,NA,NA,Malacostraca
ITS-97953,Cryptolithodes sitchensis,Malacostraca,NA,NA,NA,Malacostraca
ITS-97954,Cryptolithodes typicus,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-394290,Cryptopecten bullatus,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-394289,Cryptopecten nux,Bivalvia,NA,NA,NA,Bivalvia
W-Bch-440316,Cryptosoma bairdii,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-464122,Ctena bella,Bivalvia,NA,NA,NA,Bivalvia
URM-Cn-5749,Ctenactis albitentaculata,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5750,Ctenactis crassa,Anthozoa,133110,Ctenactis crassa,Anthozoa,Anthozoa
URM-Cn-5751,Ctenactis echinata,Anthozoa,133148,Ctenactis echinata,Anthozoa,Anthozoa
W-Ase-123915,Ctenodiscus crispatus,Asteroidea,NA,NA,NA,Asteroidea
W-Msc-505429,Ctenoides scabra,Bivalvia,NA,NA,NA,Bivalvia
SLB-157917,Cuapetes amymone,Malacostraca,NA,NA,NA,Malacostraca
SLB-157925,Cuapetes elegans,Malacostraca,NA,NA,NA,Malacostraca
SLB-157916,Cuapetes grandis,Malacostraca,NA,NA,NA,Malacostraca
SLB-158179,Cuapetes tenuipes,Malacostraca,NA,NA,NA,Malacostraca
SLB-68824,Cucullaea labiata,Bivalvia,NA,NA,NA,Bivalvia
W-Ase-212298,Culcita novaeguineae,Asteroidea,NA,NA,NA,Asteroidea
URM-2-3534,Culeolus antarcticus,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3539,Culeolus herdmani,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3549,Culeolus recumbens,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3552,Culeolus suhmi,Ascidiacea,NA,NA,NA,Ascidiacea
URM-Cn-6109,Culicia rubeola,Anthozoa,NA,NA,NA,Anthozoa
SLB-116745,Cumella australis,Malacostraca,NA,NA,NA,Malacostraca
SLB-8763,Cumella garrityi,Malacostraca,NA,NA,NA,Malacostraca
SLB-116794,Cumella schieckei,Malacostraca,NA,NA,NA,Malacostraca
W-Hyd-221241,Cunina duplicata,Hydrozoa,NA,NA,NA,Hydrozoa
W-Bry-422270,Cupuladria surinamensis,Gymnolaemata,NA,NA,NA,Gymnolaemata
W-Msc-532258,Cuthona tina,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-141636,Cuthona viridis,Gastropoda,NA,NA,NA,Gastropoda
W-Iso-118474,Cyathura carinata,Malacostraca,NA,NA,NA,Malacostraca
W-Ase-172748,Cycethra verrucosa,Asteroidea,NA,NA,NA,Asteroidea
W-Cum-181693,Cyclaspis gigas,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-210147,Cyclax suborbicularis,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-367957,Cyclina sinensis,Bivalvia,NA,NA,NA,Bivalvia
W-Bch-557899,Cycloachelous granulatus,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-197132,Cyclocardia astartoides,Bivalvia,NA,NA,NA,Bivalvia
W-Bch-444085,Cyclodius granulosus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-444088,Cyclodius nitidus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-444087,Cyclodius obscurus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-444090,Cyclodius ungulatus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-440319,Cycloes marisrubri,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-444708,Cyclograpsus cinereus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-209414,Cyclograpsus integer,Malacostraca,NA,NA,NA,Malacostraca
SLB-117471,Cycloseris patelliformis,Anthozoa,NA,NA,NA,Anthozoa
SLB-117474,Cycloseris vaughani,Anthozoa,NA,NA,NA,Anthozoa
W-Msc-419656,Cyclostremiscus beauii,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-160251,Cyclostremiscus pentagonus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-420577,Cyerce antillensis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139474,Cylichna alba,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139476,Cylichna cylindracea,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139478,Cylichna occulta,Gastropoda,NA,NA,NA,Gastropoda
SLB-72717,Cylichna verrilli,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-141103,Cymatium aquatile,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-225025,Cymatium femorale,Gastropoda,NA,NA,NA,Gastropoda
SLB-93334,Cymatium intermedium,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-211062,Cymatium lotorium,Gastropoda,NA,NA,NA,Gastropoda
SLB-76671,Cymatium muricinum,Gastropoda,NA,NA,NA,Gastropoda
SLB-76672,Cymatium nicobaricum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-211082,Cymatium pileare,Gastropoda,NA,NA,NA,Gastropoda
SLB-76678,Cymatium pyrum,Gastropoda,NA,NA,NA,Gastropoda
SLB-76679,Cymatium rehderi,Gastropoda,NA,NA,NA,Gastropoda
SLB-76681,Cymatium rubeculum,Gastropoda,NA,NA,NA,Gastropoda
W-Bch-208971,Cymo andreossyi,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-208970,Cymo deplanatus,Malacostraca,NA,NA,NA,Malacostraca
SLB-114129,Cymo melanodactylus,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-208972,Cymo quadrilobatus,Malacostraca,NA,NA,NA,Malacostraca
W-Iso-175206,Cymodocella tubicauda,Malacostraca,NA,NA,NA,Malacostraca
URM-Cn-5861,Cynarina lacrymalis,Anthozoa,NA,NA,NA,Anthozoa
URM-Cn-5510,Cyphastrea chalcidicum,Anthozoa,133325,Cyphastrea chalcidicum,Anthozoa,Anthozoa
URM-Cn-5514,Cyphastrea microphthalma,Anthozoa,133648,Cyphastrea microphthalma,Anthozoa,Anthozoa
URM-Cn-5516,Cyphastrea serailia,Anthozoa,NA,NA,NA,Anthozoa
W-Msc-419732,Cyphoma signatum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216764,Cypraea arabica,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216786,Cypraea argus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216845,Cypraea asellus,Gastropoda,NA,NA,NA,Gastropoda
SLB-93181,Cypraea bouteti,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216758,Cypraea caputserpentis,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216762,Cypraea carneola,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216822,Cypraea caurica,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216772,Cypraea eglantina,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216790,Cypraea erosa,Gastropoda,NA,NA,NA,Gastropoda
SLB-98911,Cypraea errones,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216828,Cypraea fimbriata,Gastropoda,NA,NA,NA,Gastropoda
SLB-98922,Cypraea helvola,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216844,Cypraea isabella,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216770,Cypraea leviathan,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216782,Cypraea mappa,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216779,Cypraea mauritiana,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216838,Cypraea moneta,Gastropoda,NA,NA,NA,Gastropoda
SLB-93230,Cypraea obvelata,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216750,Cypraea onyx,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216795,Cypraea poraria,Gastropoda,NA,NA,NA,Gastropoda
SLB-93240,Cypraea schilderorum,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216802,Cypraea scurra,Gastropoda,NA,NA,NA,Gastropoda
SLB-98951,Cypraea stolida,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-216843,Cypraea tigris,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-578039,Cypraea ventriculus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-217000,Cypraecassis rufa,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-224277,Cypraecassis testiculus,Gastropoda,NA,NA,NA,Gastropoda
W-Bch-441885,Cyrtomaia lamellata,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-208895,Cyrtomaia murrayi,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-156840,Cyrtopleura costata,Bivalvia,NA,NA,NA,Bivalvia
URM-2-2761,Cystodytes dellechiajei,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2765,Cystodytes lobatus,Ascidiacea,NA,NA,NA,Ascidiacea
ITS-Mam-180657,Cystophora cristata,Mammalia,6204,Cystophora cristata,Mammalia,Mammalia
SLB-132132,Cystophora retroflexa,Phaeophyceae,NA,NA,NA,Phaeophyceae
URM-Cn-5131,Dactylotrochus cervicornis,Anthozoa,NA,NA,NA,Anthozoa
W-Bch-107426,Daira perlata,Malacostraca,NA,NA,NA,Malacostraca
W-Bch-220551,Daldorfia horrida,Malacostraca,NA,NA,NA,Malacostraca
SLB-30500,Dallina septigera,Articulata,NA,NA,NA,Articulata
SLB-190516,Danafungia scruposa,Anthozoa,133308,Fungia scruposa,Anthozoa,Anthozoa
W-Bch-444128,Danielea noelensis,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-420373,Daphnella lymneiformis,Gastropoda,NA,NA,NA,Gastropoda
SLB-101147,Dardanus arrosor,Malacostraca,NA,NA,NA,Malacostraca
SLB-118014,Dardanus australis,Malacostraca,NA,NA,NA,Malacostraca
ITS-660169,Dardanus brachyops,Malacostraca,NA,NA,NA,Malacostraca
SLB-155691,Dardanus dearmatus,Malacostraca,NA,NA,NA,Malacostraca
ITS-660170,Dardanus deformis,Malacostraca,NA,NA,NA,Malacostraca
ITS-660171,Dardanus gemmatus,Malacostraca,NA,NA,NA,Malacostraca
ITS-660172,Dardanus guttatus,Malacostraca,NA,NA,NA,Malacostraca
SLB-129408,Dardanus hessii,Malacostraca,NA,NA,NA,Malacostraca
ITS-660173,Dardanus lagopodes,Malacostraca,NA,NA,NA,Malacostraca
ITS-660174,Dardanus megistos,Malacostraca,NA,NA,NA,Malacostraca
ITS-660175,Dardanus pedunculatus,Malacostraca,NA,NA,NA,Malacostraca
ITS-660176,Dardanus sanguinocarpus,Malacostraca,NA,NA,NA,Malacostraca
SLB-118046,Dardanus scutellatus,Malacostraca,NA,NA,NA,Malacostraca
SLB-118047,Dardanus setifer,Malacostraca,NA,NA,NA,Malacostraca
SLB-155695,Dardanus woodmasoni,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-394350,Decatopecten amiculum,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-394351,Decatopecten radula,Bivalvia,NA,NA,NA,Bivalvia
W-Cha-370469,Decipisagitta decipiens,Not assigned,NA,NA,NA,Not assigned
URM-2-637,Decolopoda australis,Pycnogonida,NA,NA,NA,Pycnogonida
W-Msc-391793,Delectopecten musorstomi,Bivalvia,NA,NA,NA,Bivalvia
W-Msc-140702,Delectopecten vitreus,Bivalvia,NA,NA,NA,Bivalvia
ITS-Mam-180483,Delphinapterus leucas,Mammalia,6335,Delphinapterus leucas,Mammalia,Mammalia
ITS-Mam-555654,Delphinus capensis,Mammalia,6337,Delphinus capensis,Mammalia,Mammalia
ITS-Mam-180438,Delphinus delphis,Mammalia,6336,Delphinus delphis,Mammalia,Mammalia
W-Msc-506716,Dendostrea folium,Bivalvia,NA,NA,NA,Bivalvia
URM-2-3818,Dendrodoa grossularia,Ascidiacea,NA,NA,NA,Ascidiacea
W-Msc-139519,Dendrodoris nigra,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-537016,Dendrodoris tuberculosa,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139523,Dendronotus frondosus,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-548245,Dendronotus iris,Gastropoda,NA,NA,NA,Gastropoda
SLB-93045,Dendropoma maximum,Gastropoda,NA,NA,NA,Gastropoda
W-Sca-344127,Dentalium aciculum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-211854,Dentalium aprinum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-211851,Dentalium bisexangulatum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-211855,Dentalium elephantinum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344156,Dentalium katchekense,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344159,Dentalium laqueatum,Scaphopoda,NA,NA,NA,Scaphopoda
SLB-96787,Dentalium octangulatum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344172,Dentalium oerstedii,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344175,Dentalium pluricostatum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-224573,Dentalium strigatum,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344183,Dentalium vallicolens,Scaphopoda,NA,NA,NA,Scaphopoda
W-Sca-344184,Dentalium variabile,Scaphopoda,NA,NA,NA,Scaphopoda
W-Msc-413442,Depressigyra globulus,Gastropoda,NA,NA,NA,Gastropoda
W-Por-134068,Dercitus bucklandi,Demospongiae,NA,NA,NA,Demospongiae
Rep-4381,Dermochelys coriacea,Reptilia,6494,Dermochelys coriacea,Reptilia,Reptilia
W-Msc-406301,Dermomurex pauperculus,Gastropoda,NA,NA,NA,Gastropoda
URM-Cn-5160,Desmophyllum dianthus,Anthozoa,NA,NA,NA,Anthozoa
ITS-93666,Dexamine spinosa,Malacostraca,NA,NA,NA,Malacostraca
SLB-184695,Diacanthurus ecphyma,Malacostraca,NA,NA,NA,Malacostraca
W-Msc-405962,Diacavolinia longirostris,Gastropoda,NA,NA,NA,Gastropoda
W-Msc-139041,Diacria atlantica,Gastropoda,NA,NA,NA,Gastropoda
W-Ech-124332,Diadema antillarum,Echinoidea,NA,NA,NA,Echinoidea
SLB-92743,Diadema savignyi,Echinoidea,NA,NA,NA,Echinoidea
W-Ech-213372,Diadema setosum,Echinoidea,NA,NA,NA,Echinoidea
Hex-1985,Diadumene cincta,Anthozoa,NA,NA,NA,Anthozoa
SLB-97626,Diadumene lineata,Anthozoa,NA,NA,NA,Anthozoa
W-Msc-139557,Diaphana minuta,Gastropoda,NA,NA,NA,Gastropoda
W-Cum-181926,Diastylis anderssoni,Malacostraca,NA,NA,NA,Malacostraca
W-Cum-181936,Diastylis corniculata,Malacostraca,NA,NA,NA,Malacostraca
W-Cum-181965,Diastylis mawsoni,Malacostraca,NA,NA,NA,Malacostraca
W-Cum-181999,Diastylopsis annulata,Malacostraca,NA,NA,NA,Malacostraca
W-Cum-182004,Diastylopsis goekei,Malacostraca,NA,NA,NA,Malacostraca
URM-2-3827,Dicarpa insinuosa,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3829,Dicarpa pacifica,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3830,Dicarpa simplex,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-3832,Dicarpa tricostata,Ascidiacea,NA,NA,NA,Ascidiacea
W-Msc-396664,Dicathais orbita,Gastropoda,NA,NA,NA,Gastropoda
URM-Cn-5814,Dichocoenia stokesi,Anthozoa,133102,Dichocoenia stokesii,Anthozoa,Anthozoa
SLB-131828,Dictyopteris delicatula,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-131831,Dictyopteris jamaicensis,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-131834,Dictyota bartayresiana,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-131835,Dictyota ciliolata,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-152084,Dictyota dichotoma,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-154657,Dictyota implexa,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-132221,Dictyota intermedia,Phaeophyceae,NA,NA,NA,Phaeophyceae
SLB-154656,Dictyota linearis,Phaeophyceae,NA,NA,NA,Phaeophyceae
URM-2-2120,Didemnum biglans,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2126,Didemnum candidum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2128,Didemnum carnulentum,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-97323,Didemnum duplicatum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2168,Didemnum grande,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2169,Didemnum granulatum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2194,Didemnum maculosum,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2200,Didemnum membranaceum,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-37110,Didemnum molle,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2209,Didemnum moseleyi,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2213,Didemnum nekozita,Ascidiacea,NA,NA,NA,Ascidiacea
URM-2-2230,Didemnum perlucidum,Ascidiacea,NA,NA,NA,Ascidiacea
SLB-96266,Didemnum psammatode,Ascidiacea,NA,NA,NA,Ascidiacea
