am_sid,sciname,am_class,iucn_sid,sciname_iucn,iucn_class,class
Fis-144473,Holtbyrnia conocephala,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134103,Holtbyrnia intermedia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54536,Hoplichthys fasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143862,Hoplichthys pectoralis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47270,Hoplolatilus chlupatyi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161163,Hoplolatilus erdmanni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35449,Hoplolatilus marcosi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132594,Hoplolatilus pohle,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47272,Hoplolatilus purpureus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47736,Hoplostethus druzhinini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47659,Hoplostethus gigas,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47748,Hoplostethus japonicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47779,Hoplostethus metallicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47731,Hoplostethus mikhailini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47673,Hoplostethus shubnikovi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143711,Hoplunnis megista,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149520,Hoplunnis schmidti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54480,Hozukius guyotensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24054,Huso huso,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33126,Hydrolagus alberti,Holocephali,NA,NA,NA,Holocephali
Fis-158311,Hydrolagus alphus,Holocephali,NA,NA,NA,Holocephali
Fis-28716,Hydrolagus barbouri,Holocephali,NA,NA,NA,Holocephali
Fis-26603,Hydrolagus deani,Holocephali,NA,NA,NA,Holocephali
Fis-161515,Hydrolagus marmoratus,Holocephali,NA,NA,NA,Holocephali
Fis-153524,Hydrolagus matallanasi,Holocephali,NA,NA,NA,Holocephali
Fis-26520,Hydrolagus purpurescens,Holocephali,NA,NA,NA,Holocephali
Fis-134153,Hygophum bruuni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162335,Hymenocephalus aeger,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127050,Hymenocephalus antraeus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126938,Hymenocephalus neglectissimus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143992,Hymenocephalus nesaeae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126939,Hymenocephalus semipellucidus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24684,Hyperoglyphe bythites,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-59922,Hyperoglyphe pringlei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49046,Hypleurochilus bananensis,Actinopterygii,154753,Hypleurochilus bananensis,Actinopterygii,Actinopterygii
Fis-168611,Hypleurochilus brasil,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150312,Hypleurochilus caudovittatus,Actinopterygii,196687,Hypleurochilus caudovittatus,Actinopterygii,Actinopterygii
Fis-27546,Hypleurochilus langi,Actinopterygii,185170,Hypleurochilus langi,Actinopterygii,Actinopterygii
Fis-145639,Hypleurochilus multifilis,Actinopterygii,196688,Hypleurochilus multifilis,Actinopterygii,Actinopterygii
Fis-150314,Hypleurochilus pseudoaequipinnis,Actinopterygii,47141104,Hypleurochilus pseudoaequipinnis,Actinopterygii,Actinopterygii
Fis-167351,Hypoatherina celebesensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167352,Hypoatherina macrophthalma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123648,Hypomesus japonicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150365,Hypoplectrodes cardinalis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114209,Hypoplectrodes huntii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22612,Hypoplectrodes jamesoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50240,Hyporhamphus melanopterus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50000,Hyporhamphus sajori,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123700,Hypsagonus corniger,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56941,Hypseleotris leuciscus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112355,Hypselognathus horridus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162107,Icelinus limbaughi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150550,Icelinus pietschi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54558,Icelus ochotensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54553,Icelus perminovi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123652,Icelus rastrinoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123653,Icelus stenosomus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-118052,Idiastion kyphos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116293,Idiastion pacificum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-154197,Idiotropiscis lumnitzeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53628,Ijimaia dofleini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26543,Ijimaia plicatellus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30148,Ilisha macrogaster,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30151,Ilisha striatula,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-133346,Ilyophis arx,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127126,Ilyophis nigeli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170053,Indobatis ori,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-163875,Inegocia ochiaii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146177,Iniistius auropunctatus,Actinopterygii,187592,Iniistius auropunctatus,Actinopterygii,Actinopterygii
Fis-153058,Iniistius bimaculatus,Actinopterygii,187727,Iniistius bimaculatus,Actinopterygii,Actinopterygii
Fis-146182,Iniistius celebicus,Actinopterygii,187610,Iniistius celebicus,Actinopterygii,Actinopterygii
Fis-159650,Iniistius griffithsi,Actinopterygii,187657,Iniistius griffithsi,Actinopterygii,Actinopterygii
Fis-162865,Iniistius trivittatus,Actinopterygii,187412,Iniistius trivittatus,Actinopterygii,Actinopterygii
Fis-146183,Iniistius umbrilatus,Actinopterygii,187399,Iniistius umbrilatus,Actinopterygii,Actinopterygii
Fis-159585,Insentiraja subtilispinosa,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-143854,Ipnops meadi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161235,Irolita westraliensis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-47543,Iso hawaiiensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-61834,Istiblennius colei,Actinopterygii,180125,Istiblennius colei,Actinopterygii,Actinopterygii
Fis-61831,Istiblennius flaviumbrinus,Actinopterygii,48342133,Istiblennius flaviumbrinus,Actinopterygii,Actinopterygii
Fis-61136,Istiblennius pox,Actinopterygii,46079816,Istiblennius pox,Actinopterygii,Actinopterygii
Fis-54244,Istiblennius rivulatus,Actinopterygii,48342441,Istiblennius rivulatus,Actinopterygii,Actinopterygii
Fis-58117,Istiblennius unicolor,Actinopterygii,48342337,Istiblennius unicolor,Actinopterygii,Actinopterygii
Fis-30927,Istigobius hoesei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23631,Istigobius hoshinonis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148610,Itycirrhitus wilhelmi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27281,Japonoconger africanus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143316,Japonoconger caribbeus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143343,Japonoconger sivicolus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150001,Japonolycodes abei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170287,Jaydia albomarginatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170290,Jaydia hungi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-165215,Jaydia photogaster,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47000,Johnius australis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-63683,Johnius fuscolineatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62602,Johnius goldmani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-48324,Johnius grypotus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47024,Johnius heterolepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47026,Johnius latifrons,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47408,Johnius novaeguineae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47409,Johnius pacificus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29424,Joturus pichardi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47242,Kalyptatherina helodes,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35250,Kanekonia queenslandica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112883,Karalepis stewarti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150059,Kasatkia memorabilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164964,Kathetostoma binigrasella,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112385,Kimblaeus bassensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148915,Kopua kuiteri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-115507,Kopua nuimata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54406,Krusensterniella multispinosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27539,Kuhlia caudavittata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148999,Kuhlia petiti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-61493,Kumba japonica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-61498,Kumba punctulata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-48976,Kuronezumia macronema,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126946,Kuronezumia pallida,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161685,Kyonemichthys rumengani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114086,Labichthys yanoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144268,Labracinus atrofasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146027,Labrisomus cricota,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53239,Laemonema filodorsale,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132757,Laemonema macronema,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53227,Laemonema nana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112702,Laemonema robustum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-4841,Laemonema yarrellii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54504,Laeops cypho,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47573,Laeops gracilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32465,Laeops nigromaculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134084,Lagocephalus suezensis,Actinopterygii,193628,Lagocephalus suezensis,Actinopterygii,Actinopterygii
Fis-161616,Laiphognathus longispinis,Actinopterygii,48342410,Laiphognathus longispinis,Actinopterygii,Actinopterygii
Fis-148497,Lamiopsis temminckii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-52897,Lampanyctus simulator,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132055,Lamprogrammus shcherbachevi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-155666,Larsonella pumila,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124378,Lasiognathus intermedius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124379,Lasiognathus saccostoma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124377,Lasiognathus waltoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164109,Latropiscis purpurissatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23169,Lebetus guilleti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144420,Leiognathus parviceps,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144848,Lepadichthys springeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167270,Lepidamia kalosoma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170333,Lepidamia omanensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112703,Lepidion guentheri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124392,Lepidotrigla annamarae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33808,Lepidotrigla dieuzeidei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145411,Lepidotrigla larsoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124394,Lepidotrigla musorstom,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124396,Lepidotrigla nana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35471,Lepidotrigla sayademalha,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167926,Lepophidium collettei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167944,Lepophidium crossotum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167929,Lepophidium entomelan,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-169714,Lepophidium gilmorei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29015,Lepophidium microlepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-169713,Lepophidium robustum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167927,Lepophidium zophochir,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170060,Leptaulopus damasi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170071,Leptaulopus erythrozonatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132064,Leptobrotula breviventralis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127528,Leptochilichthys microlepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27315,Leptochilichthys pinguis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144092,Leptoderma affinis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52338,Leptoderma lubricum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-59735,Leptojulis chrysotaenia,Actinopterygii,187749,Leptojulis chrysotaenia,Actinopterygii,Actinopterygii
Fis-59762,Leptojulis lambdastigma,Actinopterygii,187375,Leptojulis lambdastigma,Actinopterygii,Actinopterygii
Fis-59764,Leptojulis polylepis,Actinopterygii,187815,Leptojulis polylepis,Actinopterygii,Actinopterygii
Fis-59763,Leptojulis urostigma,Actinopterygii,187463,Leptojulis urostigma,Actinopterygii,Actinopterygii
Fis-112402,Leptonotus norae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138874,Leptostichaeus pumilus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62383,Leptostomias leptobolus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32335,Leptostomias macronema,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52694,Leptostomias multifilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52697,Leptostomias robustus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49816,Lestidiops distans,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139522,Lestidiops neles,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52935,Lestidium prolixum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143857,Lestrolepis luetkeni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52478,Lesueurigobius heterofasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-130823,Lethogoleos andersoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116585,Letholycus microphthalmus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54868,Lethotremus awae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30228,Lethrinus enigmaticus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138091,Leucicorus atlanticus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132549,Leucoraja melitensis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-49639,Leurochilus acon,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114204,Limnichthys polyactis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-121626,Lindbergichthys mizops,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-63129,Linophryne algibarbata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50627,Linophryne arcturi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159060,Linophryne bicornis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144503,Linophryne bipennata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139490,Linophryne brevibarbata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149171,Linophryne escaramosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144634,Linophryne macrodon,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139501,Linophryne maderensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139502,Linophryne polypogon,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50635,Linophryne racemifera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139503,Linophryne sexfilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161496,Liocranium pleurostigma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22363,Liocranium praepositum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28654,Liopropoma aurora,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32818,Liopropoma collettei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35390,Liopropoma lemniscatum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150446,Liopropoma longilepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168278,Liopropoma randalli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28648,Liopropoma swalesi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35394,Liopropoma tonstrinum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159112,Lioscorpius trifasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54878,Liparis agassizii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170112,Liparis bathyarcticus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124904,Liparis chefuensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-125618,Liparis curilensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143930,Liparis eos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54877,Liparis frenatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123702,Liparis latifrons,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-125623,Liparis megacephalus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54870,Liparis miostomus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54872,Liparis punctulatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-125872,Liparis rhodosoma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35006,Lipogramma flavescens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35007,Lipogramma klayi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123727,Lipogramma robinsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114945,Lipogramma rosea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23176,Lithognathus lithognathus,Actinopterygii,12137,Lithognathus lithognathus,Actinopterygii,Actinopterygii
Fis-25982,Litobranchus fowleri,Actinopterygii,48342473,Litobranchus fowleri,Actinopterygii,Actinopterygii
Fis-28723,Liza haematocheila,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-131339,Liza klunzingeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149616,Lobulogobius morrigu,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-113384,Lonchopisthus sinuscalifornicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32666,Lophichthys boschmai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-160243,Lophiocharon hutchinsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-115627,Lophiocharon lithinostomus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138971,Lophiodes bruchius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162113,Lophiodes endoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27876,Lophiodes gracilimanus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166176,Lophiodes maculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53631,Lophotus capellei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149775,Lubbockichthys tanakai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150641,Lubricogobius dinah,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144131,Lucigadus acrolophus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164375,Luciobrotula coheni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34129,Lumiconger arafura,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152095,Lumpenopsis clitella,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-154605,Lumpenopsis hypochroma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54373,Lumpenopsis pavlenkoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22891,Lutjanus dodecacanthoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29438,Lutjanus guilcheri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167789,Lutjanus indicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29440,Lutjanus mizenkoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167791,Lutjanus papuensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28663,Luzonichthys microlepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35397,Luzonichthys taeniatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35398,Luzonichthys williamsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116691,Lycenchelys albomaculata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32130,Lycenchelys aratrirostris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127560,Lycenchelys aurantiaca,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116731,Lycenchelys bachmanni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32132,Lycenchelys bellingshauseni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144234,Lycenchelys callista,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144237,Lycenchelys folletti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26374,Lycenchelys hureaui,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116754,Lycenchelys makushok,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116901,Lycenchelys monstrosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47453,Lycenchelys muraena,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144242,Lycenchelys pequenoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144243,Lycenchelys peruana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116910,Lycenchelys porifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54429,Lycenchelys rassi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161177,Lycenchelys ryukyuensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116725,Lycenchelys squamosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146564,Lycenchelys tohokuensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116592,Lycodapus derjugini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56808,Lycodapus microchir,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116941,Lycodes adolfi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-158246,Lycodes akuugun,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62946,Lycodes albonotatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54438,Lycodes caudimaculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116964,Lycodes fasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152510,Lycodes hubbsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54434,Lycodes japonicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54443,Lycodes jenseni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-117866,Lycodes luetkenii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56837,Lycodes macrolepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152512,Lycodes marisalbi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116597,Lycodes nakamurae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-155213,Lycodes nishimurai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116972,Lycodes ocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116973,Lycodes paucilepidotus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116974,Lycodes pectoralis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-117083,Lycodes schmidti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54437,Lycodes sigmatoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-56841,Lycodes soldatovi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54442,Lycodes uschakovi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54441,Lycodes ygreknotatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-137074,Lycodichthys dearborni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-117085,Lycodonus malvinensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50193,Lycodonus vermiformis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32667,Lyconus pinnatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54412,Lycozoarces regani,Actinopterygii,NA,NA,NA,Actinopterygii
