iucn_sid,am_sid,sciname,gbif_occ,occurcells
176704,Rep-383,Aipysurus laevis,701,78
176708,SLB-88859,Astrotia stokesii,238,69
176715,Rep-6233,Hydrophis caerulescens,398,16
176717,Rep-6276,Hydrophis spiralis,222,21
176719,SLB-88877,Enhydrina schistosa,1836,71
176720,Rep-4964,Emydocephalus annulatus,229,33
176726,Rep-6239,Hydrophis cyanocinctus,881,28
176729,SLB-88872,Hydrophis major,642,7
176730,Rep-6240,Hydrophis czeblukovi,7,3
176734,Rep-6242,Hydrophis elegans,2079,143
176737,Rep-6263,Hydrophis ornatus,1009,33
176738,SLB-184619,Pelamis platura,1062,48
176743,Rep-6237,Hydrophis coggeri,176,5
176746,SLB-88920,Lapemis curtus,NA,154
176748,Rep-379,Aipysurus duboisii,234,7
176750,Rep-6750,Laticauda colubrina,1821,128
176756,SLB-88849,Acalyptophis peronii,166,42
176757,Rep-380,Aipysurus eydouxii,666,61
176769,Rep-196,Acrochordus granulatus,1371,49
176771,Rep-6754,Laticauda laticaudata,547,19
177949,Fis-25954,Ctenochaetus strigosus,400,103
177950,Fis-23658,Naso lituratus,2784,190
177951,Fis-146734,Naso tonganus,236,69
177952,Fis-121230,Prionurus scalprum,370,27
177953,Fis-29261,Acanthurus coeruleus,9404,243
177954,Fis-142748,Naso reticulatus,6,4
177955,Fis-31620,Ctenochaetus binotatus,1660,184
177957,Fis-25286,Acanthurus maculiceps,98,44
177958,Fis-145166,Ctenochaetus cyanocheilus,402,59
177959,Fis-31083,Acanthurus fowleri,32,12
177960,Fis-30911,Acanthurus achilles,372,74
177961,Fis-25281,Acanthurus nubilus,30,20
177962,Fis-32459,Naso fageni,36,23
177963,Fis-146732,Naso mcdadei,26,5
177964,Fis-25953,Ctenochaetus marginatus,201,26
177965,Fis-23321,Acanthurus triostegus,3064,465
177967,Fis-29578,Acanthurus mata,526,127
177968,Fis-62061,Naso caeruleacauda,60,8
177969,Fis-25952,Acanthurus nigricans,2082,205
177970,Fis-23659,Naso unicornis,3375,238
177971,Fis-31087,Acanthurus blochii,1599,159
177972,Fis-25955,Paracanthurus hepatus,550,102
177973,Fis-26618,Zebrasoma gemmatum,27,14
177974,Fis-31085,Acanthurus auranticavus,309,42
177975,Fis-26340,Naso minor,73,17
177976,Fis-143896,Acanthurus reversus,24,3
177977,Fis-53679,Acanthurus japonicus,79,15
177979,Fis-31623,Naso lopezi,63,26
177980,Fis-26339,Naso thynnoides,155,48
177981,Fis-29579,Acanthurus dussumieri,2130,202
177982,Fis-22976,Acanthurus chirurgus,3813,128
177983,Fis-25958,Naso brachycentron,106,62
177984,Fis-25280,Acanthurus polyzona,22,7
177985,Fis-29260,Acanthurus bahianus,6641,332
177986,Fis-31622,Ctenochaetus tominiensis,79,21
177987,Fis-25285,Acanthurus sohal,128,22
177988,Fis-25957,Naso annulatus,244,90
177989,Fis-29584,Acanthurus xanthopterus,1339,242
177990,Fis-25959,Naso brevirostris,705,185
177991,Fis-31082,Acanthurus olivaceus,1174,172
177992,Fis-145167,Ctenochaetus truncatus,249,56
177993,Fis-23320,Acanthurus lineatus,2753,273
177994,Fis-31080,Acanthurus leucocheilus,57,8
177995,Fis-31078,Acanthurus guttatus,261,96
177997,Fis-4576,Acanthurus tennentii,104,26
177998,Fis-35352,Acanthurus tristis,108,12
177999,Fis-31079,Acanthurus nigroris,427,109
178000,Fis-29580,Acanthurus leucosternon,466,76
178001,Fis-58814,Zebrasoma rostratum,138,34
178002,Fis-23657,Naso hexacanthus,417,140
178003,Fis-31624,Naso tuberosus,1021,21
178004,Fis-146727,Naso elegans,77,24
178005,Fis-25907,Zebrasoma scopas,4980,246
178006,Fis-31086,Acanthurus grammoptilus,1181,77
178007,Fis-35635,Acanthurus albipectoralis,204,22
178008,Fis-25282,Acanthurus thompsoni,542,110
178009,Fis-28312,Zebrasoma xanthurum,189,30
178010,Fis-163883,Zebrasoma veliferum,2593,42
178011,Fis-25283,Acanthurus leucopareius,214,68
178012,Fis-23451,Ctenochaetus striatus,3958,307
178013,Fis-47651,Naso caesius,146,38
178014,Fis-31621,Ctenochaetus hawaiiensis,52,20
178015,Fis-25956,Zebrasoma flavescens,591,59
178016,Fis-35282,Prionurus microlepidotus,858,26
178017,Fis-31084,Acanthurus nigricauda,970,125
178018,Fis-140317,Ctenochaetus flavicauda,223,12
178019,Fis-25284,Acanthurus nigrofuscus,5892,363
178020,Fis-32088,Naso maculatus,72,19
178021,Fis-25393,Prionurus biafraensis,8,5
178022,Fis-31081,Acanthurus pyroferus,1172,129
178023,Fis-29581,Acanthurus monroviae,745,110
178024,Fis-143889,Zebrasoma desjardinii,131,42
178025,Fis-35281,Prionurus maculatus,455,24
180103,Fis-162908,Roa australis,104,38
180122,Fis-32480,Ecsenius dilemma,33,6
180123,Fis-32483,Ecsenius kurti,12,7
180125,Fis-61834,Istiblennius colei,30,7
180235,SLB-92916,Holothuria hilla,766,20
180246,W-Hol-732226,Holothuria difficilis,493,9
180248,W-Hol-210772,Pearsonothuria graeffei,202,42
180257,SLB-66022,Holothuria scabra,573,28
180265,SLB-88336,Actinopyga miliaris,144,61
180266,W-Hol-208952,Actinopyga lecanora,135,7
180286,W-Hol-732374,Holothuria pardalis,507,8
180298,W-Hol-149898,Parastichopus regalis,166,15
180313,W-Hol-529517,Isostichopus macroparentheses,17,4
180324,W-Hol-210915,Thelenota anax,104,37
180326,SLB-65999,Holothuria nobilis,186,51
180337,SLB-88333,Actinopyga mauritiana,368,99
180352,W-Hol-210759,Bohadschia vitiensis,215,75
180353,SLB-65995,Actinopyga agassizi,NA,12
180373,SLB-156675,Isostichopus fuscus,14975,5
180375,SLB-88370,Holothuria leucospilota,718,44
180381,W-Hol-152565,Pseudostichopus mollis,270,4
180386,W-Hol-210761,Bohadschia similis,7,23
180400,SLB-88369,Holothuria edulis,408,59
180406,W-Hol-241773,Actinopyga palauensis,33,5
180411,W-Hol-210762,Bohadschia marmorata,315,26
180414,SLB-88397,Holothuria fuscopunctata,94,25
180421,SLB-66003,Holothuria atra,875,74
180424,W-Hol-241776,Apostichopus japonicus,37,5
180436,W-Hol-529363,Parastichopus californicus,233,4
180437,W-Hol-732217,Holothuria arenicola,738,7
180443,SLB-92934,Holothuria rigida,201,6
180455,SLB-66024,Holothuria tubulosa,435,9
180477,W-Hol-149789,Stichopus chloronotus,330,91
180481,W-Hol-210916,Thelenota ananas,206,79
180488,W-Hol-210914,Stichopus horrens,744,93
180492,W-Hol-732363,Holothuria mexicana,309,5
180494,SLB-159332,Holothuria fuscocinerea,239,7
180504,SLB-169637,Holothuria cinerascens,320,8
180512,SLB-66013,Holothuria impatiens,1851,12
180515,W-Hol-174115,Bathyplotes moseleyi,101,8
180518,W-Hol-208947,Actinopyga echinites,272,61
180519,W-Hol-367868,Isostichopus badionotus,533,5
180525,W-Hol-732377,Holothuria pervicax,333,3
180530,W-Hol-242106,Actinopyga caerulea,9,7
180534,W-Hol-732701,Holothuria inhabilis,94,8
180541,W-Hol-210768,Bohadschia argus,255,62
182549,Fis-31165,Elops lacerta,1651,94
183260,Fis-61198,Scartichthys viridis,31,12
183275,Fis-28917,Scartichthys gigas,101,31
183276,Fis-25000,Sphoeroides lobatus,497,106
183308,Fis-32760,Ophioblennius steindachneri,1971,157
183310,Fis-35548,Prionurus laticlavius,670,38
183327,Fis-28657,Semicossyphus darwini,400,34
183341,Fis-29078,Canthigaster punctatissima,1387,100
183367,Fis-24701,Hypsypops rubicundus,625,25
183378,Fis-35654,Halichoeres chierchiae,936,50
183397,Fis-26922,Abudefduf troschelii,1771,139
183425,Fis-26938,Hypsoblennius brevipinnis,273,98
183431,Fis-28527,Stegastes acapulcoensis,1359,73
183452,Fis-34881,Chromis limbaughi,121,11
183460,Fis-136667,Abudefduf declivifrons,255,38
183462,Fis-138530,Stegastes beebei,497,24
183468,Fis-29029,Scarus compressus,200,11
183472,Fis-28514,Microspathodon bairdii,329,76
183483,Fis-28205,Abudefduf concolor,208,63
183529,Fis-35653,Halichoeres aestuaricola,27,17
183530,Fis-28528,Stegastes arcifrons,610,32
183539,Fis-26941,Bodianus eclancheri,168,25
183567,Fis-28533,Stegastes redemptus,97,3
183586,Fis-28532,Stegastes rectifraenum,752,45
183587,Fis-61707,Sphoeroides rosenblatti,62,8
183607,Fis-61706,Sphoeroides lispus,169,18
183611,Fis-24694,Hypsoblennius gentilis,654,64
183624,Fis-26939,Bodianus diplotaenia,2242,132
183646,Fis-35549,Prionurus punctatus,498,37
183652,Fis-24999,Sphoeroides annulatus,1630,199
183653,Fis-32748,Chromis atrilobata,1478,78
183725,Fis-61194,Scartichthys variolatus,81,5
183731,Fis-28996,Halichoeres melanotis,63,28
183747,Fis-28529,Stegastes flavilatus,1552,108
183754,Fis-140176,Xyrichtys mundiceps,118,6
183771,Fis-28994,Halichoeres adustus,46,3
183774,Fis-34870,Azurina hirundo,38,7
183789,Fis-28522,Nexilosus latifrons,78,32
183793,Fis-34878,Chromis intercrusma,9,6
183813,Fis-29028,Nicholsina denticulata,308,61
183817,Fis-24662,Halichoeres semicinctus,528,52
183822,Fis-26904,Halichoeres dispilus,1742,127
183825,Fis-28516,Microspathodon dorsalis,1392,109
183839,Fis-32807,Scarus perrico,226,79
183870,Fis-34874,Chromis alta,64,9
183886,Fis-113684,Entomacrodus chiostictus,352,60
183923,Fis-35652,Decodon melasma,118,52
183925,Fis-28684,Sphoeroides angusticeps,28,6
183963,Fis-150883,Stegastes leucorus,175,12
183980,Fis-118500,Plagiotremus azaleus,1140,104
183985,Fis-35647,Thalassoma grammaticum,262,37
184017,Fis-34869,Azurina eupalama,39,6
184034,Fis-35756,Sphoeroides sechurae,56,19
184035,Fis-28997,Halichoeres nicholsi,943,95
184047,Fis-29936,Elops affinis,363,73
184986,SLB-170297,Galearctus rapanus,5,3
184988,SLB-184918,Galearctus umbilicatus,32,13
184995,SLB-184903,Eduarctus lewinsohni,4,7
184996,SLB-155871,Stereomastis panglao,1,5
184997,SLB-184906,Eduarctus modestus,17,7
185002,SLB-184953,Ibacus pubescens,48,11
185003,SLB-184834,Stereomastis polita,1,4
185005,SLB-170292,Enoplometopus gracilipes,1,7
185012,ITS-660116,Stereomastis sculpta,465,21
185017,SLB-184954,Petrarctus demani,141,6
185018,SLB-184796,Pentacheles gibbus,1,10
185019,SLB-184672,Polycheles enthrix,59,31
185020,SLB-184899,Crenarctus crenatus,371,18
185023,SLB-184838,Stereomastis surda,34,38
185024,ITS-677530,Enoplometopus holthuisi,11,8
185025,SLB-170315,Nupalirus vericeli,1,9
185026,ITS-97688,Polycheles typhlops,659,188
185029,SLB-184636,Thaumastocheles dochmiodon,8,5
185031,SLB-184850,Acantharctus ornatus,2,9
185034,SLB-184799,Polycheles amemiyai,2,4
185035,SLB-184862,Bathyarctus rubens,16,26
185036,SLB-184836,Stereomastis suhmi,42,18
185038,ITS-660110,Pentacheles laevis,218,114
185040,SLB-184828,Stereomastis helleri,31,9
185041,Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,Chelarctus aureus,15,15
185049,SLB-184803,Polycheles martini,3,5
185051,SLB-155867,Enoplometopus crosnieri,6,10
185060,ITS-677526,Enoplometopus occidentalis,56,17
185061,ITS-660111,Pentacheles snyderi,6,5
185062,SLB-184916,Galearctus timidus,35,28
185064,SLB-173556,Stereomastis auriculata,63,21
185065,SLB-184635,Nephropsis serrata,96,29
185066,SLB-155564,Polycheles coccifer,41,27
185067,SLB-184805,Polycheles tanneri,7,8
185069,SLB-173560,Stereomastis galil,47,27
185070,SLB-165894,Petrarctus holthuisi,16,9
185072,SLB-184832,Stereomastis phosphorus,82,6
185073,SLB-170329,Stereomastis aculeata,95,19
185074,Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,Galearctus kitanoviriosus,12,5
185076,SLB-184912,Galearctus aurora,9,18
185077,SLB-184857,Bathyarctus faxoni,2,38
185080,Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,Chelarctus cultrifer,23,36
185082,SLB-184677,Willemoesia pacifica,1,6
185083,SLB-173558,Polycheles baccatus,36,12
185088,SLB-184911,Eduarctus reticulatus,3,3
185089,SLB-184866,Biarctus pumilus,8,5
185091,SLB-184797,Pentacheles obscurus,8,15
185093,SLB-184897,Crenarctus bicuspidatus,10,15
185096,SLB-184902,Eduarctus aesopius,2,6
185128,Fis-22731,Parablennius gattorugine,3450,198
186106,Fis-26619,Acantholabrus palloni,97,37
187368,Fis-161650,Bodianus dictynna,234,33
187370,Fis-142162,Halichoeres pardaleocephalus,15,6
187371,Fis-142115,Choerodon margaritiferus,9,3
187372,Fis-113146,Coris nigrotaenia,14,4
187373,Fis-25725,Hemigymnus fasciatus,4181,172
187375,Fis-59762,Leptojulis lambdastigma,32,9
187378,Fis-58702,Bodianus opercularis,20,11
187379,Fis-25651,Coris variegata,104,10
187381,Fis-25735,Thalassoma lunare,4707,291
187383,Fis-25718,Cheilio inermis,1046,168
187384,Fis-25705,Cheilinus chlorourus,1659,192
187389,Fis-145587,Cirrhilabrus tonozukai,18,4
187390,Fis-149115,Suezichthys caudavittatus,8,4
187391,Fis-53990,Bodianus thoracotaeniatus,3,3
187393,Fis-31113,Paracheilinus mccoskeri,56,22
187394,Fis-31238,Coris pictoides,156,35
187395,Fis-146180,Iniistius aneitensis,98,24
187396,Fis-25637,Labroides dimidiatus,6538,407
187397,Fis-3208,Labrus mixtus,4812,266
187398,Fis-29425,Labrus bergylta,8055,258
187399,Fis-146183,Iniistius umbrilatus,39,3
187400,Fis-34183,Choerodon vitta,524,62
187401,Fis-154652,Halichoeres dimidiatus,25,8
187403,Fis-31115,Paracheilinus filamentosus,76,36
187405,Fis-24656,Halichoeres caudalis,162,82
187406,Fis-28752,Hologymnosus longipes,13,12
187407,Fis-25354,Wetmorella nigropinnata,683,178
187409,Fis-139219,Ophthalmolepis lineolata,4084,26
187410,Fis-153187,Cirrhilabrus marjorie,9,4
187411,Fis-146179,Iniistius pentadactylus,151,54
187412,Fis-162865,Iniistius trivittatus,25,3
187413,Fis-145250,Paracheilinus attenuatus,12,5
187414,Fis-35500,Macropharyngodon kuiteri,37,18
187415,Fis-145245,Cirrhilabrus earlei,19,3
187416,Fis-57940,Macropharyngodon bipartitus,140,20
187417,Fis-58535,Coris batuensis,818,86
187418,Fis-24372,Thalassoma pavo,1687,105
187419,Fis-27838,Choerodon zamboangae,54,29
187421,Fis-161246,Paracheilinus walton,3,4
187422,Fis-61072,Thalassoma loxum,12,3
187423,Fis-47538,Oxycheilinus orientalis,397,24
187424,Fis-25730,Stethojulis bandanensis,2656,239
187425,Fis-58718,Conniella apterygia,19,4
187426,Fis-113792,Notolabrus tetricus,2873,75
187427,Fis-146270,Cirrhilabrus bathyphilus,25,6
187428,Fis-32540,Halichoeres leucoxanthus,45,15
187430,Fis-27963,Choerodon cephalotes,996,125
187431,Fis-31470,Pteragogus cryptus,199,72
187432,Fis-145604,Halichoeres bleekeri,163,8
187434,Fis-139754,Stethojulis marquesensis,27,10
187436,Fis-48603,Coris gaimard,1398,183
187438,Fis-21693,Halichoeres prosopeion,560,83
187439,Fis-35453,Cirrhilabrus laboutei,54,13
187440,Fis-132096,Cirrhilabrus condei,26,10
187441,Fis-25713,Novaculichthys taeniourus,788,204
187443,Fis-25722,Halichoeres margaritaceus,881,178
187444,Fis-24660,Halichoeres pictus,277,59
187446,Fis-26205,Thalassoma cupido,865,21
187447,Fis-32520,Cirrhilabrus jordani,23,3
187448,Fis-25027,Tautogolabrus adspersus,4371,262
187450,Fis-31913,Coris dorsomacula,389,65
187451,Fis-25351,Halichoeres argus,420,94
187452,Fis-32427,Cirrhilabrus katherinae,54,24
187453,Fis-31146,Anampses elegans,553,18
187454,Fis-25723,Halichoeres scapularis,696,138
187455,Fis-51943,Symphodus trutta,NA,14
187456,Fis-22199,Doratonotus megalepis,423,64
187460,Fis-161244,Cirrhilabrus brunneus,4,3
187461,Fis-31465,Cirrhilabrus exquisitus,499,93
187462,Fis-31121,Pseudojuloides mesostigma,24,7
187463,Fis-59763,Leptojulis urostigma,14,7
187465,Fis-112900,Halichoeres stigmaticus,31,4
187466,Fis-149118,Oxycheilinus digramma,1456,151
187467,Fis-57938,Halichoeres cosmetus,285,41
187469,Fis-168180,Xyrichtys koteamea,4,3
187471,Fis-53986,Choerodon gymnogenys,48,14
187472,Fis-145573,Pseudocoris bleekeri,30,6
187473,Fis-58538,Halichoeres vrolikii,57,22
187474,Fis-25724,Halichoeres trimaculatus,1744,180
187475,Fis-25196,Symphodus mediterraneus,383,58
187476,Fis-25726,Hemigymnus melapterus,4373,175
187477,Fis-25716,Pseudocheilinus hexataenia,2772,308
187478,Fis-138814,Halichoeres leucurus,116,31
187479,Fis-23293,Tautoga onitis,501,69
187481,Fis-114122,Pseudolabrus miles,429,46
187482,Fis-24655,Halichoeres bivittatus,10388,177
187483,Fis-32430,Cirrhilabrus melanomarginatus,94,8
187484,Fis-149136,Cirrhilabrus solorensis,70,15
187485,Fis-25107,Suezichthys notatus,21,6
187489,Fis-25731,Stethojulis strigiventer,1178,178
187490,Fis-25732,Thalassoma amblycephalum,2006,235
187491,Fis-114240,Austrolabrus maculatus,1669,43
187492,Fis-163966,Symphodus ocellatus,418,68
187493,Fis-25399,Bodianus speciosus,718,77
187494,Fis-145602,Paracheilinus cyaneus,24,4
187495,Fis-28988,Bodianus scrofa,52,14
187496,Fis-149134,Cheilinus abudjubbe,38,14
187497,Fis-31127,Labropsis xanthonota,150,79
187498,Fis-119162,Coris ballieui,71,8
187499,Fis-126141,Choerodon zosterophorus,29,10
187502,Fis-56865,Cirrhilabrus randalli,34,6
187505,Fis-113245,Cirrhilabrus flavidorsalis,33,7
187506,Fis-127204,Bodianus frenchii,234,16
187507,Fis-31476,Halichoeres richmondi,78,14
187511,Fis-28602,Choerodon fasciatus,2762,76
187512,Fis-24657,Halichoeres cyanocephalus,146,55
187514,Fis-31114,Paracheilinus carpenteri,118,13
187515,Fis-21695,Halichoeres podostigma,71,14
187516,Fis-25660,Bodianus axillaris,932,162
187517,Fis-25463,Diproctacanthus xanthurus,310,35
187518,Fis-51740,Cirrhilabrus luteovittatus,25,4
187519,Fis-114156,Pictilabrus laticlavius,3173,81
187520,Fis-29141,Achoerodus gouldii,400,26
187522,Fis-27320,Symphodus bailloni,244,31
187523,Fis-25704,Oxycheilinus bimaculatus,852,140
187524,Fis-58778,Thalassoma rueppellii,155,11
187525,Fis-145104,Terelabrus rubrovittatus,7,7
187526,Fis-58779,Larabicus quadrilineatus,83,15
187527,Fis-25728,Hologymnosus doliatus,397,99
187528,Fis-161297,Bodianus paraleucosticticus,6,4
187530,Fis-25711,Cymolutes torquatus,106,31
187531,Fis-169117,Halichoeres raisneri,2,6
187533,Fis-35506,Pseudolabrus guentheri,1173,47
187534,Fis-46974,Halichoeres zeylonicus,49,30
187535,Fis-113737,Notolabrus parilus,1413,57
187536,Fis-31473,Gomphosus varius,5584,247
187537,Fis-132342,Halichoeres orientalis,48,5
187538,Fis-56858,Cirrhilabrus roseafascia,11,5
187539,Fis-166561,Iniistius twistii,40,11
187541,Fis-31025,Labrus merula,630,75
187543,Fis-161183,Cirrhilabrus cenderawasih,6,3
187544,Fis-25462,Cirrhilabrus cyanopleura,596,67
187545,Fis-21694,Halichoeres timorensis,83,34
187546,Fis-24509,Clepticus parrae,1582,70
187547,Fis-25729,Pseudocoris yamashiroi,175,55
187548,Fis-26247,Halichoeres nebulosus,1350,135
187549,Fis-24659,Halichoeres maculipinna,3225,88
187551,Fis-169691,Hemigymnus sexfasciatus,3,5
187553,Fis-28743,Bodianus vulpinus,244,26
187554,Fis-26201,Bodianus bilunulatus,345,112
187555,Fis-31147,Anampses chrysocephalus,37,6
187559,Fis-10657,Thalassoma hardwicke,2639,234
187560,Fis-31112,Paracheilinus lineopunctatus,34,5
187561,Fis-28153,Halichoeres solorensis,121,10
187562,Fis-25105,Suezichthys gracilis,221,31
187563,Fis-26230,Stethojulis interrupta,1636,164
187564,Fis-31124,Halichoeres melasmapomus,77,29
187565,Fis-31474,Halichoeres biocellatus,912,118
187566,Fis-113864,Notolabrus cinctus,121,25
187567,Fis-31145,Anampses lennardi,281,21
187568,Fis-26998,Choerodon oligacanthus,70,16
187569,Fis-32511,Gomphosus caeruleus,498,69
187570,Fis-23396,Bodianus pulchellus,233,51
187571,Fis-113168,Bodianus prognathus,9,3
187573,Fis-25197,Symphodus rostratus,317,51
187574,Fis-30958,Suezichthys soelae,32,12
187575,Fis-31478,Labroides pectoralis,225,53
187576,Fis-161648,Bodianus sepiacaudus,8,5
187577,Fis-156683,Oxycheilinus nigromarginatus,22,8
187578,Fis-25663,Choerodon anchorago,484,53
187580,Fis-132105,Cirrhilabrus pylei,28,8
187581,Fis-56864,Cirrhilabrus rubrisquamis,10,4
187583,Fis-53989,Bodianus cylindriatus,30,10
187584,Fis-24661,Halichoeres poeyi,637,96
187585,Fis-60899,Halichoeres signifer,13,3
187586,Fis-31118,Pseudojuloides atavai,64,10
187587,Fis-25661,Bodianus diana,426,42
187588,Fis-30957,Suezichthys aylingi,77,13
187589,Fis-35356,Halichoeres iridis,111,22
187592,Fis-146177,Iniistius auropunctatus,18,3
187594,Fis-31466,Pseudocheilinops ataenia,50,11
187595,Fis-139509,Symphodus caeruleus,0,3
187596,Fis-58712,Cirrhilabrus balteatus,14,3
187597,Fis-161649,Bodianus rubrisos,8,3
187598,Fis-130735,Halichoeres bicolor,103,35
187599,Fis-35327,Cirrhilabrus scottorum,119,20
187600,Fis-142138,Halichoeres nigrescens,810,134
187601,Fis-26688,Thalassoma ballieui,141,40
187602,Fis-26708,Coris flavovittata,71,10
187603,Fis-135071,Coris roseoviridis,56,6
187604,Fis-127206,Pteragogus enneacanthus,143,56
187609,Fis-35461,Cirrhilabrus lubbocki,113,23
187610,Fis-146182,Iniistius celebicus,33,9
187611,Fis-149123,Pseudocoris ocellata,24,4
187612,Fis-26212,Choerodon jordani,125,44
187613,Fis-24537,Decodon puellaris,304,149
187614,Fis-32429,Cirrhilabrus lunatus,95,6
187618,Fis-28623,Cheilinus lunulatus,83,26
187620,Fis-21727,Labropsis manabei,114,23
187621,Fis-31468,Pseudocheilinus octotaenia,439,148
187622,Fis-161080,Epibulus brevis,116,7
187623,Fis-155103,Iniistius dea,222,42
187624,Fis-31123,Halichoeres chrysus,430,74
187625,Fis-25717,Pteragogus guttatus,28,16
187627,Fis-32426,Hologymnosus rhodonotus,34,14
187629,Fis-168179,Xyrichtys pastellus,7,3
187630,Fis-114176,Pictilabrus viridis,89,10
187631,Fis-25464,Labrichthys unilineatus,1190,124
187632,Fis-26808,Stethojulis albovittata,370,76
187633,Fis-113783,Notolabrus gymnogenis,3694,32
187634,Fis-26222,Halichoeres miniatus,295,77
187635,Fis-145595,Paracheilinus flavianalis,26,7
187636,Fis-31404,Cirrhilabrus temminckii,343,50
187638,Fis-31407,Bodianus bimaculatus,134,19
187639,Fis-32535,Anampses lineatus,115,31
187640,Fis-128051,Coris cuvieri,125,40
187641,Fis-114118,Pseudolabrus mortonii,360,7
187643,Fis-35836,Bodianus insularis,22,4
187644,Fis-32428,Cirrhilabrus lanceolatus,26,3
187645,Fis-145556,Pseudojuloides severnsi,29,7
187646,Fis-25662,Bodianus mesothorax,641,115
187647,Fis-126144,Choerodon melanostigma,6,3
187648,Fis-29117,Bodianus macrourus,50,16
187649,Fis-31461,Cheilinus oxycephalus,745,180
187650,Fis-149153,Bodianus flavipinnis,38,19
187651,Fis-32638,Pteragogus pelycus,55,26
187652,Fis-25028,Thalassoma bifasciatum,14943,138
187653,Fis-23846,Symphodus roissali,423,79
187654,Fis-126019,Labrus viridis,478,49
187655,Fis-166560,Iniistius melanopus,28,13
187656,Fis-31116,Paracheilinus angulatus,13,4
187657,Fis-159650,Iniistius griffithsi,5,6
187658,Fis-31467,Pseudocheilinus evanidus,1129,215
187659,Fis-135029,Coris hewetti,63,10
187662,Fis-113829,Notolabrus celidotus,1710,51
187664,Fis-26673,Coris formosa,168,45
187666,Fis-134710,Pseudocheilinus dispilus,16,4
187667,Fis-21777,Macropharyngodon cyanoguttatus,19,7
187670,Fis-30093,Xyrichtys splendens,375,45
187672,Fis-23397,Bodianus rufus,3544,174
187673,Fis-28580,Halichoeres hortulanus,4851,295
187674,Fis-25708,Oxycheilinus unifasciatus,869,117
187675,Fis-31129,Labropsis australis,239,41
187677,Fis-25352,Halichoeres melanurus,1745,139
187678,Fis-52009,Lappanella fasciata,39,13
187679,Fis-26414,Coris picta,832,22
187680,Fis-21772,Macropharyngodon geoffroy,79,8
187681,Fis-25710,Cymolutes praetextatus,103,36
187683,Fis-29116,Bodianus macrognathos,16,14
187684,Fis-26806,Pteragogus flagellifer,271,53
187685,Fis-25736,Thalassoma lutescens,3639,200
187687,Fis-142137,Halichoeres chlorocephalus,10,5
187688,Fis-28151,Pseudocoris heteroptera,25,22
187689,Fis-26224,Stethojulis trilineata,606,58
187690,Fis-26660,Bodianus leucosticticus,47,19
187691,Fis-32637,Halichoeres lapillus,44,14
187692,Fis-25409,Macropharyngodon meleagris,1016,129
187693,Fis-158172,Thalassoma nigrofasciatum,370,24
187694,Fis-32086,Halichoeres melanochir,667,37
187696,Fis-25198,Xyrichtys novacula,1396,298
187697,Fis-53992,Bodianus masudai,30,10
187698,Fis-25727,Hologymnosus annulatus,360,83
187699,Fis-163003,Halichoeres claudia,56,13
187701,Fis-25355,Xenojulis margaritaceus,26,13
187702,Fis-31125,Labropsis alleni,38,18
187705,Fis-7176,Iniistius pavo,538,117
187707,Fis-25739,Thalassoma trilobatum,437,129
187710,Fis-31135,Anampses geographicus,604,70
187711,Fis-26687,Thalassoma duperrey,384,44
187713,Fis-25703,Pseudodax moluccanus,283,91
187714,Fis-23845,Symphodus cinereus,570,57
187715,Fis-25659,Bodianus anthioides,163,58
187716,Fis-31132,Anampses caeruleopunctatus,822,149
187718,Fis-47531,Oxycheilinus arenatus,55,23
187719,Fis-149111,Clepticus brasiliensis,21,16
187720,Fis-145583,Choerodon sugillatum,970,61
187721,Fis-53991,Bodianus izuensis,53,11
187722,Fis-25709,Epibulus insidiator,4611,268
187723,Fis-31133,Anampses meleagrides,402,91
187724,Fis-24658,Halichoeres garnoti,7450,83
187725,Fis-35657,Polylepion cruentum,19,14
187726,Fis-35351,Cirrhilabrus rubriventralis,46,7
187727,Fis-153058,Iniistius bimaculatus,22,9
187728,Fis-31128,Labropsis micronesica,24,10
187729,Fis-35456,Coris aurilineata,87,16
187730,Fis-139755,Stethojulis notialis,46,11
187731,Fis-146181,Iniistius baldwini,56,16
187732,Fis-149619,Halichoeres brasiliensis,57,25
187733,Fis-25738,Thalassoma quinquevittatum,1122,186
187735,Fis-58709,Oxycheilinus mentalis,64,13
187736,Fis-23532,Halichoeres radiatus,1302,107
187737,Fis-159824,Oxycheilinus lineatus,4,3
187738,Fis-139756,Stethojulis terina,503,10
187739,Fis-25707,Cheilinus fasciatus,7675,207
187740,Fis-31469,Pseudocheilinus tetrataenia,280,85
187741,Fis-134599,Pseudocheilinus citrinus,19,5
187742,Fis-161547,Cirrhilabrus beauperryi,16,6
187744,Fis-28609,Bodianus loxozonus,205,50
187746,Fis-25737,Thalassoma purpureum,1158,199
187747,Fis-26337,Choerodon robustus,95,38
187748,Fis-22769,Symphodus melops,7720,213
187749,Fis-59735,Leptojulis chrysotaenia,17,8
187750,Fis-58537,Halichoeres trispilus,23,9
187751,Fis-22752,Ctenolabrus rupestris,12413,301
187752,Fis-22750,Coris julis,2407,215
187753,Fis-145609,Bodianus trilineatus,28,14
187754,Fis-25999,Cymolutes lecluse,68,16
187755,Fis-53996,Labroides rubrolabiatus,141,22
