speciesid,reviewed,speccode,genus,species,fbname,occurcells,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version
SLB-69325,null,47536,Dimyella,starcki,null,3,Animalia,Mollusca,Bivalvia,Ostreoida,Dimyidae,null,N.E.,2015-2
SLB-69317,null,47537,Pododesmus,macrochisma,green falsejingle,5,Animalia,Mollusca,Bivalvia,Ostreoida,Anomiidae,null,N.E.,2015-2
W-Msc-420776,null,47538,Pododesmus,rudis,Atlantic falsejingle,3,Animalia,Mollusca,Bivalvia,Ostreoida,Anomiidae,null,N.E.,2015-2
W-Msc-156994,null,47543,Solemya,velum,Atlantic awningclam,4,Animalia,Mollusca,Bivalvia,Solemyoida,Solemyidae,null,N.E.,2015-2
W-Msc-156993,null,47546,Solemya,grandis,grand awningclam,7,Animalia,Mollusca,Bivalvia,Solemyoida,Solemyidae,null,N.E.,2015-2
SLB-69728,null,47547,Solemya,reidi,gutless awningclam,6,Animalia,Mollusca,Bivalvia,Solemyoida,Solemyidae,null,N.E.,2015-2
W-Msc-138797,null,47550,Bathyarca,glacialis,glacial bathyark,6,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-138796,null,47552,Bathyarca,frielei,boreal bathyark,5,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-420715,null,47553,Bathyarca,glomerula,little-ball bathyark,8,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-420710,null,47562,Anadara,baughmani,skewed ark,3,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-420711,null,47564,Anadara,floridana,cut-ribbed ark,3,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-156909,null,47572,Noetia,ponderosa,ponderous ark,3,Animalia,Mollusca,Bivalvia,Arcoida,Noetiidae,null,N.E.,2015-2
W-Msc-215252,null,47574,Arca,imbricata,mossy ark,5,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-420709,null,47579,Acar,domingensis,white miniature ark,8,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-420714,null,47580,Barbatia,cancellaria,red-brown ark,7,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-420724,null,47582,Arcopsis,adamsi,cancellate ark,8,Animalia,Mollusca,Bivalvia,Arcoida,Noetiidae,null,N.E.,2015-2
W-Msc-138801,null,47583,Bentharca,asperula,null,6,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-156786,null,47590,Limopsis,sulcata,sulcate limops,8,Animalia,Mollusca,Bivalvia,Arcoida,Limopsidae,null,N.E.,2015-2
SLB-68841,null,47594,Limopsis,cristata,crested limops,6,Animalia,Mollusca,Bivalvia,Arcoida,Limopsidae,null,N.E.,2015-2
W-Msc-156787,null,47599,Limopsis,tenella,null,4,Animalia,Mollusca,Bivalvia,Arcoida,Limopsidae,null,N.E.,2015-2
W-Msc-504512,null,47607,Glycymeris,septentrionalis,northern bittersweet,5,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,null,N.E.,2015-2
W-Msc-420728,null,47611,Glycymeris,decussata,decussate bittersweet,5,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,null,N.E.,2015-2
W-Msc-420729,null,47613,Glycymeris,spectralis,spectral bittersweet,3,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,null,N.E.,2015-2
W-Msc-420730,null,47614,Glycymeris,undata,wavy bittersweet,6,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,null,N.E.,2015-2
W-Msc-504729,null,47617,Philobrya,setosa,hairy philobrya,5,Animalia,Mollusca,Bivalvia,Arcoida,Philobryidae,null,N.E.,2015-2
W-Msc-367837,null,47623,Mytilus,californianus,California mussel,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-156765,null,47627,Crenella,glandula,glandular crenella,4,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
SLB-69053,null,47630,Crenella,fragilis,fragile crenella,4,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-420707,null,47646,Musculus,lateralis,lateral mussel,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-506105,null,47660,Modiolus,rectus,straight horsemussel,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-397026,null,47669,Brachidontes,exustus,scorched mussel,8,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-420690,null,47675,Amygdalum,sagittatum,arrow papermussel,6,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-140435,null,47677,Amygdalum,politum,polished papermussel,7,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-505934,null,47679,Adula,californiensis,California datemussel,5,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
SLB-69074,null,47687,Lithophaga,antillarum,giant datemussel,9,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-156861,null,47692,Ischadium,recurvum,hooked mussel,3,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-420694,null,47693,Botula,fusca,cinnamon mussel,7,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
SLB-69125,null,47695,Septifer,bryanae,null,3,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-506174,null,47696,Septifer,rudis,null,4,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-546021,null,47697,Septifer,bifurcatus,bifurcate mussel,5,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,null,N.E.,2015-2
W-Msc-420741,null,47701,Atrina,serrata,sawtooth penshell,4,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae,null,N.E.,2015-2
W-Msc-420739,null,47702,Atrina,rigida,stiff pen shell,9,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae,null,N.E.,2015-2
W-Msc-420742,null,47704,Pinna,carnea,amber penshell,9,Animalia,Mollusca,Bivalvia,Pterioida,Pinnidae,null,N.E.,2015-2
W-Msc-156986,null,47711,Pteria,vitrea,glassy wing-oyster,6,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,null,N.E.,2015-2
W-Msc-420737,null,47714,Isognomon,bicolor,bicolor purse-oyster,6,Animalia,Mollusca,Bivalvia,Pterioida,Isognomonidae,null,N.E.,2015-2
W-Msc-367964,null,47718,Chlamys,hastata,spiny scallop,4,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,null,N.E.,2015-2
W-Msc-254460,null,47719,Chlamys,rubida,reddish scallop,3,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,null,N.E.,2015-2
W-Msc-140701,null,47735,Cyclopecten,imbrifer,shingle glass-scallop,5,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,null,N.E.,2015-2
W-Msc-391727,null,47745,Cyclopecten,reticulus,netted glass-scallop,3,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,null,N.E.,2015-2
W-Msc-420851,null,47856,Raeta,plicatella,channeled duckclam,3,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,null,N.E.,2015-2
W-Msc-420912,null,47864,Ervilia,nitens,shining ervilia,4,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,null,N.E.,2015-2
W-Msc-536684,null,47870,Siliqua,patula,Pacific razor,4,Animalia,Mollusca,Bivalvia,Veneroida,Pharidae,null,N.E.,2015-2
W-Msc-464200,null,47917,Lucinoma,annulata,ringed lucine,3,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-156789,null,47918,Lucinoma,filosa,null,7,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-156843,null,47925,Dinocardium,robustum,giant Atlantic cockle,3,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-381297,null,47927,Papyridea,semisulcata,frilled papercockle,4,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-420847,null,47929,Americardia,media,Atlantic strawberry-cockle,5,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-156996,null,47941,Spisula,solidissima,Atlantic surfclam,4,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,null,N.E.,2015-2
W-Msc-140300,null,47943,Spisula,elliptica,null,4,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,null,N.E.,2015-2
W-Msc-156870,null,47952,Mulinia,lateralis,dwarf surfclam,3,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,null,N.E.,2015-2
W-Msc-420814,null,47964,Chama,congregata,corrugate jewelbox,5,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,null,N.E.,2015-2
W-Msc-420819,null,47966,Chama,sarda,cherry jewelbox,7,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,null,N.E.,2015-2
W-Msc-140430,null,47985,Mya,arenaria,softshell clam,6,Animalia,Mollusca,Bivalvia,Myoida,Myidae,null,N.E.,2015-2
W-Msc-420914,null,47988,Semele,bellastriata,cancellate semele,4,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,null,N.E.,2015-2
W-Msc-420915,null,47989,Semele,proficua,Atlantic semele,6,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,null,N.E.,2015-2
W-Msc-156730,null,47997,Abra,lioica,smooth abra,4,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,null,N.E.,2015-2
SLB-70386,null,48003,Lucinoma,blakeanum,Blake lucine,7,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
SLB-70376,null,48008,Lucina,radians,null,3,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-156226,null,48018,Macoma,moesta,flat macoma,3,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-156225,null,48020,Macoma,loveni,inflated macoma,6,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-156799,null,48030,Macoma,tenta,elongate macoma,4,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-420882,null,48039,Macoma,pseudomera,null,3,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
SLB-70635,null,48046,Macoma,irus,null,4,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-181528,null,48058,Lima,hians,null,5,Animalia,Mollusca,Bivalvia,Limoida,Limidae,null,N.E.,2015-2
SLB-68888,null,48067,Limatula,hyperborea,Arctic fileclam,5,Animalia,Mollusca,Bivalvia,Limoida,Limidae,null,N.E.,2015-2
W-Msc-420755,null,48069,Limatula,setifera,bristly fileclam,5,Animalia,Mollusca,Bivalvia,Limoida,Limidae,null,N.E.,2015-2
W-Msc-420754,null,48074,Limatula,hyalina,hyaline fileclam,5,Animalia,Mollusca,Bivalvia,Limoida,Limidae,null,N.E.,2015-2
SLB-69489,null,48085,Propeamussium,pourtalesianum,Pourtales glass-scallop,3,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,null,N.E.,2015-2
W-Msc-391457,null,48088,Propeamussium,dalli,null,3,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,null,N.E.,2015-2
SLB-69329,null,48090,Pycnodonte,hyotis,null,4,Animalia,Mollusca,Bivalvia,Ostreoida,Gryphaeidae,null,N.E.,2015-2
W-Msc-140656,1,48094,Crassostrea,gigas,giant cupped oyster,7,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,null,N.E.,2015-2
W-Msc-542155,null,48101,Ostrea,lurida,null,3,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,null,N.E.,2015-2
W-Msc-420780,null,48110,Ostreola,equestris,null,3,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,null,N.E.,2015-2
W-Msc-420781,null,48112,Teskeyostrea,weberi,threaded oyster,3,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,null,N.E.,2015-2
W-Msc-420779,null,48113,Dendostrea,frons,frond oyster,6,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,null,N.E.,2015-2
W-Msc-156901,null,48252,Nemocardium,peramabile,lovely micro-cockle,6,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-582747,null,48253,Nemocardium,tinctum,dyed micro-cockle,6,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-381792,null,48257,Laevicardium,pictum,painted eggcockle,3,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-381769,null,48259,Laevicardium,sybariticum,delicate eggcockle,4,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Oph-243819,null,48275,Ophiomusium,glabrum,null,4,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
SLB-70391,null,48283,Myrtea,compressa,compressed lucine,6,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-420796,null,48284,Myrtea,sagrinata,arrow lucine,6,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-582512,null,48286,Anodontia,philippiana,chalky buttercup lucine,6,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-420791,null,48294,Lucina,pensylvanica,Pennsylvania lucine,7,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-582513,null,48308,Codakia,orbiculata,dwarf tiger lucine,4,Animalia,Mollusca,Bivalvia,Veneroida,Lucinidae,null,N.E.,2015-2
W-Msc-532424,null,48323,Axinopsida,cordata,heart axinopsid,6,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,null,N.E.,2015-2
W-Msc-141659,null,48326,Thyasira,equalis,equal cleftclam,4,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,null,N.E.,2015-2
SLB-70758,null,48340,Thyasira,brevis,null,3,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,null,N.E.,2015-2
W-Msc-420805,null,48352,Conchocele,bisecta,giant cleftclam,4,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,null,N.E.,2015-2
W-Msc-420823,null,48382,Erycina,periscopiana,periscope erycina,4,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,null,N.E.,2015-2
W-Msc-140161,null,48387,Kellia,suborbicularis,suborbicular kellyclam,6,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,null,N.E.,2015-2
W-Msc-156878,null,48410,Mysella,planulata,plate mysella,3,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,null,N.E.,2015-2
W-Msc-156879,null,48417,Mysella,triquetra,triangular mysella,3,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,null,N.E.,2015-2
W-Msc-420835,null,48465,Pleuromeris,tridentata,threetooth carditid,3,Animalia,Mollusca,Bivalvia,Veneroida,Carditidae,null,N.E.,2015-2
W-Msc-420832,null,48469,Carditamera,floridana,broad-ribbed carditid,3,Animalia,Mollusca,Bivalvia,Veneroida,Carditidae,null,N.E.,2015-2
W-Msc-420874,null,48478,Leporimetis,intastriata,Atlantic fat-tellin,3,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-156999,null,48500,Tagelus,divisus,purplish tagelus,3,Animalia,Mollusca,Bivalvia,Veneroida,Solecurtidae,null,N.E.,2015-2
W-Msc-140767,null,48513,Barnea,candida,white barnea,6,Animalia,Mollusca,Bivalvia,Myoida,Pholadidae,null,N.E.,2015-2
SLB-69010,null,48534,Bankia,setacea,feathery shipworm,5,Animalia,Mollusca,Bivalvia,Myoida,Teredinidae,null,N.E.,2015-2
W-Msc-156819,null,48543,Clinocardium,ciliatum,hairy cockle,5,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-381980,null,48544,Clinocardium,nuttallii,Nuttall cockle,8,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-141586,null,48569,Tellina,donacina,null,3,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-420900,null,48576,Tellina,radiata,sunrise tellin,5,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-533091,null,48598,Merisca,juttingae,null,3,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-420907,null,48633,Heterodonax,bimaculatus,false-bean,3,Animalia,Mollusca,Bivalvia,Veneroida,Psammobiidae,null,N.E.,2015-2
SLB-70565,null,48639,Cumingia,coarctata,contracted semele,3,Animalia,Mollusca,Bivalvia,Veneroida,Semelidae,null,N.E.,2015-2
SLB-65555,null,48651,Myxoderma,sacculatum,null,3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,null,N.E.,2015-2
W-Ase-254837,null,48654,Zoroaster,ophiurus,null,3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,null,N.E.,2015-2
W-Ase-254775,null,48656,Sagenaster,evermanni,null,3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,null,N.E.,2015-2
SLB-188856,null,48664,Evasterias,troscheli,mottled star,4,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Oph-243877,null,48672,Ophionereis,annulata,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophionereididae,null,N.E.,2015-2
W-Ase-345389,null,48693,Dipsacaster,anoplus,null,3,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
W-Ase-368318,null,48697,Leptychaster,anomalus,null,6,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
W-Ase-380614,null,48699,Leptychaster,inermis,null,5,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
W-Ase-368322,null,48700,Leptychaster,pacificus,null,6,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
W-Oph-243695,null,48705,Ophiolepis,impressa,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Msc-507737,null,48833,Leukoma,staminea,Pacific littleneck,4,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-367756,null,48842,Venerupis,philippinarum,Japanese littleneck clam,7,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
SLB-70910,null,48846,Tapes,decussata,decussate venus,4,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
SLB-70874,null,48854,Mercenaria,campechiensis,southern hardshell clam,4,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-156963,null,48855,Pitar,morrhuanus,false quahog,3,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-420952,null,48858,Pitar,fulminatus,lightning pitar,5,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-420949,null,48862,Pitar,arestus,pleasing pitar,3,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-156803,null,48864,Gemma,gemma,amethyst gemclam,7,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-420939,null,48889,Gouldia,cerina,waxy gouldclam,5,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-408575,null,48904,Myonera,lamellifera,shingled myonera,6,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,null,N.E.,2015-2
W-Msc-406390,null,48931,Euciroa,elegantissima,null,3,Animalia,Mollusca,Bivalvia,Pholadomyoida,Verticordiidae,null,N.E.,2015-2
W-Ase-381961,null,48939,Poraniopsis,inflata,spiny sea star,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,null,N.E.,2015-2
W-Ase-292974,null,48947,Leptasterias,polaris,null,3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Oph-244889,null,48949,Amphiura,arcystata,null,8,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-212346,null,48953,Amphiura,diomedeae,null,4,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-124833,null,48964,Ophionereis,reticulata,reticulated brittle star,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophionereididae,null,N.E.,2015-2
W-Msc-420930,null,48973,Anomalocardia,brasiliana,null,3,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-420934,null,48975,Circomphalus,strigillinus,empress venus,3,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-140730,null,48985,Petricola,pholadiformis,American piddock,8,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,null,N.E.,2015-2
W-Msc-216533,null,48986,Petricola,lapicida,boring petricola,8,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,null,N.E.,2015-2
W-Oph-243980,null,49012,Ophioplocus,esmarki,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-243573,null,49017,Ophiocoma,echinata,black brittle star,4,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,null,N.E.,2015-2
W-Oph-244022,null,49024,Ophiopteris,papillosa,brittle star,5,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,null,N.E.,2015-2
W-Oph-243630,null,49027,Ophioderma,appressa,harlequin brittle star,5,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,null,N.E.,2015-2
W-Ase-292851,null,49038,Astropecten,armatus,spiny sand star,5,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
W-Ase-234904,null,49050,Eremicaster,pacificus,null,5,Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,null,N.E.,2015-2
W-Ase-123935,null,49052,Porcellanaster,ceruleus,null,3,Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,null,N.E.,2015-2
W-Ase-380747,null,49053,Benthopecten,claviger,null,3,Animalia,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,null,N.E.,2015-2
W-Oph-244054,null,49057,Ophiosemnotes,paucispina,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
W-Oph-242631,null,49062,Amphilepis,patens,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphilepididae,null,N.E.,2015-2
W-Oph-243913,null,49065,Ophiopholis,bakeri,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,null,N.E.,2015-2
W-Oph-245866,null,49066,Ophiopholis,longispina,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,null,N.E.,2015-2
W-Msc-588295,null,49092,Gastrochaena,hians,Atlantic gastrochaenid,6,Animalia,Mollusca,Bivalvia,Myoida,Gastrochaenidae,null,N.E.,2015-2
W-Msc-420984,null,49094,Gastrochaena,ovata,ovate gastrochaenid,8,Animalia,Mollusca,Bivalvia,Myoida,Gastrochaenidae,null,N.E.,2015-2
W-Msc-236786,null,49097,Cyrtodaria,kurriana,Kurr propellerclam,3,Animalia,Mollusca,Bivalvia,Myoida,Hiatellidae,null,N.E.,2015-2
W-Msc-545994,null,49107,Panopea,generosa,geoduck clam,3,Animalia,Mollusca,Bivalvia,Myoida,Hiatellidae,null,N.E.,2015-2
SLB-68942,null,49109,Panopea,abrupta,Pacific geoduck clam,5,Animalia,Mollusca,Bivalvia,Myoida,Hiatellidae,null,N.E.,2015-2
W-Msc-140771,null,49113,Zirfaea,crispata,great piddock,4,Animalia,Mollusca,Bivalvia,Myoida,Pholadidae,null,N.E.,2015-2
W-Msc-527851,null,49123,Bankia,martensi,null,6,Animalia,Mollusca,Bivalvia,Myoida,Teredinidae,null,N.E.,2015-2
W-Msc-506773,null,49169,Lyonsia,bracteata,scaly lyonsia,3,Animalia,Mollusca,Bivalvia,Pholadomyoida,Lyonsiidae,null,N.E.,2015-2
W-Msc-139436,null,49237,Cardiomya,striata,striate cardiomya,7,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,null,N.E.,2015-2
W-Msc-139445,null,49242,Cuspidaria,glacialis,glacial dipperclam,3,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,null,N.E.,2015-2
W-Msc-139453,null,49251,Cuspidaria,rostrata,rostrate dipperclam,6,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,null,N.E.,2015-2
W-Msc-139437,null,49257,Cuspidaria,arctica,null,4,Animalia,Mollusca,Bivalvia,Pholadomyoida,Cuspidariidae,null,N.E.,2015-2
W-Ase-380657,null,49260,Psilaster,pectinatus,null,3,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
W-Ase-158491,null,49268,Astropecten,articulatus,royal sea star,3,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,null,N.E.,2015-2
SLB-65571,null,49271,Nearchaster,aciculosus,null,4,Animalia,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,null,N.E.,2015-2
SLB-65573,null,49273,Nearchaster,variabilis,null,4,Animalia,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,null,N.E.,2015-2
W-Ase-380775,null,49276,Pectinaster,agassizi,null,5,Animalia,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,null,N.E.,2015-2
W-Ase-368805,null,49284,Ceramaster,clarki,null,3,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
W-Ase-368808,null,49285,Ceramaster,japonicus,null,4,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
W-Ase-213335,null,49286,Ceramaster,patagonicus,null,6,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
W-Ase-559194,null,49293,Gephyreaster,swifti,null,8,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
W-Ase-254900,null,49296,Hippasteria,spinosa,spiny red star,8,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
W-Ase-254890,null,49298,Hippasteria,californica,null,3,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
