speciesid,reviewed,speccode,genus,species,fbname,occurcells,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version
W-Ase-370836,null,49303,Pseudarchaster,dissonus,null,3,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
SLB-65759,null,49304,Pseudarchaster,parelii,null,4,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
SLB-65739,null,49316,Cryptopeltaster,lepidonotus,null,3,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,null,N.E.,2015-2
W-Ase-178210,null,49317,Oreaster,reticulatus,cushioned star,6,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,null,N.E.,2015-2
W-Ase-378630,null,49321,Linckia,columbiae,fragile star,3,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,null,N.E.,2015-2
W-Ech-591102,null,49324,Mesocentrotus,franciscanus,red sea urchin,3,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,null,N.E.,2015-2
W-Ech-124324,null,49325,Strongylocentrotus,pallidus,null,8,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,null,N.E.,2015-2
W-Ech-240747,null,49326,Strongylocentrotus,purpuratus,null,4,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,null,N.E.,2015-2
W-Ech-422499,null,49330,Clypeaster,subdepressus,sand dollar,3,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,null,N.E.,2015-2
W-Ech-513215,null,49341,Dendraster,excentricus,eccentric sand dollar,4,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,null,N.E.,2015-2
W-Ech-158062,null,49345,Echinarachnius,parma,null,4,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,null,N.E.,2015-2
W-Ech-513258,null,49350,Encope,micropora,null,3,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,null,N.E.,2015-2
W-Ech-422502,null,49351,Leodia,sexiesperforata,six holed keyhole urchin,4,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,null,N.E.,2015-2
W-Ech-513483,null,49354,Pourtalesia,tanneri,null,3,Animalia,Echinodermata,Echinoidea,Spatangoida,Pourtalesiidae,null,N.E.,2015-2
SLB-65922,null,49355,Pourtalesia,thomsoni,null,3,Animalia,Echinodermata,Echinoidea,Spatangoida,Pourtalesiidae,null,N.E.,2015-2
SLB-65917,null,49356,Ceratophysa,valvaecristata,null,3,Animalia,Echinodermata,Echinoidea,Spatangoida,Pourtalesiidae,null,N.E.,2015-2
W-Ech-513214,null,49357,Cystocrepis,setigera,null,3,Animalia,Echinodermata,Echinoidea,Spatangoida,Pourtalesiidae,null,N.E.,2015-2
W-Ech-513000,null,49358,Echinocrepis,rostrata,null,3,Animalia,Echinodermata,Echinoidea,Spatangoida,Pourtalesiidae,null,N.E.,2015-2
W-Ase-292719,null,49368,Lophaster,furcilliger,null,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,null,N.E.,2015-2
W-Ase-292720,null,49370,Solaster,dawsoni,morning sun star,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,null,N.E.,2015-2
W-Ase-292727,null,49372,Solaster,paxillatus,null,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,null,N.E.,2015-2
W-Ase-292729,null,49373,Solaster,stimpsoni,striped sun star,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,null,N.E.,2015-2
SLB-65715,null,49377,Solaster,borealis,null,3,Animalia,Echinodermata,Asteroidea,Spinulosida,Solasteridae,null,N.E.,2015-2
W-Ase-292746,null,49380,Peribolaster,biserialis,null,4,Animalia,Echinodermata,Asteroidea,Spinulosida,Korethrasteridae,null,N.E.,2015-2
W-Oph-125033,null,49395,Ophiolimna,bairdi,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
SLB-66324,null,49396,Ophiopthalmus,cataleimmoidus,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
SLB-66325,null,49397,Ophiopthalmus,diplasia,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
SLB-66326,null,49398,Ophiopthalmus,eurypoma,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
SLB-66328,null,49400,Ophiopthalmus,normani,null,8,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
W-Oph-572090,null,49410,Amphioplus,euryaspis,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-242683,null,49413,Amphiodia,urtica,null,8,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-242670,null,49416,Amphiodia,periercta,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-242666,null,49432,Amphiodia,occidentalis,long-armed brittle star,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Hol-529363,null,49458,Apostichopus,californicus,California sea cucumber,4,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180436,LC,2015-2
SLB-156675,null,49462,Isostichopus,fuscus,brown sea cucumber,5,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180373,EN,2015-2
W-Hol-124454,null,49471,Euapta,lappa,beaded sea cucumber,3,Animalia,Echinodermata,Holothuroidea,Apodida,Synaptidae,null,N.E.,2015-2
SLB-65694,null,49483,Hymenaster,perissonatus,null,3,Animalia,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,null,N.E.,2015-2
SLB-65695,null,49484,Hymenaster,quadrispinosus,null,4,Animalia,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,null,N.E.,2015-2
W-Ase-369041,null,49491,Pteraster,marsippus,null,4,Animalia,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,null,N.E.,2015-2
W-Ase-369053,null,49496,Pteraster,tesselatus,null,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,null,N.E.,2015-2
W-Ase-382131,null,49506,Patiria,miniata,bat star,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Asterinidae,null,N.E.,2015-2
W-Ase-240771,null,49507,Dermasterias,imbricata,leather star,5,Animalia,Echinodermata,Asteroidea,Spinulosida,Poraniidae,null,N.E.,2015-2
W-Ase-369117,null,49519,Henricia,leviuscula,Pacific blood star,8,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,null,N.E.,2015-2
W-Ase-240757,null,49531,Pisaster,brevispinus,short spined sea star,4,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-240755,null,49532,Pisaster,ochraceus,purple star,5,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-240758,null,49533,Pisaster,giganteus,giant spined star,3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-255048,null,49539,Orthasterias,koehleri,rainbow star,8,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-255062,null,49540,Stylasterias,forreri,fish-eating star,8,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-240764,null,49541,Pycnopodia,helianthoides,sunflower star,8,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-255116,null,49545,Pedicellaster,magister,null,4,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-254842,null,49557,Ampheraster,marianus,null,3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Ase-292869,null,49559,Astrocles,actinodetus,null,3,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,null,N.E.,2015-2
SLB-65492,null,49563,Craterobrisingia,synaptoma,null,3,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,null,N.E.,2015-2
W-Ase-292882,null,49564,Freyella,microplax,null,3,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,null,N.E.,2015-2
W-Ase-368510,null,49567,Astrolirus,panamensis,null,4,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,null,N.E.,2015-2
W-Ase-368527,null,49568,Freyellaster,fecundus,null,3,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,null,N.E.,2015-2
W-Oph-244043,null,49572,Ophioscolex,corynetes,null,3,Animalia,Echinodermata,Ophiuroidea,Phrynophiurida,Ophiomyxidae,null,N.E.,2015-2
W-Oph-243863,null,49573,Ophiomyxa,flaccida,limy brittle star,3,Animalia,Echinodermata,Ophiuroidea,Phrynophiurida,Ophiomyxidae,null,N.E.,2015-2
W-Oph-382690,null,49580,Asteroschema,sublaeve,null,3,Animalia,Echinodermata,Ophiuroidea,Phrynophiurida,Asteroschematidae,null,N.E.,2015-2
W-Oph-124969,null,49582,Gorgonocephalus,eucnemis,common basket star,8,Animalia,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,null,N.E.,2015-2
W-Oph-243214,null,49584,Astrophyton,muricatum,giant basket star,3,Animalia,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,null,N.E.,2015-2
W-Oph-245742,null,49590,Amphiophiura,ponderosa,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-124854,null,49600,Ophiocten,hastatum,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-244260,null,49605,Ophiura,bathybia,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-244266,null,49606,Ophiura,cryptolepis,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-124918,null,49607,Ophiura,flagellata,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
SLB-66452,null,49608,Ophiura,irrorata,null,7,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-244279,null,49609,Ophiura,leptoctenia,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-244282,null,49610,Ophiura,luetkenii,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-124913,null,49615,Ophiura,albida,Serpent's table brittlestar,8,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
SLB-189282,null,49626,Ophiosphalma,jolliensis,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiolepididae,null,N.E.,2015-2
W-Oph-243641,null,49629,Ophioderma,panamensis,banded serpent star,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,null,N.E.,2015-2
W-Oph-245673,null,49632,Ophioderma,variegatum,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,null,N.E.,2015-2
W-Oph-158073,null,49633,Ophioderma,brevispina,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,null,N.E.,2015-2
W-Oph-243327,null,49644,Ophiacantha,bathybia,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
W-Oph-243405,null,49650,Ophiacantha,rhachophora,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
W-Oph-243420,null,49651,Ophiacantha,trachybactra,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
SLB-158312,null,49717,Mycale,contarenii,null,5,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,null,N.E.,2015-2
W-Oph-243318,null,49728,Ophiacantha,abyssa,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
W-Oph-243431,null,49730,Ophiacanthella,acontophora,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,null,N.E.,2015-2
W-Hol-225807,null,49797,Cucumaria,miniata,orange sea cucumber,3,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,null,N.E.,2015-2
W-Hol-529459,null,49798,Cucumaria,piperata,sea cucumber,3,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,null,N.E.,2015-2
W-Hol-174060,null,49844,Pseudocnus,laevigatus,null,6,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,null,N.E.,2015-2
W-Hol-174061,null,49845,Pseudocnus,perrieri,Perrier's sea cucumber,4,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,null,N.E.,2015-2
W-Hol-732217,null,49863,Holothuria,arenicola,sand sea cucumber,7,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,180437,DD,2015-2
SLB-66233,null,49873,Amphioplus,macraspis,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-242906,null,49877,Amphiura,carchara,null,6,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
SLB-66246,null,49878,Amphiura,chiajei,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Oph-125080,null,49879,Amphiura,filiformis,null,7,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Hol-152565,null,49893,Pseudostichopus,mollis,null,4,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Synallactidae,180381,DD,2015-2
W-Hol-174115,null,49897,Bathyplotes,moseleyi,spiky sausage sea cucumber,8,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Synallactidae,180515,DD,2015-2
W-Hol-422542,null,49936,Synaptula,hydriformis,null,4,Animalia,Echinodermata,Holothuroidea,Apodida,Synaptidae,null,N.E.,2015-2
W-Oph-244870,null,49937,Ophiothrix,suensoni,Suenson's brittle star,7,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiothrichidae,null,N.E.,2015-2
W-Oph-212432,null,49942,Ophiomaza,cacaotica,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiothrichidae,null,N.E.,2015-2
W-Ech-396741,null,49947,Eucidaris,tribuloides,slate pencil urchin,5,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,null,N.E.,2015-2
W-Ech-513266,null,49948,Eucidaris,thouarsii,null,6,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,null,N.E.,2015-2
W-Ech-220659,null,49965,Sperosoma,biseriatum,null,3,Animalia,Echinodermata,Echinoidea,Echinothurioida,Echinothuriidae,null,N.E.,2015-2
W-Ech-513165,null,49968,Centrostephanus,coronatus,crowned sea urchin,4,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,null,N.E.,2015-2
SLB-65811,null,49979,Arbacia,incisa,null,3,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,null,N.E.,2015-2
W-Ech-367850,null,49984,Lytechinus,variegatus,green sea urchin,6,Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,null,N.E.,2015-2
W-Ech-513378,null,49985,Lytechinus,pictus,null,4,Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,null,N.E.,2015-2
W-Ech-422490,null,49992,Tripneustes,ventricosus,sea egg,4,Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,null,N.E.,2015-2
W-Ech-124277,null,49995,Echinus,acutus,null,6,Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,null,N.E.,2015-2
W-Ech-124287,null,49996,Echinus,esculentus,European edible sea urchin,6,Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,7011,LR/nt,2015-2
W-Ech-213380,null,50002,Echinometra,lucunter,null,7,Animalia,Echinodermata,Echinoidea,Echinoida,Echinometridae,null,N.E.,2015-2
W-Ech-422493,null,50003,Echinometra,viridis,null,6,Animalia,Echinodermata,Echinoidea,Echinoida,Echinometridae,null,N.E.,2015-2
W-Ech-569742,null,50006,Strongylocentrotus,fragilis,null,6,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,null,N.E.,2015-2
W-Ech-568594,null,50008,Cystechinus,loveni,null,3,Animalia,Echinodermata,Echinoidea,Spatangoida,Urechinidae,null,N.E.,2015-2
W-Ech-513143,null,50011,Brisaster,latifrons,null,6,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,null,N.E.,2015-2
W-Ech-158067,null,50012,Moira,atropos,null,5,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,null,N.E.,2015-2
W-Ech-422516,null,50014,Agassizia,excentrica,null,8,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,null,N.E.,2015-2
W-Ech-513094,null,50017,Aeropsis,fulva,null,4,Animalia,Echinodermata,Echinoidea,Spatangoida,Aeropsidae,null,N.E.,2015-2
W-Ech-367846,null,50018,Meoma,ventricosa,red heart urchin,6,Animalia,Echinodermata,Echinoidea,Spatangoida,Brissidae,null,N.E.,2015-2
W-Ech-422510,null,50021,Brissopsis,elongata,null,4,Animalia,Echinodermata,Echinoidea,Spatangoida,Brissidae,null,N.E.,2015-2
W-Ech-124373,null,50022,Brissopsis,lyrifera,null,4,Animalia,Echinodermata,Echinoidea,Spatangoida,Brissidae,null,N.E.,2015-2
W-Ech-124380,null,50026,Brissus,unicolor,null,8,Animalia,Echinodermata,Echinoidea,Spatangoida,Brissidae,null,N.E.,2015-2
W-Ech-124418,null,50029,Spatangus,purpureus,null,4,Animalia,Echinodermata,Echinoidea,Spatangoida,Spatangidae,null,N.E.,2015-2
W-Ech-513372,null,50037,Lovenia,cordiformis,null,8,Animalia,Echinodermata,Echinoidea,Spatangoida,Loveniidae,null,N.E.,2015-2
W-Hol-225808,null,50042,Psolus,chitinoides,slipper sea cucumber,4,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,null,N.E.,2015-2
SLB-66157,null,50048,Psolus,squamatus,null,8,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,null,N.E.,2015-2
W-Hol-529305,null,50063,Eupentacta,quinquesemita,stiff-footed sea cucumber,5,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,null,N.E.,2015-2
W-Hol-732363,null,50077,Holothuria,mexicana,donkey dung sea cucumber,5,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,180492,LC,2015-2
W-Hol-422538,null,50079,Chiridota,rotifera,null,3,Animalia,Echinodermata,Holothuroidea,Apodida,Chiridotidae,null,N.E.,2015-2
W-Hol-124801,null,50092,Molpadia,musculus,null,4,Animalia,Echinodermata,Holothuroidea,Molpadiida,Molpadiidae,null,N.E.,2015-2
W-Por-164164,null,50143,Eilhardia,schulzei,null,6,Animalia,Porifera,Calcarea,Baerida,Baeriidae,null,N.E.,2015-2
W-Hol-225804,null,50196,Paracaudina,chilensis,null,6,Animalia,Echinodermata,Holothuroidea,Molpadiida,Caudinidae,null,N.E.,2015-2
ITS-158550,null,50199,Comactinia,echinoptera,null,4,Animalia,Echinodermata,Crinoidea,Comatulida,Comasteridae,null,N.E.,2015-2
ITS-158580,null,50207,Florometra,serratissima,common feather star,8,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,null,N.E.,2015-2
ITS-158582,null,50208,Florometra,asperrima,rough feather star,8,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,null,N.E.,2015-2
ITS-158597,null,50217,Psathyrometra,fragilis,null,3,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,null,N.E.,2015-2
ITS-158600,null,50218,Retiometra,alascana,null,3,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,null,N.E.,2015-2
SLB-66024,null,50235,Holothuria,tubulosa,tubular sea cucumber,9,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,180455,LC,2015-2
W-Hol-208952,null,50237,Actinopyga,lecanora,white-bottomed sea cucumber,7,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,180266,DD,2015-2
W-Oph-124929,null,50264,Ophiura,ophiura,serpent brittle star,4,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,null,N.E.,2015-2
W-Oph-125057,null,50267,Amphilepis,norvegica,null,5,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphilepididae,null,N.E.,2015-2
W-Oph-125109,null,50268,Ophiactis,abyssicola,null,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,null,N.E.,2015-2
W-Oph-236130,null,50298,Acrocnida,brachiata,sand burrowing brittle star,3,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,null,N.E.,2015-2
W-Ase-213177,null,50312,Asteropsis,carinifera,null,4,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,null,N.E.,2015-2
SLB-65566,null,50316,Cheiraster,dawsoni,null,6,Animalia,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,null,N.E.,2015-2
W-Hol-241776,null,50326,Apostichopus,japonicus,japanese sea cucumber,5,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180424,EN,2015-2
W-Ase-255123,null,50328,Tarsaster,alaskanus,null,6,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,null,N.E.,2015-2
W-Por-133938,null,50342,Plakortis,simplex,null,7,Animalia,Porifera,Demospongiae,Homosclerophorida,Plakinidae,null,N.E.,2015-2
W-Por-134106,null,50343,Thenea,muricata,null,3,Animalia,Porifera,Demospongiae,Astrophorida,Pachastrellidae,null,N.E.,2015-2
W-Por-134083,null,50347,Poecillastra,compressa,null,5,Animalia,Porifera,Demospongiae,Astrophorida,Pachastrellidae,null,N.E.,2015-2
SLB-85734,null,50351,Clathrina,primordialis,null,3,Animalia,Porifera,Calcarea,Clathrinida,Clathrinidae,null,N.E.,2015-2
W-Por-236331,null,50375,Haliclona,simulans,null,3,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,null,N.E.,2015-2
SLB-131468,null,50393,Clathria,armata,null,5,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,null,N.E.,2015-2
W-Por-134326,null,50426,Timea,hallezi,null,3,Animalia,Porifera,Demospongiae,Hadromerida,Timeidae,null,N.E.,2015-2
W-Bry-111067,null,50461,Aetea,truncata,null,6,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Aeteidae,null,N.E.,2015-2
W-Bry-111066,null,50462,Aetea,sica,null,4,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Aeteidae,null,N.E.,2015-2
W-Por-134360,null,50468,Tetilla,cranium,null,6,Animalia,Porifera,Demospongiae,Spirophorida,Tetillidae,null,N.E.,2015-2
W-Por-164219,null,50486,Leucilla,nuttingi,null,4,Animalia,Porifera,Calcarea,Leucosolenida,Amphoriscidae,null,N.E.,2015-2
W-Por-164479,null,50536,Anamixilla,irregularis,null,4,Animalia,Porifera,Calcarea,Leucosolenida,Jenkinidae,null,N.E.,2015-2
W-Por-164480,null,50537,Anamixilla,torresi,null,4,Animalia,Porifera,Calcarea,Leucosolenida,Jenkinidae,null,N.E.,2015-2
W-Por-164324,null,50543,Leucandra,heathi,null,4,Animalia,Porifera,Calcarea,Leucosolenida,Grantiidae,null,N.E.,2015-2
W-Por-190818,null,50566,Dendya,prolifera,null,3,Animalia,Porifera,Calcarea,Clathrinida,Soleneiscidae,null,N.E.,2015-2
W-Por-174278,null,50574,Leucetta,floridana,null,9,Animalia,Porifera,Calcarea,Clathrinida,Leucettidae,null,N.E.,2015-2
SLB-85736,null,50583,Leucaltis,bathybia,null,6,Animalia,Porifera,Calcarea,Clathrinida,Leucaltidae,null,N.E.,2015-2
W-Por-164532,null,50624,Leucosolenia,lucasi,translucid chimney sponge,5,Animalia,Porifera,Calcarea,Leucosolenida,Leucosoleniidae,null,N.E.,2015-2
W-Por-404078,null,50751,Tedania,ignis,fire sponge,7,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,null,N.E.,2015-2
W-Por-133107,null,50776,Eurypon,clavatum,null,5,Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,null,N.E.,2015-2
W-Por-168021,null,50778,Ectyoplasia,ferox,null,3,Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,null,N.E.,2015-2
W-Por-181118,null,50790,Endectyon,fruticosum,null,3,Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,null,N.E.,2015-2
W-Por-193203,null,50794,Raspailia,nuda,null,3,Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,null,N.E.,2015-2
W-Bry-396716,null,50813,Bugula,californica,moss animal,4,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Bugulidae,null,N.E.,2015-2
W-Por-607212,null,50863,Lissodendoryx,sigmata,null,8,Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,null,N.E.,2015-2
W-Por-169017,null,50867,Monanchora,clathrata,null,8,Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,null,N.E.,2015-2
W-Por-169018,null,50869,Monanchora,dianchora,null,6,Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,null,N.E.,2015-2
SLB-157822,null,50898,Mycale,parishi,null,5,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,null,N.E.,2015-2
SLB-67618,null,50903,Diaperoecia,californica,southern staghorn bryozoan,4,Animalia,Bryozoa,Gymnolaemata,Cyclostomata,Diaperoeciidae,null,N.E.,2015-2
