iucn_sid,sciname,spp_group,sciname_worrms,status,sciname_accepted,iucn_name_ver
180446,Holothuria stocki,SEACUCUMBERS,NA,error,NA,NA
180447,Holothuria macroperona,SEACUCUMBERS,Holothuria macroperona,alternate representation,Holothuria (Thymiosycia) macroperona,FALSE
180448,Holothuria parva,SEACUCUMBERS,Holothuria parva,alternate representation,Holothuria (Selenkothuria) parva,FALSE
180450,Labidodemas quadripartitum,SEACUCUMBERS,Labidodemas quadripartitum,accepted,Labidodemas quadripartitum,TRUE
180451,Holothuria hawaiiensis,SEACUCUMBERS,Holothuria hawaiiensis,alternate representation,Holothuria (Stauropora) hawaiiensis,FALSE
180452,Bathyplotes natans,SEACUCUMBERS,Bathyplotes natans,accepted,Bathyplotes natans,TRUE
180453,Holothuria cumulus,SEACUCUMBERS,Holothuria cumulus,alternate representation,Holothuria (Lessonothuria) cumulus,FALSE
180454,Pseudostichopus profundi,SEACUCUMBERS,Pseudostichopus profundi,accepted,Pseudostichopus profundi,TRUE
180455,Holothuria tubulosa,SEACUCUMBERS,Holothuria tubulosa,alternate representation,Holothuria (Holothuria) tubulosa,FALSE
180456,Molpadiodemas pustulosus,SEACUCUMBERS,Molpadiodemas pustulosus,accepted,Molpadiodemas pustulosus,TRUE
180458,Holothuria sulcata,SEACUCUMBERS,Holothuria sulcata,unaccepted,Holothuria (Cystipus) occidentalis,FALSE
180459,Pseudostichopus peripatus,SEACUCUMBERS,Pseudostichopus peripatus,accepted,Pseudostichopus peripatus,TRUE
180460,Pseudostichopus tuberosus,SEACUCUMBERS,Pseudostichopus tuberosus,accepted,Pseudostichopus tuberosus,TRUE
180462,Mesothuria candelabra,SEACUCUMBERS,NA,deleted,Mesothuria candelabri,FALSE
180464,Bathyplotes spuma,SEACUCUMBERS,Bathyplotes spuma,unaccepted,Benthodytes spuma,FALSE
180465,Synallactes crucifera,SEACUCUMBERS,Synallactes crucifera,accepted,Synallactes crucifera,TRUE
180466,Holothuria turrisimperfecta,SEACUCUMBERS,Holothuria turrisimperfecta,alternate representation,Holothuria (Cystipus) turrisimperfecta,FALSE
180467,Molpadiodemas constrictus,SEACUCUMBERS,Molpadiodemas constrictus,accepted,Molpadiodemas constrictus,TRUE
180468,Mesothuria lactea,SEACUCUMBERS,NA,error,NA,NA
180469,Holothuria parvula,SEACUCUMBERS,NA,error,NA,NA
180470,Holothuria sinica,SEACUCUMBERS,NA,error,NA,NA
180471,Holothuria kubaryi,SEACUCUMBERS,Holothuria Kubaryi,alternate representation,Holothuria (Acanthotrapeza) kubaryi,FALSE
180473,Synallactes laguardai,SEACUCUMBERS,Synallactes laguardai,accepted,Synallactes laguardai,TRUE
180474,Actinopyga capillata,SEACUCUMBERS,Actinopyga capillata,accepted,Actinopyga capillata,TRUE
180475,Paelopatides appendiculata,SEACUCUMBERS,Paelopatides appendiculata,accepted,Paelopatides appendiculata,TRUE
180476,Stichopus naso,SEACUCUMBERS,Stichopus naso,accepted,Stichopus naso,TRUE
180477,Stichopus chloronotus,SEACUCUMBERS,Stichopus chloronotus,accepted,Stichopus chloronotus,TRUE
180478,Actinopyga flammea,SEACUCUMBERS,Actinopyga flammea,accepted,Actinopyga flammea,TRUE
180479,Labidodemas semperianum,SEACUCUMBERS,Labidodemas semperianum,accepted,Labidodemas semperianum,TRUE
180480,Synallactes angustus,SEACUCUMBERS,Synallactes angustus,unaccepted,Bathyplotes angustus,FALSE
180481,Thelenota ananas,SEACUCUMBERS,Thelenota ananas,accepted,Thelenota ananas,TRUE
180482,Molpadiodemas morbillus,SEACUCUMBERS,Molpadiodemas morbillus,accepted,Molpadiodemas morbillus,TRUE
180483,Holothuria flavomaculata,SEACUCUMBERS,NA,error,NA,NA
180484,Labidodemas pseudosemperianum,SEACUCUMBERS,Labidodemas pseudosemperianum,accepted,Labidodemas pseudosemperianum,TRUE
180487,Holothuria moebii,SEACUCUMBERS,Holothuria Moebii,alternate representation,Holothuria (Selenkothuria) moebii,FALSE
180488,Stichopus horrens,SEACUCUMBERS,Stichopus horrens,accepted,Stichopus horrens,TRUE
180490,Holothuria riojai,SEACUCUMBERS,Holothuria riojai,unaccepted,Holothuria (Halodeima) kefersteinii,FALSE
180491,Holothuria mactanensis,SEACUCUMBERS,NA,error,NA,NA
180492,Holothuria mexicana,SEACUCUMBERS,Holothuria mexicana,alternate representation,Holothuria (Halodeima) mexicana,FALSE
180493,Astichopus multifidus,SEACUCUMBERS,Astichopus multifidus,accepted,Astichopus multifidus,TRUE
180494,Holothuria fuscocinerea,SEACUCUMBERS,NA,error,NA,NA
180495,Actinopyga spinea,SEACUCUMBERS,Actinopyga spinea,accepted,Actinopyga spinea,TRUE
180496,Mesothuria roulei,SEACUCUMBERS,Mesothuria roulei,accepted,Mesothuria roulei,TRUE
180497,Holothuria thomasi,SEACUCUMBERS,NA,error,NA,NA
180498,Holothuria languens,SEACUCUMBERS,Holothuria languens,alternate representation,Holothuria (Semperothuria) languens,FALSE
180499,Holothuria turriscelsa,SEACUCUMBERS,NA,error,NA,NA
180500,Holothuria discrepans,SEACUCUMBERS,Holothuria discrepans,alternate representation,Holothuria (Stauropora) discrepans,FALSE
180504,Holothuria cinerascens,SEACUCUMBERS,NA,error,NA,NA
180505,Mesothuria crebrapedes,SEACUCUMBERS,Mesothuria crebrapedes,accepted,Mesothuria crebrapedes,TRUE
180506,Pseudostichopus occulatatus,SEACUCUMBERS,NA,deleted,Pseudostichopus occultatus,FALSE
180508,Holothuria helleri,SEACUCUMBERS,Holothuria Helleri,alternate representation,Holothuria (Holothuria) helleri,FALSE
180509,Holothuria cubana,SEACUCUMBERS,Holothuria cubana,alternate representation,Holothuria (Cystipus) cubana,FALSE
180510,Actinopyga bannwarthi,SEACUCUMBERS,Actinopyga bannwarthi,accepted,Actinopyga bannwarthi,TRUE
180511,Bohadschia subrubra,SEACUCUMBERS,Bohadschia subrubra,accepted,Bohadschia subrubra,TRUE
180512,Holothuria impatiens,SEACUCUMBERS,Holothuria impatiens,alternate representation,Holothuria (Thymiosycia) impatiens,FALSE
180513,Stichopus anapinusus,SEACUCUMBERS,Stichopus anapinusus,taxon inquirendum,Stichopus anapinusus,TRUE
180514,Holothuria mammata,SEACUCUMBERS,Holothuria mammata,alternate representation,Holothuria (Holothuria) mammata,FALSE
180515,Bathyplotes moseleyi,SEACUCUMBERS,Bathyplotes moseleyi,accepted,Bathyplotes moseleyi,TRUE
180516,Labidodemas maccullochi,SEACUCUMBERS,Labidodemas maccullochi,accepted,Labidodemas maccullochi,TRUE
180517,Mesothuria maroccana,SEACUCUMBERS,Mesothuria maroccana,accepted,Mesothuria maroccana,TRUE
180518,Actinopyga echinites,SEACUCUMBERS,Actinopyga echinites,accepted,Actinopyga echinites,TRUE
180519,Isostichopus badionotus,SEACUCUMBERS,Isostichopus badionotus,accepted,Isostichopus badionotus,TRUE
180521,Neostichopus grammatus,SEACUCUMBERS,Neostichopus grammatus,accepted,Neostichopus grammatus,TRUE
180522,Synallactes crebrapapilla,SEACUCUMBERS,Synallactes crebrapapilla,unaccepted,Bathyplotes crebrapapilla,FALSE
180523,Bohadschia cousteaui,SEACUCUMBERS,Bohadschia cousteaui,accepted,Bohadschia cousteaui,TRUE
180524,Stichopus quadrifasciatus,SEACUCUMBERS,Stichopus quadrifasciatus,accepted,Stichopus quadrifasciatus,TRUE
180525,Holothuria pervicax,SEACUCUMBERS,Holothuria pervicax,alternate representation,Holothuria (Stauropora) pervicax,FALSE
180526,Benthothuria funebris,SEACUCUMBERS,Benthothuria funebris,accepted,Benthothuria funebris,TRUE
180527,Molpadiodemas crinitus,SEACUCUMBERS,Molpadiodemas crinitus,accepted,Molpadiodemas crinitus,TRUE
180530,Actinopyga caerulea,SEACUCUMBERS,Actinopyga caerulea,accepted,Actinopyga caerulea,TRUE
180531,Holothuria dakarensis,SEACUCUMBERS,NA,error,NA,NA
180532,Holothuria sucosa,SEACUCUMBERS,Holothuria sucosa,alternate representation,Holothuria (Cystipus) sucosa,FALSE
180534,Holothuria inhabilis,SEACUCUMBERS,Holothuria inhabilis,alternate representation,Holothuria (Cystipus) inhabilis,FALSE
180535,Stichopus ocellatus,SEACUCUMBERS,Stichopus ocellatus,accepted,Stichopus ocellatus,TRUE
180536,Molpadiodemas pediculus,SEACUCUMBERS,Molpadiodemas pediculus,accepted,Molpadiodemas pediculus,TRUE
180537,Holothuria mammosa,SEACUCUMBERS,NA,error,NA,NA
180539,Holothuria lineata,SEACUCUMBERS,Holothuria lineata,alternate representation,Holothuria (Lessonothuria) lineata,FALSE
180540,Mesothuria intestinalis,SEACUCUMBERS,Mesothuria intestinalis,accepted,Mesothuria intestinalis,TRUE
180541,Bohadschia argus,SEACUCUMBERS,Bohadschia argus,accepted,Bohadschia argus,TRUE
180542,Holothuria maculosa,SEACUCUMBERS,Holothuria maculosa,alternate representation,Holothuria (Theelothuria) maculosa,FALSE
180544,Stichopus noctivagus,SEACUCUMBERS,Stichopus noctivagus,accepted,Stichopus noctivagus,TRUE
180545,Stichopus vastus,SEACUCUMBERS,Stichopus vastus,accepted,Stichopus vastus,TRUE
180546,Mesothuria milleri,SEACUCUMBERS,Mesothuria milleri,accepted,Mesothuria milleri,TRUE
180547,Holothuria aculeata,SEACUCUMBERS,Holothuria aculeata,alternate representation,Holothuria (Metriatyla) aculeata,FALSE
180549,Holothuria princeps,SEACUCUMBERS,Holothuria princeps,alternate representation,Holothuria (Theelothuria) princeps,FALSE
180982,Phenablennius heyligeri,COMBTOOTHBLENNIES,Phenablennius heyligeri,accepted,Phenablennius heyligeri,TRUE
181359,Sotalia guianensis,MARINE_MAMMALS,Sotalia guianensis,accepted,Sotalia guianensis,TRUE
182549,Elops lacerta,BONEFISH_TARPONS,Elops lacerta,accepted,Elops lacerta,TRUE
183207,Hypsoblennius paytensis,COMBTOOTHBLENNIES,Hypsoblennius paytensis,accepted,Hypsoblennius paytensis,TRUE
183238,Guentheridia formosa,PUFFERFISH,Guentheridia formosa,accepted,Guentheridia formosa,TRUE
183240,Chromis crusma,DAMSELFISH,Chromis crusma,accepted,Chromis crusma,TRUE
183260,Scartichthys viridis,COMBTOOTHBLENNIES,Scartichthys viridis,accepted,Scartichthys viridis,TRUE
183275,Scartichthys gigas,COMBTOOTHBLENNIES,Scartichthys gigas,accepted,Scartichthys gigas,TRUE
183276,Sphoeroides lobatus,PUFFERFISH,Sphoeroides lobatus,accepted,Sphoeroides lobatus,TRUE
183305,Xyrichtys victori,WRASSE,Xyrichtys victori,accepted,Xyrichtys victori,TRUE
183308,Ophioblennius steindachneri,COMBTOOTHBLENNIES,Ophioblennius steindachneri,accepted,Ophioblennius steindachneri,TRUE
183310,Prionurus laticlavius,SURGEONFISH_TANGS_UNICORNFISH,Prionurus laticlavius,accepted,Prionurus laticlavius,TRUE
183327,Semicossyphus darwini,WRASSE,Semicossyphus darwini,accepted,Semicossyphus darwini,TRUE
183341,Canthigaster punctatissima,PUFFERFISH,Canthigaster punctatissima,accepted,Canthigaster punctatissima,TRUE
183367,Hypsypops rubicundus,DAMSELFISH,Hypsypops rubicundus,accepted,Hypsypops rubicundus,TRUE
183373,Hypsoblennius proteus,COMBTOOTHBLENNIES,Hypsoblennius proteus,accepted,Hypsoblennius proteus,TRUE
183378,Halichoeres chierchiae,WRASSE,Halichoeres chierchiae,accepted,Halichoeres chierchiae,TRUE
183397,Abudefduf troschelii,DAMSELFISH,Abudefduf troschelii,accepted,Abudefduf troschelii,TRUE
183425,Hypsoblennius brevipinnis,COMBTOOTHBLENNIES,Hypsoblennius brevipinnis,accepted,Hypsoblennius brevipinnis,TRUE
183431,Stegastes acapulcoensis,DAMSELFISH,Stegastes acapulcoensis,accepted,Stegastes acapulcoensis,TRUE
183433,Halichoeres salmofasciatus,WRASSE,Halichoeres salmofasciatus,accepted,Halichoeres salmofasciatus,TRUE
183452,Chromis limbaughi,DAMSELFISH,Chromis limbaughi,accepted,Chromis limbaughi,TRUE
183460,Abudefduf declivifrons,DAMSELFISH,Abudefduf declivifrons,accepted,Abudefduf declivifrons,TRUE
183462,Stegastes beebei,DAMSELFISH,Stegastes beebei,accepted,Stegastes beebei,TRUE
183468,Scarus compressus,WRASSE,Scarus compressus,accepted,Scarus compressus,TRUE
183472,Microspathodon bairdii,DAMSELFISH,Microspathodon bairdii,accepted,Microspathodon bairdii,TRUE
183473,Thalassoma virens,WRASSE,Thalassoma virens,accepted,Thalassoma virens,TRUE
183483,Abudefduf concolor,DAMSELFISH,Abudefduf concolor,accepted,Abudefduf concolor,TRUE
183519,Halichoeres malpelo,WRASSE,Halichoeres malpelo,accepted,Halichoeres malpelo,TRUE
183529,Halichoeres aestuaricola,WRASSE,Halichoeres aestuaricola,accepted,Halichoeres aestuaricola,TRUE
183530,Stegastes arcifrons,DAMSELFISH,Stegastes arcifrons,accepted,Stegastes arcifrons,TRUE
183539,Bodianus eclancheri,WRASSE,Bodianus eclancheri,accepted,Bodianus eclancheri,TRUE
183551,Hypsoblennius maculipinna,COMBTOOTHBLENNIES,NA,error,NA,NA
183567,Stegastes redemptus,DAMSELFISH,Stegastes redemptus,accepted,Stegastes redemptus,TRUE
183582,Halichoeres discolor,WRASSE,Halichoeres discolor,accepted,Halichoeres discolor,TRUE
183586,Stegastes rectifraenum,DAMSELFISH,Stegastes rectifraenum,accepted,Stegastes rectifraenum,TRUE
183587,Sphoeroides rosenblatti,PUFFERFISH,Sphoeroides rosenblatti,accepted,Sphoeroides rosenblatti,TRUE
183607,Sphoeroides lispus,PUFFERFISH,Sphoeroides lispus,accepted,Sphoeroides lispus,TRUE
183611,Hypsoblennius gentilis,COMBTOOTHBLENNIES,Hypsoblennius gentilis,accepted,Hypsoblennius gentilis,TRUE
183623,Sphoeroides trichocephalus,PUFFERFISH,Sphoeroides trichocephalus,accepted,Sphoeroides trichocephalus,TRUE
183624,Bodianus diplotaenia,WRASSE,Bodianus diplotaenia,accepted,Bodianus diplotaenia,TRUE
183625,Halichoeres insularis,WRASSE,Halichoeres insularis,accepted,Halichoeres insularis,TRUE
183646,Prionurus punctatus,SURGEONFISH_TANGS_UNICORNFISH,Prionurus punctatus,accepted,Prionurus punctatus,TRUE
183652,Sphoeroides annulatus,PUFFERFISH,Sphoeroides annulatus,accepted,Sphoeroides annulatus,TRUE
183653,Chromis atrilobata,DAMSELFISH,Chromis atrilobata,accepted,Chromis atrilobata,TRUE
183703,Thalassoma robertsoni,WRASSE,Thalassoma robertsoni,accepted,Thalassoma robertsoni,TRUE
183725,Scartichthys variolatus,COMBTOOTHBLENNIES,Scartichthys variolatus,accepted,Scartichthys variolatus,TRUE
183731,Halichoeres melanotis,WRASSE,Halichoeres melanotis,accepted,Halichoeres melanotis,TRUE
183739,Xyrichtys wellingtoni,WRASSE,Xyrichtys wellingtoni,accepted,Xyrichtys wellingtoni,TRUE
183747,Stegastes flavilatus,DAMSELFISH,Stegastes flavilatus,accepted,Stegastes flavilatus,TRUE
183754,Xyrichtys mundiceps,WRASSE,Xyrichtys mundiceps,accepted,Xyrichtys mundiceps,TRUE
183766,Hypsoblennius sordidus,COMBTOOTHBLENNIES,Hypsoblennius sordidus,accepted,Hypsoblennius sordidus,TRUE
183771,Halichoeres adustus,WRASSE,Halichoeres adustus,accepted,Halichoeres adustus,TRUE
183774,Azurina hirundo,DAMSELFISH,Azurina hirundo,accepted,Azurina hirundo,TRUE
183781,Hypsoblennius gilberti,COMBTOOTHBLENNIES,Hypsoblennius gilberti,accepted,Hypsoblennius gilberti,TRUE
183789,Nexilosus latifrons,DAMSELFISH,Nexilosus latifrons,accepted,Nexilosus latifrons,TRUE
183793,Chromis intercrusma,DAMSELFISH,Chromis intercrusma,accepted,Chromis intercrusma,TRUE
183813,Nicholsina denticulata,WRASSE,Nicholsina denticulata,accepted,Nicholsina denticulata,TRUE
183817,Halichoeres semicinctus,WRASSE,Halichoeres semicinctus,accepted,Halichoeres semicinctus,TRUE
183822,Halichoeres dispilus,WRASSE,Halichoeres dispilus,accepted,Halichoeres dispilus,TRUE
183825,Microspathodon dorsalis,DAMSELFISH,Microspathodon dorsalis,accepted,Microspathodon dorsalis,TRUE
183839,Scarus perrico,WRASSE,Scarus perrico,accepted,Scarus perrico,TRUE
183870,Chromis alta,DAMSELFISH,Chromis alta,accepted,Chromis alta,TRUE
183875,Hypsoblennius jenkinsi,COMBTOOTHBLENNIES,Hypsoblennius jenkinsi,accepted,Hypsoblennius jenkinsi,TRUE
183886,Entomacrodus chiostictus,COMBTOOTHBLENNIES,Entomacrodus chiostictus,accepted,Entomacrodus chiostictus,TRUE
183907,Parahypsos piersoni,COMBTOOTHBLENNIES,Parahypsos piersoni,accepted,Parahypsos piersoni,TRUE
183909,Scartichthys crapulatus,COMBTOOTHBLENNIES,Scartichthys crapulatus,accepted,Scartichthys crapulatus,TRUE
183923,Decodon melasma,WRASSE,Decodon melasma,accepted,Decodon melasma,TRUE
183924,Hypsoblennius robustus,COMBTOOTHBLENNIES,Hypsoblennius robustus,accepted,Hypsoblennius robustus,TRUE
183925,Sphoeroides angusticeps,PUFFERFISH,Sphoeroides angusticeps,accepted,Sphoeroides angusticeps,TRUE
183961,Stegastes baldwini,DAMSELFISH,Stegastes baldwini,accepted,Stegastes baldwini,TRUE
183963,Stegastes leucorus,DAMSELFISH,Stegastes leucorus,accepted,Stegastes leucorus,TRUE
183980,Plagiotremus azaleus,COMBTOOTHBLENNIES,Plagiotremus azaleus,accepted,Plagiotremus azaleus,TRUE
183985,Thalassoma grammaticum,WRASSE,Thalassoma grammaticum,accepted,Thalassoma grammaticum,TRUE
184017,Azurina eupalama,DAMSELFISH,Azurina eupalama,accepted,Azurina eupalama,TRUE
184018,Sphoeroides kendalli,PUFFERFISH,Sphoeroides kendalli,accepted,Sphoeroides kendalli,TRUE
184022,Hypsoblennius caulopus,COMBTOOTHBLENNIES,Hypsoblennius caulopus,accepted,Hypsoblennius caulopus,TRUE
184034,Sphoeroides sechurae,PUFFERFISH,Sphoeroides sechurae,accepted,Sphoeroides sechurae,TRUE
184035,Halichoeres nicholsi,WRASSE,Halichoeres nicholsi,accepted,Halichoeres nicholsi,TRUE
184047,Elops affinis,BONEFISH_TARPONS,Elops affinis,accepted,Elops affinis,TRUE
184985,Enoplometopus daumi,LOBSTERS,Enoplometopus daumi,accepted,Enoplometopus daumi,TRUE
184986,Galearctus rapanus,LOBSTERS,Galearctus rapanus,accepted,Galearctus rapanus,TRUE
184987,Bathyarctus steatopygus,LOBSTERS,Bathyarctus steatopygus,accepted,Bathyarctus steatopygus,TRUE
184988,Galearctus umbilicatus,LOBSTERS,Galearctus umbilicatus,accepted,Galearctus umbilicatus,TRUE
184989,Stereomastis cerata,LOBSTERS,Stereomastis cerata,accepted,Stereomastis cerata,TRUE
184990,Nephropsis holthuisi,LOBSTERS,Nephropsis holthuisi,accepted,Nephropsis holthuisi,TRUE
184991,Stereomastis trispinosa,LOBSTERS,Stereomastis trispinosa,accepted,Stereomastis trispinosa,TRUE
184992,Thaumastochelopsis brucei,LOBSTERS,Thaumastochelopsis brucei,accepted,Thaumastochelopsis brucei,TRUE
184993,Enoplometopus antillensis,LOBSTERS,Enoplometopus antillensis,accepted,Enoplometopus antillensis,TRUE
184994,Biarctus dubius,LOBSTERS,Biarctus dubius,accepted,Biarctus dubius,TRUE
184995,Eduarctus lewinsohni,LOBSTERS,Eduarctus lewinsohni,accepted,Eduarctus lewinsohni,TRUE
184996,Stereomastis panglao,LOBSTERS,Stereomastis panglao,accepted,Stereomastis panglao,TRUE
184997,Eduarctus modestus,LOBSTERS,Eduarctus modestus,accepted,Eduarctus modestus,TRUE
184998,Enoplometopus debelius,LOBSTERS,Enoplometopus debelius,accepted,Enoplometopus debelius,TRUE
184999,Scyllarus subarctus,LOBSTERS,Scyllarus subarctus,accepted,Scyllarus subarctus,TRUE
185000,Stereomastis nana,LOBSTERS,Stereomastis nana,accepted,Stereomastis nana,TRUE
185001,Stereomastis alis,LOBSTERS,Stereomastis alis,accepted,Stereomastis alis,TRUE
185002,Ibacus pubescens,LOBSTERS,Ibacus pubescens,accepted,Ibacus pubescens,TRUE
185003,Stereomastis polita,LOBSTERS,Stereomastis polita,accepted,Stereomastis polita,TRUE
185004,Thymopides laurentae,LOBSTERS,Thymopides laurentae,accepted,Thymopides laurentae,TRUE
185005,Enoplometopus gracilipes,LOBSTERS,Enoplometopus gracilipes,accepted,Enoplometopus gracilipes,TRUE
185006,Eduarctus marginatus,LOBSTERS,Eduarctus marginatus,accepted,Eduarctus marginatus,TRUE
185007,Nupalirus chani,LOBSTERS,Nupalirus chani,accepted,Nupalirus chani,TRUE
185008,Palinurus barbarae,LOBSTERS,Palinurus barbarae,accepted,Palinurus barbarae,TRUE
185009,Palinustus holthuisi,LOBSTERS,Palinustus holthuisi,accepted,Palinustus holthuisi,TRUE
185010,Acantharctus delfini,LOBSTERS,Acantharctus delfini,accepted,Acantharctus delfini,TRUE
185011,Enoplometopus chacei,LOBSTERS,Enoplometopus chacei,accepted,Enoplometopus chacei,TRUE
185012,Stereomastis sculpta,LOBSTERS,Stereomastis sculpta,accepted,Stereomastis sculpta,TRUE
185013,Bathyarctus ramosae,LOBSTERS,Bathyarctus ramosae,accepted,Bathyarctus ramosae,TRUE
185014,Thenus indicus,LOBSTERS,Thenus indicus,accepted,Thenus indicus,TRUE
185015,Cardus crucifer,LOBSTERS,Cardus crucifer,accepted,Cardus crucifer,TRUE
185016,Scyllarus planorbis,LOBSTERS,Scyllarus planorbis,accepted,Scyllarus planorbis,TRUE
185017,Petrarctus demani,LOBSTERS,Petrarctus demani,accepted,Petrarctus demani,TRUE
185018,Pentacheles gibbus,LOBSTERS,Pentacheles gibbus,accepted,Pentacheles gibbus,TRUE
185019,Polycheles enthrix,LOBSTERS,Polycheles enthrix,accepted,Polycheles enthrix,TRUE
185020,Crenarctus crenatus,LOBSTERS,Crenarctus crenatus,accepted,Crenarctus crenatus,TRUE
185021,Ibacus chacei,LOBSTERS,Ibacus chacei,accepted,Ibacus chacei,TRUE
185022,Stereomastis talismani,LOBSTERS,Stereomastis talismani,accepted,Stereomastis talismani,TRUE
185023,Stereomastis surda,LOBSTERS,Stereomastis surda,accepted,Stereomastis surda,TRUE
185024,Enoplometopus holthuisi,LOBSTERS,Enoplometopus holthuisi,accepted,Enoplometopus holthuisi,TRUE
185025,Nupalirus vericeli,LOBSTERS,Nupalirus vericeli,accepted,Nupalirus vericeli,TRUE
185026,Polycheles typhlops,LOBSTERS,Polycheles typhlops,accepted,Polycheles typhlops,TRUE
185027,Biarctus vitiensis,LOBSTERS,Biarctus vitiensis,accepted,Biarctus vitiensis,TRUE
185028,Eduarctus perspicillatus,LOBSTERS,Eduarctus perspicillatus,accepted,Eduarctus perspicillatus,TRUE
185029,Thaumastocheles dochmiodon,LOBSTERS,Thaumastocheles dochmiodon,accepted,Thaumastocheles dochmiodon,TRUE
185030,Enoplometopus callistus,LOBSTERS,Enoplometopus callistus,accepted,Enoplometopus callistus,TRUE
185031,Acantharctus ornatus,LOBSTERS,Acantharctus ornatus,accepted,Acantharctus ornatus,TRUE
185032,Biarctus sordidus,LOBSTERS,Biarctus sordidus,accepted,Biarctus sordidus,TRUE
185033,Stereomastis evexa,LOBSTERS,Stereomastis evexa,accepted,Stereomastis evexa,TRUE
185034,Polycheles amemiyai,LOBSTERS,Polycheles amemiyai,accepted,Polycheles amemiyai,TRUE
185035,Bathyarctus rubens,LOBSTERS,Bathyarctus rubens,accepted,Bathyarctus rubens,TRUE
185036,Stereomastis suhmi,LOBSTERS,Stereomastis suhmi,accepted,Stereomastis suhmi,TRUE
185037,Stereomastis pacifica,LOBSTERS,Stereomastis pacifica,accepted,Stereomastis pacifica,TRUE
185038,Pentacheles laevis,LOBSTERS,Pentacheles laevis,accepted,Pentacheles laevis,TRUE
185039,Scyllarus caparti,LOBSTERS,Scyllarus caparti,accepted,Scyllarus caparti,TRUE
185040,Stereomastis helleri,LOBSTERS,Stereomastis helleri,accepted,Stereomastis helleri,TRUE
185041,Chelarctus aureus,LOBSTERS,Chelarctus aureus,accepted,Chelarctus aureus,TRUE
185042,Scyllarus chacei,LOBSTERS,Scyllarus chacei,accepted,Scyllarus chacei,TRUE
185043,Laurentaeglyphea neocaledonica,LOBSTERS,Laurentaeglyphea neocaledonica,accepted,Laurentaeglyphea neocaledonica,TRUE
185044,Antarctus mawsoni,LOBSTERS,Antarctus mawsoni,accepted,Antarctus mawsoni,TRUE
185045,Bathyarctus formosanus,LOBSTERS,Bathyarctus formosanus,accepted,Bathyarctus formosanus,TRUE
185046,Petrarctus veliger,LOBSTERS,Petrarctus veliger,accepted,Petrarctus veliger,TRUE
185047,Enoplometopus macrodontus,LOBSTERS,Enoplometopus macrodontus,accepted,Enoplometopus macrodontus,TRUE
185048,Antipodarctus aoteanus,LOBSTERS,Antipodarctus aoteanus,unaccepted,Crenarctus crenatus,FALSE
185049,Polycheles martini,LOBSTERS,Polycheles martini,accepted,Polycheles martini,TRUE
185050,Willemoesia forceps,LOBSTERS,Willemoesia forceps,accepted,Willemoesia forceps,TRUE
185051,Enoplometopus crosnieri,LOBSTERS,Enoplometopus crosnieri,accepted,Enoplometopus crosnieri,TRUE
185052,Enoplometopus voigtmanni,LOBSTERS,Enoplometopus voigtmanni,accepted,Enoplometopus voigtmanni,TRUE
185053,Enoplometopus pictus,LOBSTERS,Enoplometopus pictus,accepted,Enoplometopus pictus,TRUE
185054,Willemoesia leptodactyla,LOBSTERS,Willemoesia leptodactyla,accepted,Willemoesia leptodactyla,TRUE
185055,Homeryon asper,LOBSTERS,Homeryon asper,accepted,Homeryon asper,TRUE
185056,Thenus parindicus,LOBSTERS,Thenus parindicus,accepted,Thenus parindicus,TRUE
185057,Scyllarides obtusus,LOBSTERS,Scyllarides obtusus,accepted,Scyllarides obtusus,TRUE
185058,Pentacheles validus,LOBSTERS,Pentacheles validus,accepted,Pentacheles validus,TRUE
185059,Acantharctus posteli,LOBSTERS,Acantharctus posteli,accepted,Acantharctus posteli,TRUE
185060,Enoplometopus occidentalis,LOBSTERS,Enoplometopus occidentalis,accepted,Enoplometopus occidentalis,TRUE
185061,Pentacheles snyderi,LOBSTERS,Pentacheles snyderi,accepted,Pentacheles snyderi,TRUE
185062,Galearctus timidus,LOBSTERS,Galearctus timidus,accepted,Galearctus timidus,TRUE
185063,Metanephrops taiwanicus,LOBSTERS,Metanephrops taiwanicus,accepted,Metanephrops taiwanicus,TRUE
185064,Stereomastis auriculata,LOBSTERS,Stereomastis auriculata,accepted,Stereomastis auriculata,TRUE
185065,Nephropsis serrata,LOBSTERS,Nephropsis serrata,accepted,Nephropsis serrata,TRUE
185066,Polycheles coccifer,LOBSTERS,Polycheles coccifer,accepted,Polycheles coccifer,TRUE
185067,Polycheles tanneri,LOBSTERS,Polycheles tanneri,accepted,Polycheles tanneri,TRUE
185068,Eunephrops luckhursti,LOBSTERS,Eunephrops luckhursti,accepted,Eunephrops luckhursti,TRUE
185069,Stereomastis galil,LOBSTERS,Stereomastis galil,accepted,Stereomastis galil,TRUE
185070,Petrarctus holthuisi,LOBSTERS,Petrarctus holthuisi,accepted,Petrarctus holthuisi,TRUE
185071,Polycheles kermadecensis,LOBSTERS,Polycheles kermadecensis,accepted,Polycheles kermadecensis,TRUE
185072,Stereomastis phosphorus,LOBSTERS,Stereomastis phosphorus,accepted,Stereomastis phosphorus,TRUE
185073,Stereomastis aculeata,LOBSTERS,Stereomastis aculeata,accepted,Stereomastis aculeata,TRUE
185074,Galearctus kitanoviriosus,LOBSTERS,Galearctus kitanoviriosus,accepted,Galearctus kitanoviriosus,TRUE
185075,Thenus australiensis,LOBSTERS,Thenus australiensis,accepted,Thenus australiensis,TRUE
