am_sid,n_tot,lim,long,ncells
Fis-35196,595,e_lim,77.0,3
Fis-35197,189,e_lim,75.0,1
Fis-35199,1834,e_lim,179.0,1
Fis-35200,251,e_lim,124.0,1
Fis-35201,195,e_lim,73.0,4
Fis-35202,1962,e_lim,185.0,4
Fis-35203,821,e_lim,184.0,1
Fis-35204,1685,e_lim,184.5,2
Fis-35205,598,e_lim,129.0,1
Fis-35206,871,e_lim,175.0,2
Fis-35207,2442,e_lim,185.0,1
Fis-35208,306,e_lim,77.0,3
Fis-35209,2353,e_lim,185.0,4
Fis-35210,2250,e_lim,185.0,4
Fis-35211,433,e_lim,77.0,1
Fis-35212,47,e_lim,107.0,1
Fis-35214,665,e_lim,129.0,1
Fis-35215,414,e_lim,172.5,2
Fis-35219,2358,e_lim,185.0,3
Fis-35220,875,e_lim,169.0,1
Fis-35221,139,e_lim,74.0,1
Fis-35229,808,e_lim,129.0,3
Fis-35231,543,e_lim,172.5,2
Fis-35232,468,e_lim,74.0,4
Fis-35234,296,e_lim,77.0,3
Fis-35245,2427,e_lim,185.0,6
Fis-35246,1815,e_lim,185.0,6
Fis-35247,2472,e_lim,185.0,5
Fis-35248,2440,e_lim,185.0,4
Fis-35249,3030,e_lim,185.0,4
Fis-35250,619,e_lim,185.0,4
Fis-35254,1873,e_lim,185.0,4
Fis-35255,2770,e_lim,185.0,5
Fis-35256,2427,e_lim,185.0,4
Fis-35261,506,e_lim,184.0,3
Fis-35262,441,e_lim,184.0,4
Fis-35263,1312,e_lim,170.0,5
Fis-35265,3766,e_lim,185.0,4
Fis-35270,1061,e_lim,185.0,4
Fis-35271,1417,e_lim,184.5,2
Fis-35273,2080,e_lim,185.0,4
Fis-35275,267,e_lim,77.0,3
Fis-35276,2246,e_lim,185.0,3
Fis-35281,272,e_lim,185.0,4
Fis-35282,366,e_lim,171.5,1
Fis-35284,505,e_lim,77.0,2
Fis-35285,392,e_lim,77.0,1
Fis-35286,1157,e_lim,185.0,4
Fis-35287,1092,e_lim,172.5,2
Fis-35292,1739,e_lim,185.0,4
Fis-35293,198,e_lim,73.5,4
Fis-35295,2299,e_lim,191.0,2
Fis-35316,1418,e_lim,184.5,1
Fis-35318,2005,e_lim,185.0,4
Fis-35320,3119,e_lim,185.0,4
Fis-35321,1578,e_lim,184.0,1
Fis-35326,3322,e_lim,185.0,4
Fis-35331,275,e_lim,75.0,2
Fis-35334,348,e_lim,77.0,4
Fis-35341,402,e_lim,77.0,1
Fis-35347,436,e_lim,77.0,1
Fis-35351,1260,e_lim,129.0,10
Fis-35352,361,e_lim,116.0,2
Fis-35355,557,e_lim,129.0,1
Fis-35356,571,e_lim,77.0,3
Fis-35375,1399,e_lim,185.0,4
Fis-35377,2516,e_lim,185.0,4
Fis-35382,2331,e_lim,185.0,4
Fis-35390,1480,e_lim,181.0,1
Fis-35391,43,e_lim,120.0,1
Fis-35397,1163,e_lim,176.0,2
Fis-35398,266,e_lim,185.0,3
Fis-35399,1664,e_lim,184.0,1
Fis-35400,1845,e_lim,185.0,3
Fis-35401,2082,e_lim,184.5,2
Fis-35402,317,e_lim,166.5,1
Fis-35403,303,e_lim,77.0,3
Fis-35409,1395,e_lim,185.0,4
Fis-35413,2088,e_lim,185.0,4
Fis-35424,175,e_lim,129.0,4
Fis-35426,1820,e_lim,185.0,4
Fis-35436,2572,e_lim,185.0,4
Fis-35437,2035,e_lim,184.5,6
Fis-35444,1870,e_lim,185.0,3
Fis-35447,60,e_lim,114.0,1
Fis-35450,903,e_lim,184.0,1
Fis-35453,669,e_lim,185.0,4
Fis-35454,562,e_lim,185.0,4
Fis-35456,1859,e_lim,185.0,4
Fis-35457,43,e_lim,112.5,4
Fis-35458,2508,e_lim,185.0,4
Fis-35461,1636,e_lim,184.0,1
Fis-35462,711,e_lim,173.5,1
Fis-35463,1764,e_lim,184.5,2
Fis-35464,1333,e_lim,184.0,1
Fis-35465,1866,e_lim,185.0,4
Fis-35466,608,e_lim,184.0,1
Fis-35467,3269,e_lim,185.0,4
Fis-35471,190,e_lim,74.0,11
Fis-35472,24,e_lim,111.5,1
Fis-35474,1094,e_lim,174.0,2
Fis-35475,225,e_lim,74.0,1
Fis-35476,508,e_lim,74.5,2
Fis-35479,1952,e_lim,185.0,4
Fis-35480,1735,e_lim,185.0,4
Fis-35481,817,e_lim,185.0,4
Fis-35494,3150,e_lim,184.0,1
Fis-35495,863,e_lim,185.0,4
Fis-35500,629,e_lim,185.0,4
Fis-35506,786,e_lim,185.0,4
Fis-35561,642,e_lim,184.0,1
Fis-35564,1049,e_lim,191.0,2
Fis-35569,2355,e_lim,185.0,4
Fis-35608,356,e_lim,77.0,3
Fis-35624,52,e_lim,185.0,1
Fis-35625,1401,e_lim,185.0,4
Fis-35630,1050,e_lim,185.0,4
Fis-35631,752,e_lim,185.0,3
Fis-35635,342,e_lim,189.5,1
Fis-35638,469,e_lim,185.0,4
Fis-35648,3013,e_lim,184.5,3
Fis-35651,2031,e_lim,184.5,1
Fis-35694,1884,e_lim,185.0,4
Fis-35711,1424,e_lim,154.0,13
Fis-35713,271,e_lim,129.0,2
Fis-35715,32,e_lim,118.0,1
Fis-35738,63,e_lim,126.0,1
Fis-35779,307,e_lim,182.0,3
Fis-35794,2550,e_lim,184.0,1
Fis-35819,301,e_lim,185.0,6
Fis-35820,12,e_lim,114.0,3
Fis-35821,3,e_lim,114.0,1
Fis-35823,1558,e_lim,179.5,1
Fis-35826,215,e_lim,75.0,1
Fis-35827,3318,e_lim,185.0,4
Fis-35828,266,e_lim,77.0,3
Fis-35829,13,e_lim,115.0,1
Fis-35832,2752,e_lim,179.5,1
Fis-35833,1238,e_lim,129.0,7
Fis-35835,214,e_lim,73.5,2
Fis-35841,14,e_lim,120.0,1
Fis-35843,5,e_lim,114.0,1
Fis-35850,2340,e_lim,185.0,5
Fis-35862,2090,e_lim,184.5,2
Fis-35872,309,e_lim,112.0,2
Fis-35873,323,e_lim,116.0,10
Fis-35874,541,e_lim,185.0,5
Fis-35876,17,e_lim,114.0,4
Fis-35879,9,e_lim,114.0,3
Fis-35880,15,e_lim,115.0,1
Fis-35882,10,e_lim,114.0,1
Fis-35885,26,e_lim,117.0,2
Fis-35891,254,e_lim,170.0,1
Fis-35892,759,e_lim,136.0,1
Fis-35895,48,e_lim,121.5,2
Fis-35896,2230,e_lim,185.0,6
Fis-35910,539,e_lim,185.0,4
Fis-35912,1633,e_lim,185.0,4
Fis-35919,108,e_lim,125.0,1
Fis-35920,54,e_lim,184.5,1
Fis-35921,791,e_lim,185.0,1
Fis-35922,1626,e_lim,185.0,6
Fis-35925,841,e_lim,185.0,4
Fis-35926,1971,e_lim,185.0,4
Fis-35929,10,e_lim,115.0,1
Fis-35934,668,e_lim,185.0,4
Fis-35940,212,e_lim,170.0,3
Fis-35947,1990,e_lim,185.0,4
Fis-35957,2888,e_lim,185.0,1
Fis-35959,1102,e_lim,185.0,4
Fis-35964,1809,e_lim,184.0,1
Fis-35967,670,e_lim,182.0,2
Fis-35969,2176,e_lim,185.0,6
Fis-35970,849,e_lim,185.0,6
Fis-35972,1023,e_lim,132.0,9
Fis-35974,367,e_lim,148.5,1
Fis-35975,2316,e_lim,185.0,6
Fis-35979,1886,e_lim,185.0,6
Fis-3828,4037,e_lim,185.0,4
Fis-4223,2436,e_lim,186.5,3
Fis-4273,467,e_lim,77.0,3
Fis-4320,2737,e_lim,184.0,1
Fis-4408,3661,e_lim,185.0,4
Fis-4576,1172,e_lim,129.0,10
Fis-46917,1366,e_lim,172.5,3
Fis-46919,2692,e_lim,185.0,4
Fis-46921,327,e_lim,147.5,1
Fis-46922,933,e_lim,144.0,1
Fis-46925,1035,e_lim,148.0,1
Fis-46954,525,e_lim,185.0,4
Fis-47000,2550,e_lim,185.0,1
Fis-47004,1450,e_lim,179.5,1
Fis-47013,2976,e_lim,184.0,1
Fis-47014,1870,e_lim,185.0,4
Fis-47016,1136,e_lim,185.0,6
Fis-47018,2275,e_lim,185.0,6
Fis-47020,2531,e_lim,185.0,6
Fis-47022,3690,e_lim,185.0,4
Fis-47024,1637,e_lim,148.5,1
Fis-47026,1364,e_lim,148.0,3
Fis-47027,2583,e_lim,179.5,1
Fis-47036,957,e_lim,185.0,6
Fis-47050,2188,e_lim,185.0,6
Fis-47056,3405,e_lim,185.0,4
Fis-47079,4098,e_lim,155.0,7
Fis-47096,625,e_lim,185.0,3
Fis-47124,308,e_lim,185.0,4
Fis-47151,3550,e_lim,185.0,4
Fis-47175,3469,e_lim,184.0,1
Fis-47201,75,e_lim,115.0,1
Fis-47217,2159,e_lim,185.0,4
Fis-47228,1546,e_lim,185.0,6
Fis-47232,1184,e_lim,184.0,1
Fis-47238,2024,e_lim,185.0,4
Fis-47240,147,e_lim,128.5,2
Fis-47242,248,e_lim,148.5,1
Fis-47245,3163,e_lim,185.0,4
Fis-47246,2187,e_lim,185.0,4
Fis-47256,2342,e_lim,185.0,4
Fis-47262,4427,e_lim,191.0,2
Fis-47270,2114,e_lim,172.5,2
Fis-47272,1667,e_lim,181.0,1
Fis-47304,3176,e_lim,185.0,3
Fis-47307,2493,e_lim,185.0,1
Fis-47319,568,e_lim,185.0,6
Fis-47321,3318,e_lim,185.0,4
Fis-47323,3479,e_lim,185.0,4
Fis-47340,3374,e_lim,185.0,4
Fis-47341,2892,e_lim,185.0,4
Fis-47343,10,e_lim,160.0,2
Fis-47352,4399,e_lim,185.0,5
Fis-47364,563,e_lim,134.5,1
Fis-47368,1434,e_lim,185.0,4
Fis-47388,1470,e_lim,148.0,1
Fis-47408,1634,e_lim,185.0,1
Fis-47409,272,e_lim,148.0,1
Fis-47411,746,e_lim,184.0,1
Fis-47426,3465,e_lim,184.0,1
Fis-47427,4605,e_lim,185.0,5
Fis-47434,2294,e_lim,179.5,1
Fis-47439,2127,e_lim,184.5,1
Fis-47441,897,e_lim,150.0,1
Fis-47443,1554,e_lim,185.0,4
Fis-47444,3650,e_lim,185.0,1
Fis-47488,3247,e_lim,185.0,4
Fis-47489,2681,e_lim,184.0,1
Fis-47495,1294,e_lim,185.0,4
Fis-47536,1317,e_lim,185.0,6
Fis-47537,560,e_lim,185.0,4
Fis-47541,2000,e_lim,185.0,4
Fis-47545,2047,e_lim,185.0,4
Fis-47559,512,e_lim,185.0,4
Fis-47560,2674,e_lim,185.0,4
Fis-47567,3697,e_lim,185.0,4
Fis-47573,1560,e_lim,184.5,2
Fis-47574,1649,e_lim,185.0,6
Fis-47575,1695,e_lim,185.0,6
Fis-47581,3047,e_lim,185.0,6
Fis-47582,439,e_lim,185.0,4
Fis-47584,2318,e_lim,179.5,1
Fis-47585,572,e_lim,185.0,4
Fis-47587,1295,e_lim,172.5,2
Fis-47588,2345,e_lim,184.0,1
Fis-47589,320,e_lim,185.0,6
Fis-47608,142,e_lim,77.0,1
Fis-47638,396,e_lim,77.0,3
Fis-47655,906,e_lim,185.0,9
Fis-47659,243,e_lim,129.0,3
Fis-47673,3556,e_lim,129.0,3
Fis-47704,787,e_lim,177.5,1
Fis-47708,2391,e_lim,184.5,2
Fis-47736,1938,e_lim,77.0,16
Fis-47748,90,e_lim,115.0,10
Fis-47776,487,e_lim,77.0,3
Fis-47779,5584,e_lim,185.0,12
Fis-47804,10325,e_lim,185.0,52
Fis-47835,923,e_lim,185.0,4
Fis-47943,4222,e_lim,185.0,4
Fis-47983,20173,e_lim,185.0,90
Fis-48018,3993,e_lim,185.0,4
Fis-48141,12373,e_lim,137.0,42
Fis-48154,2279,e_lim,185.0,4
Fis-48194,3450,e_lim,156.0,8
Fis-48308,48,e_lim,114.5,2
Fis-48438,973,e_lim,140.0,15
Fis-48440,221,e_lim,74.0,1
Fis-48518,14833,e_lim,185.0,90
Fis-48651,75,e_lim,98.5,1
Fis-48669,146,e_lim,102.0,1
Fis-48951,8975,e_lim,185.0,90
Fis-48955,2729,e_lim,185.0,13
Fis-48976,1715,e_lim,185.0,7
Fis-50024,791,e_lim,129.0,2
Fis-50026,9965,e_lim,129.0,3
Fis-50085,2979,e_lim,128.5,1
Fis-50114,13611,e_lim,185.0,60
Fis-50124,9264,e_lim,185.0,33
Fis-50131,19107,e_lim,185.0,90
Fis-50189,2489,e_lim,129.0,3
Fis-50196,431,e_lim,185.0,6
Fis-50197,10981,e_lim,185.0,39
Fis-50200,1361,e_lim,129.0,3
Fis-50202,652,e_lim,129.0,6
Fis-50236,1480,e_lim,184.5,2
Fis-50240,1598,e_lim,181.0,4
Fis-50244,2911,e_lim,185.0,4
Fis-50245,2250,e_lim,185.0,4
Fis-50246,3754,e_lim,185.0,14
Fis-50255,8098,e_lim,185.0,19
Fis-50272,681,e_lim,115.0,2
Fis-50276,72,e_lim,121.0,1
Fis-50281,1318,e_lim,80.0,11
Fis-50286,1859,e_lim,185.0,4
Fis-50290,315,e_lim,75.0,2
Fis-50333,3348,e_lim,185.0,4
Fis-50365,336,e_lim,75.5,2
Fis-50367,651,e_lim,129.0,1
Fis-50375,324,e_lim,77.0,3
Fis-50377,444,e_lim,100.0,3
Fis-50379,458,e_lim,77.0,1
Fis-50398,879,e_lim,129.0,4
Fis-50402,425,e_lim,77.0,1
Fis-50404,418,e_lim,77.0,1
Fis-50406,1404,e_lim,148.5,2
Fis-50441,2521,e_lim,184.0,1
Fis-50448,203,e_lim,77.0,2
Fis-50450,2513,e_lim,184.0,1
Fis-50487,245,e_lim,75.0,1
Fis-50498,498,e_lim,77.0,2
Fis-50500,1747,e_lim,185.0,12
Fis-50532,197,e_lim,73.5,2
Fis-50534,321,e_lim,73.5,2
Fis-50562,1015,e_lim,129.0,2
Fis-50579,794,e_lim,129.0,2
Fis-50588,809,e_lim,129.0,2
Fis-50590,612,e_lim,77.0,3
Fis-50637,585,e_lim,77.0,2
Fis-50646,510,e_lim,77.0,2
Fis-50647,1999,e_lim,185.0,4
Fis-50701,3933,e_lim,185.0,4
Fis-50703,2880,e_lim,185.0,4
Fis-50715,2908,e_lim,185.0,4
Fis-50719,943,e_lim,185.0,3
Fis-50720,3089,e_lim,185.0,3
Fis-50862,3726,e_lim,185.0,3
Fis-50864,1720,e_lim,185.0,4
Fis-50954,671,e_lim,129.0,1
Fis-51025,64,e_lim,115.0,3
Fis-51030,25,e_lim,115.0,1
Fis-51063,1607,e_lim,184.0,1
Fis-51077,3501,e_lim,185.0,4
Fis-51215,2504,e_lim,184.0,1
Fis-51274,3179,e_lim,185.0,6
Fis-51289,1860,e_lim,184.0,1
Fis-51467,95,e_lim,173.5,1
Fis-51530,1892,e_lim,191.0,2
Fis-51707,1171,e_lim,176.0,1
Fis-51774,1261,e_lim,179.5,2
Fis-51782,2646,e_lim,185.0,4
Fis-51789,36,e_lim,146.0,2
Fis-51802,2027,e_lim,185.0,4
Fis-51805,1466,e_lim,184.5,2
Fis-51806,1855,e_lim,185.0,4
Fis-51807,1922,e_lim,185.0,4
Fis-51811,2510,e_lim,185.0,4
Fis-51821,1889,e_lim,184.0,1
Fis-51826,2519,e_lim,194.5,2
Fis-51837,1215,e_lim,180.0,1
Fis-51872,2511,e_lim,185.0,4
Fis-51906,2656,e_lim,185.0,4
Fis-51923,3251,e_lim,185.0,4
Fis-51969,1795,e_lim,185.0,1
Fis-52006,1693,e_lim,184.0,1
Fis-52081,241,e_lim,173.0,1
Fis-52083,973,e_lim,185.0,4
Fis-52095,1419,e_lim,185.0,4
Fis-52106,64,e_lim,115.0,3
Fis-52108,80,e_lim,115.0,7
Fis-52109,56,e_lim,115.0,3
Fis-52113,38,e_lim,115.0,1
Fis-52119,9,e_lim,108.5,2
Fis-52133,78,e_lim,115.0,1
Fis-52138,19,e_lim,115.0,1
Fis-52160,2555,e_lim,185.0,6
Fis-52171,2472,e_lim,185.0,4
Fis-52183,2239,e_lim,185.0,5
Fis-52272,58,e_lim,115.0,3
Fis-52296,60,e_lim,115.0,7
Fis-52297,19,e_lim,115.0,2
Fis-52306,85,e_lim,115.0,5
Fis-52317,59,e_lim,115.0,5
Fis-52321,1824,e_lim,185.0,7
Fis-52329,8229,e_lim,185.0,29
Fis-52331,1093,e_lim,129.0,3
Fis-52333,4075,e_lim,185.0,13
Fis-52338,529,e_lim,116.0,1
Fis-52342,76,e_lim,115.0,10
Fis-52372,2838,e_lim,155.0,7
Fis-52465,91,e_lim,115.0,3
Fis-52518,1558,e_lim,184.5,1
Fis-52519,55,e_lim,115.0,2
Fis-52589,203,e_lim,164.0,1
Fis-52612,3003,e_lim,185.0,4
Fis-52662,488,e_lim,77.0,1
Fis-52694,26,e_lim,115.0,2
Fis-52697,36,e_lim,115.0,7
Fis-52720,16330,e_lim,185.0,86
Fis-52741,65,e_lim,114.5,2
Fis-52775,439,e_lim,77.0,1
Fis-52790,59,e_lim,115.0,4
Fis-52878,14422,e_lim,185.0,90
Fis-52893,47,e_lim,115.0,2
Fis-52905,3055,e_lim,185.0,4
Fis-52908,19201,e_lim,185.0,90
Fis-52910,3116,e_lim,184.0,1
Fis-52926,2088,e_lim,185.0,6
Fis-52935,114,e_lim,115.0,10
Fis-52985,1894,e_lim,181.0,4
Fis-53022,1437,e_lim,181.0,1
Fis-53103,446,e_lim,77.0,2
Fis-53108,2708,e_lim,184.0,1
Fis-53112,3743,e_lim,185.0,4
Fis-53124,374,e_lim,185.0,3
Fis-53144,9278,e_lim,129.0,4
Fis-53152,9,e_lim,111.5,1
Fis-53173,39,e_lim,115.0,2
Fis-53184,41,e_lim,115.0,2
Fis-53210,152,e_lim,185.0,3
Fis-53227,41,e_lim,113.0,1
Fis-53239,772,e_lim,185.0,2
Fis-53255,1454,e_lim,129.0,11
Fis-53257,18704,e_lim,185.0,90
Fis-53258,40,e_lim,115.0,2
Fis-53265,2122,e_lim,185.0,6
Fis-53273,1113,e_lim,184.0,1
Fis-53280,1836,e_lim,185.0,7
Fis-53283,43,e_lim,115.0,3
Fis-53289,2288,e_lim,185.0,9
Fis-53290,1552,e_lim,185.0,6
Fis-53294,2414,e_lim,185.0,7
Fis-53334,33,e_lim,115.0,1
Fis-53337,67,e_lim,115.0,1
Fis-53340,2145,e_lim,185.0,8
Fis-53351,44,e_lim,115.0,3
Fis-53354,95,e_lim,115.0,10
Fis-53355,1095,e_lim,129.0,4
Fis-53358,394,e_lim,115.0,2
Fis-53360,1959,e_lim,185.0,7
Fis-53362,70,e_lim,115.0,5
Fis-53363,2015,e_lim,185.0,1
Fis-53367,57,e_lim,115.0,2
Fis-53371,26,e_lim,115.0,3
Fis-53382,7280,e_lim,182.0,17
Fis-53383,98,e_lim,115.0,3
Fis-53387,538,e_lim,77.0,1
Fis-53388,2655,e_lim,185.0,14
Fis-53391,519,e_lim,77.0,2
Fis-53413,1819,e_lim,188.0,4
Fis-53416,1250,e_lim,129.0,3
Fis-53418,44,e_lim,115.0,2
Fis-53437,57,e_lim,114.0,1
Fis-53446,1749,e_lim,184.5,2
Fis-53628,83,e_lim,115.0,5
Fis-53649,157,e_lim,115.0,10
Fis-53658,1240,e_lim,184.0,1
Fis-53676,1446,e_lim,185.0,2
Fis-53679,2456,e_lim,185.0,4
Fis-53700,51,e_lim,115.0,3
Fis-53713,1779,e_lim,185.0,3
Fis-53721,2160,e_lim,185.0,5
Fis-53731,2717,e_lim,185.0,6
Fis-53790,2660,e_lim,185.0,6
Fis-53834,2315,e_lim,184.5,2
Fis-53895,869,e_lim,184.0,1
Fis-53903,4261,e_lim,182.0,7
Fis-53918,1763,e_lim,184.0,1
Fis-53955,1408,e_lim,186.0,3
Fis-53960,2307,e_lim,185.0,4
Fis-53969,1032,e_lim,182.0,1
Fis-53974,530,e_lim,184.0,1
Fis-53975,2374,e_lim,185.0,4
Fis-53986,479,e_lim,114.5,2
Fis-53991,1824,e_lim,185.0,3
Fis-53992,2008,e_lim,184.0,1
Fis-53997,31,e_lim,112.5,2
Fis-54014,51,e_lim,113.0,1
Fis-54018,59,e_lim,113.0,1
Fis-54028,2447,e_lim,184.5,2
Fis-54034,2106,e_lim,185.0,4
Fis-54035,2334,e_lim,185.0,4
Fis-54037,1808,e_lim,185.0,4
Fis-54038,669,e_lim,174.0,2
Fis-54044,1632,e_lim,184.0,1
Fis-54054,672,e_lim,184.0,1
Fis-54058,2690,e_lim,185.0,4
Fis-54060,2544,e_lim,185.0,4
Fis-54062,2253,e_lim,185.0,4
Fis-54065,431,e_lim,77.0,1
Fis-54066,1725,e_lim,184.5,2
Fis-54071,379,e_lim,77.0,2
Fis-54077,146,e_lim,73.0,5
Fis-54078,1634,e_lim,184.0,1
Fis-54082,311,e_lim,77.0,2
Fis-54098,3787,e_lim,185.0,5
Fis-54121,1524,e_lim,184.0,2
Fis-54122,2220,e_lim,185.0,6
Fis-54133,59,e_lim,115.0,5
Fis-54137,640,e_lim,173.5,3
Fis-54144,1947,e_lim,184.0,2
Fis-54145,1465,e_lim,181.5,1
Fis-54151,388,e_lim,76.5,2
Fis-54154,2064,e_lim,185.0,4
Fis-54155,2418,e_lim,185.0,4
Fis-54156,1605,e_lim,184.0,1
Fis-54161,2172,e_lim,185.0,4
Fis-54168,1462,e_lim,184.0,1
Fis-54172,1951,e_lim,185.0,4
Fis-54179,1958,e_lim,184.0,1
Fis-54180,2603,e_lim,185.0,4
Fis-54181,2094,e_lim,184.0,1
Fis-54182,2628,e_lim,185.0,4
Fis-54184,1233,e_lim,77.0,7
Fis-54185,230,e_lim,169.0,2
Fis-54188,2243,e_lim,180.0,1
Fis-54190,1343,e_lim,184.0,1
Fis-54194,3677,e_lim,185.0,4
Fis-54195,154,e_lim,124.5,1
Fis-54217,2326,e_lim,185.0,4
Fis-54220,450,e_lim,184.0,1
Fis-54246,45,e_lim,115.0,1
Fis-54289,1138,e_lim,129.0,10
Fis-54292,2847,e_lim,185.0,4
Fis-54316,17,e_lim,111.5,1
Fis-54327,4079,e_lim,171.0,2
Fis-54333,1782,e_lim,184.0,2
Fis-54335,568,e_lim,174.0,2
Fis-54337,1446,e_lim,184.0,1
Fis-54341,109,e_lim,115.0,3
Fis-54372,43,e_lim,112.0,1
Fis-54378,39,e_lim,115.0,2
Fis-54381,1,e_lim,108.5,1
Fis-54382,35,e_lim,112.0,1
Fis-54406,45,e_lim,112.0,1
Fis-54427,21,e_lim,115.0,2
Fis-54429,6,e_lim,114.5,1
Fis-54437,53,e_lim,112.0,1
Fis-54446,38,e_lim,115.0,1
Fis-54447,71,e_lim,114.0,1
Fis-54452,10,e_lim,113.0,2
Fis-54456,9,e_lim,113.0,2
Fis-54459,78,e_lim,114.5,2
Fis-54464,70,e_lim,114.5,2
Fis-54468,919,e_lim,184.0,1
Fis-54470,400,e_lim,184.0,1
Fis-54480,7,e_lim,114.0,1
Fis-54482,60,e_lim,114.5,2
Fis-54493,1645,e_lim,185.0,7
Fis-54504,1186,e_lim,185.0,6
Fis-54506,58,e_lim,115.0,5
Fis-54507,2791,e_lim,185.0,6
Fis-54510,3459,e_lim,185.0,4
Fis-54514,2104,e_lim,184.0,1
Fis-54518,2779,e_lim,185.0,6
Fis-54521,53,e_lim,114.5,2
Fis-54522,70,e_lim,115.0,1
Fis-54525,2082,e_lim,185.0,4
Fis-54527,2054,e_lim,184.5,1
Fis-54529,98,e_lim,115.0,1
Fis-54536,80,e_lim,115.0,3
Fis-54558,87,e_lim,114.5,2
Fis-54572,16,e_lim,115.0,1
Fis-54585,1290,e_lim,184.0,1
Fis-54705,79,e_lim,115.0,1
Fis-54707,449,e_lim,174.0,2
Fis-54710,2332,e_lim,185.0,3
Fis-54720,33,e_lim,120.0,1
Fis-54723,71,e_lim,115.0,1
Fis-54724,1577,e_lim,185.0,6
Fis-54769,4150,e_lim,185.0,4
Fis-54780,93,e_lim,115.0,1
Fis-54790,49,e_lim,122.0,1
Fis-54838,1034,e_lim,184.0,1
Fis-54847,1414,e_lim,181.0,1
Fis-54854,3029,e_lim,185.0,1
Fis-54860,58,e_lim,122.0,1
Fis-54864,1032,e_lim,185.0,6
Fis-54882,44,e_lim,115.0,2
Fis-54885,24,e_lim,115.0,1
Fis-54999,2308,e_lim,185.0,4
Fis-55018,2110,e_lim,184.0,1
Fis-55019,2412,e_lim,185.0,4
Fis-55068,2623,e_lim,185.0,6
Fis-55070,31,e_lim,115.0,1
Fis-55077,588,e_lim,173.5,2
Fis-55078,3186,e_lim,185.0,1
Fis-55089,56,e_lim,113.0,2
Fis-55096,640,e_lim,184.0,1
Fis-55098,1237,e_lim,149.0,1
Fis-55102,1941,e_lim,185.0,4
Fis-55104,3126,e_lim,185.0,7
Fis-55105,2454,e_lim,184.0,1
Fis-55111,2044,e_lim,184.0,1
Fis-55112,874,e_lim,184.0,1
Fis-55118,2593,e_lim,177.0,3
Fis-55121,1305,e_lim,185.0,4
Fis-55124,14,e_lim,112.5,1
Fis-55125,63,e_lim,114.5,2
Fis-55217,79,e_lim,114.5,2
Fis-55259,899,e_lim,179.5,1
Fis-55304,2225,e_lim,185.0,13
Fis-55363,262,e_lim,129.0,7
Fis-55364,12,e_lim,117.0,1
Fis-55367,1040,e_lim,185.0,6
Fis-55395,261,e_lim,77.0,4
Fis-55408,139,e_lim,74.0,2
Fis-55421,326,e_lim,75.0,2
Fis-55422,1552,e_lim,184.5,2
Fis-55423,655,e_lim,129.0,6
Fis-55424,166,e_lim,73.5,2
Fis-55425,227,e_lim,74.0,2
Fis-55429,198,e_lim,74.0,1
Fis-55430,103,e_lim,71.0,1
Fis-55432,366,e_lim,74.0,5
Fis-55433,2183,e_lim,185.0,4
Fis-55434,1417,e_lim,173.5,2
Fis-55435,310,e_lim,77.0,2
Fis-55465,3008,e_lim,184.0,1
Fis-55482,1249,e_lim,185.0,4
Fis-55596,2986,e_lim,129.0,3
Fis-55607,2656,e_lim,185.0,9
Fis-55613,203,e_lim,129.0,4
Fis-55615,993,e_lim,185.0,6
Fis-55671,4977,e_lim,185.0,71
Fis-55856,263,e_lim,74.5,3
Fis-55978,34,e_lim,115.0,2
Fis-55982,2729,e_lim,185.0,4
Fis-55986,2626,e_lim,185.0,4
Fis-55988,828,e_lim,185.0,4
Fis-55994,2513,e_lim,185.0,4
Fis-56023,13692,e_lim,185.0,90
Fis-56053,3713,e_lim,185.0,50
Fis-56079,1939,e_lim,122.0,1
Fis-56113,8739,e_lim,129.0,3
Fis-56289,706,e_lim,185.0,4
Fis-56333,48,e_lim,125.5,2
Fis-56344,4,e_lim,114.0,3
Fis-56387,2738,e_lim,185.0,7
Fis-56412,1368,e_lim,152.0,1
Fis-56424,8930,e_lim,185.0,90
Fis-56466,1785,e_lim,148.5,1
Fis-56509,2075,e_lim,184.0,1
Fis-56513,3214,e_lim,185.0,4
Fis-56528,3215,e_lim,185.0,4
Fis-56595,1912,e_lim,179.5,1
Fis-56610,2014,e_lim,184.0,2
Fis-56611,52,e_lim,114.5,2
Fis-56618,764,e_lim,184.0,1
Fis-56732,2332,e_lim,185.0,3
Fis-56746,2388,e_lim,185.0,6
Fis-56747,2174,e_lim,185.0,6
Fis-56751,2871,e_lim,185.0,6
Fis-56760,919,e_lim,185.0,4
Fis-56764,822,e_lim,185.0,4
Fis-56798,972,e_lim,131.5,3
Fis-56804,153,e_lim,123.0,1
Fis-56808,151,e_lim,115.0,10
Fis-56814,76,e_lim,114.5,2
Fis-56818,1987,e_lim,184.0,1
Fis-56833,628,e_lim,129.0,2
Fis-56858,1384,e_lim,185.0,4
Fis-56864,127,e_lim,74.0,13
Fis-56865,229,e_lim,129.0,1
Fis-56917,1952,e_lim,184.0,1
Fis-56926,3073,e_lim,185.0,4
Fis-56937,2109,e_lim,184.0,1
Fis-56941,1611,e_lim,172.5,2
Fis-56954,2643,e_lim,184.0,1
Fis-56981,2841,e_lim,185.0,4
Fis-56990,1648,e_lim,188.0,4
Fis-56996,985,e_lim,184.0,1
